Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,28.232657,[43  7] ; [22 39],[29.27927928 20.72072072] ; [35.72072072 25.27927928],1
a4,1,0.000191,13.92172,[21 29] ; [ 7 55],[12.5 37.5] ; [15.5 46.5],1
d5,1,0.00184,9.702921,[39 11] ; [30 31],[31.08108108 18.91891892] ; [37.91891892 23.08108108],0
a6,1,0.002043,9.510564,[34 16] ; [24 38],[25.89285714 24.10714286] ; [32.10714286 29.89285714],0
r1,1,0.003597,8.476947,[37 13] ; [29 33],[29.46428571 20.53571429] ; [36.53571429 25.46428571],0
v2,1,0.003777,8.387868,[25 23] ; [15 45],[17.77777778 30.22222222] ; [22.22222222 37.77777778],0
v1,1,0.006684,7.356037,[22 28] ; [12 48],[15.45454545 34.54545455] ; [18.54545455 41.45454545],0
p4,1,0.00813,7.004554,[23 26] ; [14 47],[16.48181818 32.51818182] ; [20.51818182 40.48181818],0
p3,1,0.010084,6.619988,[16 32] ; [ 8 54],[10.47272727 37.52727273] ; [13.52727273 48.47272727],0
b1,1,0.020458,5.372358,[27 23] ; [20 42],[20.98214286 29.01785714] ; [26.01785714 35.98214286],0
d1,1,0.024599,5.051909,[24 26] ; [17 45],[18.30357143 31.69642857] ; [22.69642857 39.30357143],0
b4,1,0.027448,4.862412,[21 29] ; [39 23],[26.78571429 23.21428571] ; [33.21428571 28.78571429],0
d4,1,0.027823,4.839021,[40 10] ; [37 24],[34.68468468 15.31531532] ; [42.31531532 18.68468468],0
b5,1,0.053276,3.735233,[24 26] ; [41 21],[29.01785714 20.98214286] ; [35.98214286 26.01785714],0
r4,1,0.054008,3.712459,[37 13] ; [35 27],[32.14285714 17.85714286] ; [39.85714286 22.14285714],0
d2,1,0.070088,3.280959,[21 29] ; [16 46],[16.51785714 33.48214286] ; [20.48214286 41.51785714],0
b3,1,0.079839,3.068182,[11 19] ; [ 5 25],[ 8. 22.] ; [ 8. 22.],0
b2,1,0.079839,3.068182,[11 19] ; [ 5 25],[ 8. 22.] ; [ 8. 22.],0
n5,1,0.118496,2.437088,[21 29] ; [17 44],[17.11711712 32.88288288] ; [20.88288288 40.11711712],0
s2,1,0.126587,2.333862,[ 5 44] ; [13 49],[ 7.94594595 41.05405405] ; [10.05405405 51.94594595],0
s7,1,0.147299,2.1,[ 9 36] ; [ 6 54],[ 6.42857143 38.57142857] ; [ 8.57142857 51.42857143],0
s4,1,0.147456,2.098374,[ 3 47] ; [ 9 53],[ 5.35714286 44.64285714] ; [ 6.64285714 55.35714286],0
p8,1,0.16697,1.909938,[20 28] ; [18 44],[16.58181818 31.41818182] ; [21.41818182 40.58181818],0
a7,1,0.170381,1.879588,[35 15] ; [35 26],[31.53153153 18.46846847] ; [38.46846847 22.53153153],0
s5,1,0.211968,1.557937,[ 3 47] ; [ 8 53],[ 4.95495495 45.04504505] ; [ 6.04504505 54.95495495],0
p5,1,0.250692,1.319442,[ 4 44] ; [ 2 59],[ 2.64220183 45.35779817] ; [ 3.35779817 57.64220183],0
d3,1,0.276538,1.184028,[31 19] ; [31 29],[28.18181818 21.81818182] ; [33.81818182 26.18181818],0
u1,1,0.291721,1.111663,[ 5 45] ; [ 3 59],[ 3.57142857 46.42857143] ; [ 4.42857143 57.57142857],0
p11,1,0.303676,1.057982,[33 17] ; [35 27],[30.35714286 19.64285714] ; [37.64285714 24.35714286],0
s8,1,0.31268,1.01932,[ 7 43] ; [ 5 57],[ 5.35714286 44.64285714] ; [ 6.64285714 55.35714286],0
v3,1,0.336582,0.923408,[10 38] ; [ 8 50],[ 8.1509434 39.8490566] ; [ 9.8490566 48.1509434],0
u3,1,0.352741,0.863573,[5 2] ; [21 19],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
p9,1,0.381479,0.765931,[33 15] ; [37 24],[30.82568807 17.17431193] ; [39.17431193 21.82568807],0
p1,1,0.411822,0.673534,[ 1 49] ; [ 3 58],[ 1.8018018 48.1981982] ; [ 2.1981982 58.8018018],0
a1,1,0.436668,0.605023,[ 2 48] ; [ 1 61],[ 1.33928571 48.66071429] ; [ 1.66071429 60.33928571],0
u2,1,0.472214,0.516791,[3 4] ; [23 17],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
p2,1,0.537607,0.379993,[31 18] ; [42 19],[32.51818182 16.48181818] ; [40.48181818 20.51818182],0
p6,1,0.543178,0.369681,[ 7 40] ; [12 50],[ 8.19266055 38.80733945] ; [10.80733945 51.19266055],0
n1,1,0.551457,0.354714,[ 5 13] ; [ 5 20],[ 4.18604651 13.81395349] ; [ 5.81395349 19.18604651],0
n3,1,0.576347,0.312177,[10  8] ; [16  9],[10.88372093  7.11627907] ; [15.11627907  9.88372093],0
p7,1,0.610292,0.259749,[24 25] ; [26 33],[22.68518519 26.31481481] ; [27.31481481 31.68518519],0
s3,1,0.639651,0.219199,[11 39] ; [16 46],[12.05357143 37.94642857] ; [14.94642857 47.05357143],0
v4,1,0.648008,0.208421,[44  6] ; [51  9],[43.18181818  6.81818182] ; [51.81818182  8.18181818],0
p10,1,0.660855,0.192486,[29 20] ; [33 27],[27.87155963 21.12844037] ; [34.12844037 25.87155963],0
s1,1,0.673214,0.177866,[ 3 47] ; [ 5 57],[ 3.57142857 46.42857143] ; [ 4.42857143 57.57142857],0
r3,1,0.694326,0.154442,[41  9] ; [49 13],[40.17857143  9.82142857] ; [49.82142857 12.17857143],0
a8,1,0.752954,0.099065,[ 3 43] ; [ 3 56],[ 2.62857143 43.37142857] ; [ 3.37142857 55.62857143],0
n2,1,0.759047,0.094085,[11  8] ; [15  9],[11.48837209  7.51162791] ; [14.51162791  9.48837209],0
n6,1,0.86925,0.027097,[29 21] ; [35 27],[28.57142857 21.42857143] ; [35.42857143 26.57142857],0
r2,1,0.899704,0.015885,[40 10] ; [49 13],[39.73214286 10.26785714] ; [49.26785714 12.73214286],0
