Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000199,13.837135,[84  8] ; [5 5],[80.2745098 11.7254902] ; [8.7254902 1.2745098],1
a7,1,0.001652,9.900448,[70 21] ; [3 7],[65.77227723 25.22772277] ; [7.22772277 2.77227723],0
p9,1,0.003102,8.746478,[74 17] ; [4 6],[70.27722772 20.72277228] ; [7.72277228 2.27722772],0
v4,1,0.005814,7.60701,[90  2] ; [8 2],[88.39215686  3.60784314] ; [9.60784314 0.39215686],0
p10,1,0.01227,6.271379,[70 21] ; [4 6],[66.67326733 24.32673267] ; [7.32673267 2.67326733],0
r1,1,0.04259,4.11162,[65 26] ; [4 6],[62.16831683 28.83168317] ; [6.83168317 3.16831683],0
b4,1,0.042964,4.09681,[58 34] ; [3 7],[55.01960784 36.98039216] ; [5.98039216 4.01960784],0
n5,1,0.048476,3.893394,[72 20] ; [5 5],[69.45098039 22.54901961] ; [7.54901961 2.45098039],0
s6,1,0.052252,3.767691,[64 27] ; [4 6],[61.26732673 29.73267327] ; [6.73267327 3.26732673],0
s4,1,0.091307,2.851184,[16 75] ; [4 6],[18.01980198 72.98019802] ; [1.98019802 8.01980198],0
p11,1,0.111364,2.53476,[68 24] ; [5 5],[65.84313725 26.15686275] ; [7.15686275 2.84313725],0
u2,1,0.143164,2.143612,[29 21] ; [2 5],[27.19298246 22.80701754] ; [3.80701754 3.19298246],0
n6,1,0.190014,1.717511,[79 13] ; [7 3],[77.56862745 14.43137255] ; [8.43137255 1.56862745],0
b1,1,0.202832,1.621863,[36 56] ; [6 4],[37.88235294 54.11764706] ; [4.11764706 5.88235294],0
v3,1,0.203069,1.620164,[35 51] ; [2 8],[33.14583333 52.85416667] ; [3.85416667 6.14583333],0
p8,1,0.228921,1.447554,[55 37] ; [4 6],[53.21568627 38.78431373] ; [5.78431373 4.21568627],0
a8,1,0.229495,1.443988,[ 7 78] ; [2 8],[ 8.05263158 76.94736842] ; [0.94736842 9.05263158],0
s8,1,0.234703,1.412128,[36 56] ; [2 8],[34.2745098 57.7254902] ; [3.7254902 6.2745098],0
s3,1,0.28263,1.154401,[52 38] ; [4 6],[50.4 39.6] ; [5.6 4.4],0
d3,1,0.286845,1.134371,[53 39] ; [4 6],[51.41176471 40.58823529] ; [5.58823529 4.41176471],0
s1,1,0.302212,1.064407,[ 3 88] ; [1 9],[ 3.6039604 87.3960396] ; [0.3960396 9.6039604],0
s2,1,0.329279,0.951731,[42 49] ; [3 7],[40.54455446 50.45544554] ; [4.45544554 5.54455446],0
a6,1,0.387972,0.74529,[50 42] ; [4 6],[48.70588235 43.29411765] ; [5.29411765 4.70588235],0
a3,1,0.396873,0.717779,[40 51] ; [3 7],[38.74257426 52.25742574] ; [4.25742574 5.74257426],0
v1,1,0.402844,0.699822,[48 41] ; [4 6],[46.74747475 42.25252525] ; [5.25252525 4.74747475],0
p7,1,0.405889,0.690811,[66 25] ; [6 4],[64.87128713 26.12871287] ; [7.12871287 2.87128713],0
n1,1,0.527089,0.4,[7 8] ; [2 1],[7.5 7.5] ; [1.5 1.5],0
b3,1,0.531603,0.391327,[13 39] ; [1 6],[12.33898305 39.66101695] ; [1.66101695 5.33898305],0
b2,1,0.531603,0.391327,[13 39] ; [1 6],[12.33898305 39.66101695] ; [1.66101695 5.33898305],0
d4,1,0.535847,0.383292,[64 28] ; [6 4],[63.1372549 28.8627451] ; [6.8627451 3.1372549],0
d1,1,0.572574,0.318395,[36 56] ; [3 7],[35.17647059 56.82352941] ; [3.82352941 6.17647059],0
d5,1,0.578255,0.309065,[66 26] ; [8 2],[66.74509804 25.25490196] ; [7.25490196 2.74509804],0
b5,1,0.596907,0.279687,[54 38] ; [5 5],[53.21568627 38.78431373] ; [5.78431373 4.21568627],0
n3,1,0.61209,0.257143,[12  3] ; [2 1],[11.66666667  3.33333333] ; [2.33333333 0.66666667],0
s7,1,0.669301,0.182421,[39 47] ; [3 5],[38.42553191 47.57446809] ; [3.57446809 4.42553191],0
r3,1,0.687232,0.162098,[85  6] ; [9 1],[84.69306931  6.30693069] ; [9.30693069 0.69306931],0
p2,1,0.692875,0.155991,[78 14] ; [8 2],[77.56862745 14.43137255] ; [8.43137255 1.56862745],0
n4,1,0.727015,0.12187,[69 23] ; [8 2],[69.45098039 22.54901961] ; [7.54901961 2.45098039],0
d2,1,0.730422,0.118725,[23 69] ; [3 7],[23.45098039 68.54901961] ; [2.54901961 7.45098039],0
v2,1,0.794278,0.067995,[39 49] ; [4 6],[38.6122449 49.3877551] ; [4.3877551 5.6122449],0
p5,1,0.849606,0.035956,[16 75] ; [2 8],[16.21782178 74.78217822] ; [1.78217822 8.21782178],0
s5,1,0.889187,0.019414,[24 62] ; [3 7],[24.1875 61.8125] ; [2.8125 7.1875],0
p6,1,0.901113,0.015439,[37 51] ; [4 6],[36.81632653 51.18367347] ; [4.18367347 5.81632653],0
u3,1,0.94521,0.004723,[29 23] ; [4 3],[29.08474576 22.91525424] ; [3.91525424 3.08474576],0
a4,1,0.973763,0.001082,[18 74] ; [2 8],[18.03921569 73.96078431] ; [1.96078431 8.03921569],0
