Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.4e-05,17.839992,[40 13] ; [52 75],[27.08888889 25.91111111] ; [64.91111111 62.08888889],1
v1,1,0.000326,12.91366,[31 23] ; [37 90],[20.28729282 33.71270718] ; [47.71270718 79.28729282],1
p12,1,0.071259,3.253781,[ 5 48] ; [  4 126],[ 2.60655738 50.39344262] ; [  6.39344262 123.60655738],0
b4,1,0.07904,3.084528,[38 16] ; [74 57],[32.69189189 21.30810811] ; [79.30810811 51.69189189],0
r2,1,0.08714,2.926428,[52  2] ; [112  15],[48.9281768  5.0718232] ; [115.0718232  11.9281768],0
d3,1,0.122391,2.386451,[46  8] ; [98 33],[42.03243243 11.96756757] ; [101.96756757  29.03243243],0
p5,1,0.128,2.316598,[ 5 48] ; [  5 126],[ 2.88043478 50.11956522] ; [  7.11956522 123.88043478],0
v4,1,0.155241,2.019981,[52  2] ; [117  13],[49.59782609  4.40217391] ; [119.40217391  10.59782609],0
n1,1,0.158201,1.991339,[ 1 14] ; [10 33],[ 2.84482759 12.15517241] ; [ 8.15517241 34.84482759],0
n6,1,0.204822,1.60765,[38 15] ; [81 50],[34.27717391 18.72282609] ; [84.72282609 46.27717391],0
n2,1,0.232497,1.425521,[7 8] ; [27 15],[8.94736842 6.05263158] ; [25.05263158 16.94736842],0
a1,1,0.254332,1.299351,[ 3 51] ; [  3 128],[ 1.75135135 52.24864865] ; [  4.24864865 126.75135135],0
r4,1,0.26614,1.236537,[47  7] ; [105  26],[44.36756757  9.63243243] ; [107.63243243  23.36756757],0
p8,1,0.277263,1.180455,[25 28] ; [50 80],[21.72131148 31.27868852] ; [53.27868852 76.72131148],0
s8,1,0.284506,1.145438,[20 34] ; [38 93],[16.92972973 37.07027027] ; [41.07027027 89.92972973],0
u2,1,0.306342,1.04638,[11  5] ; [26 22],[9.25 6.75] ; [27.75 20.25],0
a3,1,0.313891,1.014232,[38 16] ; [82 49],[35.02702703 18.97297297] ; [84.97297297 46.02702703],0
s7,1,0.317799,0.997982,[21 31] ; [41 85],[18.11235955 33.88764045] ; [43.88764045 82.11235955],0
n3,1,0.333759,0.93426,[10  5] ; [34  9],[11.37931034  3.62068966] ; [32.62068966 10.37931034],0
d1,1,0.339328,0.912967,[33 21] ; [70 61],[30.06486486 23.93513514] ; [72.93513514 58.06486486],0
a8,1,0.352419,0.864727,[ 5 46] ; [  7 113],[ 3.57894737 47.42105263] ; [  8.42105263 111.57894737],0
b1,1,0.362037,0.830816,[16 38] ; [48 83],[18.68108108 35.31891892] ; [45.31891892 85.68108108],0
a4,1,0.372959,0.793781,[21 33] ; [42 89],[18.38918919 35.61081081] ; [44.61081081 86.38918919],0
s5,1,0.481048,0.496487,[16 36] ; [32 93],[14.10169492 37.89830508] ; [33.89830508 91.10169492],0
p6,1,0.549527,0.358164,[12 39] ; [36 93],[13.6 37.4] ; [34.4 94.6],0
a5,1,0.567648,0.326635,[37 17] ; [84 47],[35.31891892 18.68108108] ; [85.68108108 45.31891892],0
b5,1,0.567648,0.326635,[37 17] ; [84 47],[35.31891892 18.68108108] ; [85.68108108 45.31891892],0
n4,1,0.597386,0.278956,[20 34] ; [54 77],[21.6 32.4] ; [52.4 78.6],0
s1,1,0.637398,0.222161,[ 2 52] ; [  7 124],[ 2.62702703 51.37297297] ; [  6.37297297 124.62702703],0
d4,1,0.686521,0.162877,[47  7] ; [111  20],[46.11891892  7.88108108] ; [111.88108108  19.11891892],0
s6,1,0.700824,0.147616,[31 22] ; [72 58],[29.83060109 23.16939891] ; [73.16939891 56.83060109],0
s4,1,0.746222,0.104733,[11 43] ; [ 24 107],[10.21621622 43.78378378] ; [ 24.78378378 106.21621622],0
d5,1,0.746368,0.104608,[44 10] ; [104  27],[43.2 10.8] ; [104.8  26.2],0
u3,1,0.747583,0.103573,[9 6] ; [31 17],[9.52380952 5.47619048] ; [30.47619048 17.52380952],0
d2,1,0.788473,0.071981,[23 31] ; [53 78],[22.18378378 31.81621622] ; [53.81621622 77.18378378],0
b3,1,0.802474,0.062573,[ 9 21] ; [19 50],[ 8.48484848 21.51515152] ; [19.51515152 49.48484848],0
b2,1,0.802474,0.062573,[ 9 21] ; [19 50],[ 8.48484848 21.51515152] ; [19.51515152 49.48484848],0
p10,1,0.833132,0.044389,[37 16] ; [88 41],[36.4010989 16.5989011] ; [88.5989011 40.4010989],0
a2,1,0.840751,0.040374,[11 43] ; [ 25 106],[10.50810811 43.49189189] ; [ 25.49189189 105.50810811],0
s2,1,0.848804,0.036345,[22 32] ; [51 79],[21.42391304 32.57608696] ; [51.57608696 78.42391304],0
p2,1,0.850282,0.03563,[41 12] ; [103  28],[41.47826087 11.52173913] ; [102.52173913  28.47826087],0
p9,1,0.850596,0.035479,[39 13] ; [95 34],[38.49723757 13.50276243] ; [95.50276243 33.49723757],0
r3,1,0.885374,0.020782,[51  3] ; [123   8],[50.78918919  3.21081081] ; [123.21081081   7.78918919],0
p11,1,0.894342,0.017639,[36 18] ; [86 45],[35.61081081 18.38918919] ; [86.38918919 44.61081081],0
p1,1,0.898632,0.016228,[ 3 50] ; [  8 122],[ 3.18579235 49.81420765] ; [  7.81420765 122.18579235],0
a6,1,0.90308,0.014828,[38 16] ; [91 40],[37.65405405 16.34594595] ; [91.34594595 39.65405405],0
p3,1,0.952516,0.003546,[19 34] ; [46 84],[18.82513661 34.17486339] ; [46.17486339 83.82513661],0
u1,1,0.95656,0.002967,[ 8 46] ; [ 19 112],[ 7.88108108 46.11891892] ; [ 19.11891892 111.88108108],0
r1,1,0.974424,0.001028,[40 14] ; [96 34],[39.91304348 14.08695652] ; [96.08695652 33.91304348],0
s3,1,0.983052,0.000451,[24 30] ; [58 72],[24.06521739 29.93478261] ; [57.93478261 72.06521739],0
p4,1,0.988608,0.000204,[23 30] ; [57 74],[23.04347826 29.95652174] ; [56.95652174 74.04347826],0
p7,1,0.998551,3e-06,[27 25] ; [67 62],[27.00552486 24.99447514] ; [66.99447514 62.00552486],0
