Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.023636,5.121181,[9 6] ; [ 7 21],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
n2,1,0.035015,4.444444,[4 1] ; [ 4 11],[2. 3.] ; [6. 9.],0
a3,1,0.056186,3.646542,[11  4] ; [12 16],[8.02325581 6.97674419] ; [14.97674419 13.02325581],0
p3,1,0.060921,3.512133,[ 5 10] ; [ 3 26],[ 2.72727273 12.27272727] ; [ 5.27272727 23.72727273],0
n3,1,0.069294,3.299663,[4 1] ; [ 5 10],[2.25 2.75] ; [6.75 8.25],0
s1,1,0.070247,3.277241,[ 3 12] ; [ 1 28],[ 1.36363636 13.63636364] ; [ 2.63636364 26.36363636],0
s7,1,0.07886,3.088235,[ 5 10] ; [ 3 24],[ 2.85714286 12.14285714] ; [ 5.14285714 21.85714286],0
d1,1,0.090043,2.873597,[ 2 13] ; [11 18],[ 4.43181818 10.56818182] ; [ 8.56818182 20.43181818],0
p7,1,0.098416,2.731034,[6 9] ; [ 5 24],[ 3.75 11.25] ; [ 7.25 21.75],0
p10,1,0.109369,2.563316,[8 7] ; [ 8 20],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
p9,1,0.126422,2.335902,[9 6] ; [10 18],[6.62790698 8.37209302] ; [12.37209302 15.62790698],0
p8,1,0.127719,2.320015,[ 5 10] ; [ 4 25],[ 3.06818182 11.93181818] ; [ 5.93181818 23.06818182],0
d2,1,0.139358,2.185037,[ 4 11] ; [14 14],[6.27906977 8.72093023] ; [11.72093023 16.27906977],0
b1,1,0.169201,1.890007,[10  5] ; [13 16],[7.84090909 7.15909091] ; [15.15909091 13.84090909],0
n4,1,0.205637,1.601881,[8 7] ; [21  8],[9.88636364 5.11363636] ; [19.11363636  9.88636364],0
a7,1,0.241126,1.373999,[9 6] ; [12 17],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
p6,1,0.245602,1.348148,[ 2 13] ; [ 1 26],[ 1.07142857 13.92857143] ; [ 1.92857143 25.07142857],0
p4,1,0.27433,1.194969,[6 9] ; [ 7 22],[ 4.43181818 10.56818182] ; [ 8.56818182 20.43181818],0
v3,1,0.293958,1.101405,[ 4 11] ; [ 4 25],[ 2.72727273 12.27272727] ; [ 5.27272727 23.72727273],0
n5,1,0.306891,1.044007,[8 7] ; [20  9],[9.54545455 5.45454545] ; [18.45454545 10.54545455],0
a6,1,0.328218,0.955915,[8 7] ; [11 18],[6.47727273 8.52272727] ; [12.52272727 16.47727273],0
a5,1,0.342863,0.899698,[10  5] ; [15 14],[8.52272727 6.47727273] ; [16.47727273 12.52272727],0
a2,1,0.376354,0.782577,[ 3 12] ; [ 3 26],[ 2.04545455 12.95454545] ; [ 3.95454545 25.04545455],0
s4,1,0.376354,0.782577,[ 3 12] ; [ 3 26],[ 2.04545455 12.95454545] ; [ 3.95454545 25.04545455],0
v2,1,0.393813,0.727137,[ 5 10] ; [ 6 22],[ 3.8372093 11.1627907] ; [ 7.1627907 20.8372093],0
d4,1,0.431413,0.619017,[8 7] ; [19 10],[9.20454545 5.79545455] ; [17.79545455 11.20454545],0
r1,1,0.431413,0.619017,[7 8] ; [10 19],[5.79545455 9.20454545] ; [11.20454545 17.79545455],0
s5,1,0.480167,0.498485,[ 1 14] ; [ 4 25],[ 1.70454545 13.29545455] ; [ 3.29545455 25.70454545],0
s2,1,0.481426,0.495632,[ 2 13] ; [ 2 27],[ 1.36363636 13.63636364] ; [ 2.63636364 26.36363636],0
u3,1,0.496116,0.463235,[1 3] ; [ 2 15],[0.57142857 3.42857143] ; [ 2.42857143 14.57142857],0
s6,1,0.516211,0.421456,[ 5 10] ; [ 7 22],[ 4.09090909 10.90909091] ; [ 7.90909091 21.09090909],0
d3,1,0.576398,0.312094,[7 8] ; [11 18],[6.13636364 8.86363636] ; [11.86363636 17.13636364],0
b4,1,0.576398,0.312094,[8 7] ; [18 11],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
b5,1,0.592346,0.286695,[8 7] ; [13 16],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
a4,1,0.606394,0.265459,[6 9] ; [ 9 19],[5.23255814 9.76744186] ; [ 9.76744186 18.23255814],0
u1,1,0.627099,0.236015,[ 1 14] ; [ 1 28],[ 0.68181818 14.31818182] ; [ 1.31818182 27.68181818],0
r4,1,0.653827,0.201109,[ 4 11] ; [ 6 23],[ 3.40909091 11.59090909] ; [ 6.59090909 22.40909091],0
