Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.362065,[41  8] ; [32 41],[29.31967213 19.68032787] ; [43.68032787 29.31967213],1
p11,1,0.002351,9.253176,[44  7] ; [46 29],[36.42857143 14.57142857] ; [53.57142857 21.42857143],0
p5,1,0.004094,8.241758,[10 40] ; [ 3 72],[ 5.2 44.8] ; [ 7.8 67.2],0
v1,1,0.006415,7.42989,[35 16] ; [32 41],[27.55645161 23.44354839] ; [39.44354839 33.55645161],0
a2,1,0.008733,6.87672,[ 5 46] ; [22 53],[10.92857143 40.07142857] ; [16.07142857 58.92857143],0
v3,1,0.009283,6.767553,[24 25] ; [19 54],[17.2704918 31.7295082] ; [25.7295082 47.2704918],0
p9,1,0.017896,5.606287,[46  4] ; [55 18],[41.05691057  8.94308943] ; [59.94308943 13.05691057],0
r4,1,0.0225,5.206665,[49  2] ; [62 13],[44.92857143  6.07142857] ; [66.07142857  8.92857143],0
p2,1,0.022778,5.185322,[44  6] ; [53 22],[38.8 11.2] ; [58.2 16.8],0
n3,1,0.034356,4.476902,[13  1] ; [16 10],[10.15  3.85] ; [18.85  7.15],0
u1,1,0.039229,4.250905,[ 3 48] ; [14 61],[ 6.88095238 44.11904762] ; [10.11904762 64.88095238],0
d4,1,0.054473,3.698147,[38 13] ; [65  9],[42.024  8.976] ; [60.976 13.024],0
s1,1,0.064858,3.408578,[ 4 46] ; [ 1 73],[ 2.01612903 47.98387097] ; [ 2.98387097 71.01612903],0
p4,1,0.067965,3.331495,[27 24] ; [27 47],[22.032 28.968] ; [31.968 42.032],0
d2,1,0.072995,3.214348,[21 30] ; [42 31],[25.91129032 25.08870968] ; [37.08870968 35.91129032],0
p10,1,0.081876,3.02726,[44  6] ; [55 18],[40.24390244  9.75609756] ; [58.75609756 14.24390244],0
n5,1,0.094361,2.798351,[40 10] ; [49 25],[35.88709677 14.11290323] ; [53.11290323 20.88709677],0
p6,1,0.108316,2.578617,[20 31] ; [19 55],[15.912 35.088] ; [23.088 50.912],0
s4,1,0.127928,2.31747,[10 40] ; [24 50],[13.70967742 36.29032258] ; [20.29032258 53.70967742],0
