Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,69.203302,[32 99] ; [190  88],[71.10513447 59.89486553] ; [150.89486553 127.10513447],1
p6,1,0.0,55.254758,[ 18 113] ; [145 132],[52.33578431 78.66421569] ; [110.66421569 166.33578431],1
p4,1,1e-06,23.815297,[61 70] ; [198  79],[83.15931373 47.84068627] ; [175.84068627 101.15931373],1
p2,1,4e-06,21.158353,[96 35] ; [252  26],[111.46210269  19.53789731] ; [236.53789731  41.46210269],1
p3,1,0.000167,14.166146,[51 79] ; [164 113],[68.67321867 61.32678133] ; [146.32678133 130.67321867],1
p11,1,0.000288,13.145606,[88 43] ; [231  47],[102.17359413  28.82640587] ; [216.82640587  61.17359413],1
s5,1,0.000607,11.753265,[36 86] ; [130 141],[51.53180662 70.46819338] ; [114.46819338 156.53180662],1
p10,1,0.002398,9.216892,[96 33] ; [240  37],[106.75862069  22.24137931] ; [229.24137931  47.75862069],0
n5,1,0.003868,8.344785,[90 41] ; [225  51],[101.38820639  29.61179361] ; [213.61179361  62.38820639],0
r3,1,0.009556,6.715847,[124   7] ; [273   3],[127.78132678   3.21867322] ; [269.21867322   6.78132678],0
n6,1,0.014678,5.954718,[103  28] ; [240  33],[111.22029703  19.77970297] ; [231.77970297  41.22029703],0
a8,1,0.025012,5.023083,[ 12 109] ; [ 49 209],[ 19.47493404 101.52506596] ; [ 41.52506596 216.47493404],0
p5,1,0.029538,4.735999,[ 10 119] ; [ 43 233],[ 16.88148148 112.11851852] ; [ 36.11851852 239.88148148],0
a1,1,0.030384,4.687456,[  2 129] ; [ 18 260],[  6.40586797 124.59413203] ; [ 13.59413203 264.40586797],0
p9,1,0.037226,4.340048,[103  26] ; [243  34],[109.93596059  19.06403941] ; [236.06403941  40.93596059],0
n2,1,0.041405,4.159346,[29 13] ; [40  6],[32.93181818  9.06818182] ; [36.06818182  9.93181818],0
s7,1,0.064142,3.426906,[74 48] ; [188  80],[81.95897436 40.04102564] ; [180.04102564  87.95897436],0
n1,1,0.09597,2.771276,[22 20] ; [16 30],[18.13636364 23.86363636] ; [19.86363636 26.13636364],0
v1,1,0.109622,2.559658,[60 65] ; [154 118],[67.38035264 57.61964736] ; [146.61964736 125.38035264],0
