Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000235,13.531038,[12 35] ; [27 15],[20.59550562 26.40449438] ; [18.40449438 23.59550562],1
a6,1,0.001688,9.861612,[14 33] ; [27 16],[21.41111111 25.58888889] ; [19.58888889 23.41111111],0
d5,1,0.00473,7.979765,[20 27] ; [31 12],[26.63333333 20.36666667] ; [24.36666667 18.63333333],0
b1,1,0.006702,7.351072,[33 14] ; [18 25],[26.63333333 20.36666667] ; [24.36666667 18.63333333],0
a2,1,0.00808,7.015567,[ 2 45] ; [10 33],[ 6.26666667 40.73333333] ; [ 5.73333333 37.26666667],0
a5,1,0.011617,6.368399,[17 30] ; [27 16],[22.97777778 24.02222222] ; [21.02222222 21.97777778],0
u1,1,0.036401,4.378203,[ 1 46] ; [ 6 37],[ 3.65555556 43.34444444] ; [ 3.34444444 39.65555556],0
d1,1,0.038462,4.284467,[13 34] ; [21 22],[17.75555556 29.24444444] ; [16.24444444 26.75555556],0
a8,1,0.13493,2.234845,[ 1 43] ; [ 4 36],[ 2.61904762 41.38095238] ; [ 2.38095238 37.61904762],0
p8,1,0.146507,2.108252,[10 36] ; [15 27],[13.06818182 32.93181818] ; [11.93181818 30.06818182],0
n5,1,0.155935,2.013212,[32 15] ; [23 20],[28.72222222 18.27777778] ; [26.27777778 16.72222222],0
d4,1,0.157899,1.994229,[26 21] ; [30 13],[29.24444444 17.75555556] ; [26.75555556 16.24444444],0
s2,1,0.162791,1.948107,[ 5 42] ; [ 9 33],[ 7.39325843 39.60674157] ; [ 6.60674157 35.39325843],0
p5,1,0.169723,1.885388,[ 2 45] ; [ 5 36],[ 3.73863636 43.26136364] ; [ 3.26136364 37.73863636],0
a4,1,0.178408,1.810834,[13 33] ; [18 25],[16.02247191 29.97752809] ; [14.97752809 28.02247191],0
r3,1,0.182423,1.777773,[18 29] ; [22 20],[21.12359551 25.87640449] ; [18.87640449 23.12359551],0
b2,1,0.19283,1.695862,[14 15] ; [ 7 16],[11.71153846 17.28846154] ; [ 9.28846154 13.71153846],0
b3,1,0.19283,1.695862,[14 15] ; [ 7 16],[11.71153846 17.28846154] ; [ 9.28846154 13.71153846],0
p6,1,0.206299,1.597209,[ 5 39] ; [ 9 33],[ 7.1627907 36.8372093] ; [ 6.8372093 35.1627907],0
n4,1,0.219874,1.505195,[29 18] ; [21 22],[26.11111111 20.88888889] ; [23.88888889 19.11111111],0
r1,1,0.226696,1.461473,[10 37] ; [14 29],[12.53333333 34.46666667] ; [11.46666667 31.53333333],0
b5,1,0.30694,1.043796,[19 28] ; [22 21],[21.41111111 25.58888889] ; [19.58888889 23.41111111],0
p3,1,0.316324,1.004086,[ 8 38] ; [11 31],[ 9.93181818 36.06818182] ; [ 9.06818182 32.93181818],0
b4,1,0.357065,0.848189,[25 22] ; [27 16],[27.15555556 19.84444444] ; [24.84444444 18.15555556],0
u2,1,0.361054,0.834225,[ 6 16] ; [ 7 10],[ 7.33333333 14.66666667] ; [ 5.66666667 11.33333333],0
p10,1,0.393224,0.72895,[20 25] ; [22 19],[21.97674419 23.02325581] ; [20.02325581 20.97674419],0
u3,1,0.409145,0.681283,[ 4 18] ; [ 5 12],[ 5.07692308 16.92307692] ; [ 3.92307692 13.07692308],0
v3,1,0.422857,0.642361,[ 7 40] ; [ 9 33],[ 8.4494382 38.5505618] ; [ 7.5505618 34.4494382],0
a3,1,0.473185,0.514528,[25 21] ; [26 16],[26.65909091 19.34090909] ; [24.34090909 17.65909091],0
s3,1,0.495976,0.463536,[10 35] ; [12 30],[11.37931034 33.62068966] ; [10.62068966 31.37931034],0
n2,1,0.499679,0.455619,[13 13] ; [12  8],[14.13043478 11.86956522] ; [10.86956522  9.13043478],0
p11,1,0.570658,0.321583,[18 29] ; [19 24],[19.32222222 27.67777778] ; [17.67777778 25.32222222],0
s5,1,0.582672,0.301936,[ 3 44] ; [ 4 38],[ 3.69662921 43.30337079] ; [ 3.30337079 38.69662921],0
p1,1,0.595982,0.281099,[ 4 43] ; [ 5 37],[ 4.75280899 42.24719101] ; [ 4.24719101 37.75280899],0
s1,1,0.622439,0.242454,[ 4 43] ; [ 5 38],[ 4.7 42.3] ; [ 4.3 38.7],0
s8,1,0.622439,0.242454,[ 4 43] ; [ 5 38],[ 4.7 42.3] ; [ 4.3 38.7],0
s4,1,0.631493,0.230041,[ 5 42] ; [ 6 37],[ 5.74444444 41.25555556] ; [ 5.25555556 37.74444444],0
s7,1,0.67698,0.173545,[10 32] ; [ 8 32],[ 9.2195122 32.7804878] ; [ 8.7804878 31.2195122],0
v1,1,0.682792,0.167,[13 33] ; [10 31],[12.16091954 33.83908046] ; [10.83908046 30.16091954],0
v4,1,0.70833,0.139951,[25 22] ; [24 18],[25.87640449 21.12359551] ; [23.12359551 18.87640449],0
p7,1,0.710664,0.137614,[14 32] ; [11 30],[13.2183908 32.7816092] ; [11.7816092 29.2183908],0
p9,1,0.73589,0.113772,[22 22] ; [22 19],[22.77647059 21.22352941] ; [21.22352941 19.77647059],0
p4,1,0.741918,0.108448,[14 31] ; [12 31],[13.29545455 31.70454545] ; [12.70454545 30.29545455],0
r2,1,0.780338,0.077773,[25 20] ; [24 17],[25.63953488 19.36046512] ; [23.36046512 17.63953488],0
n1,1,0.809465,0.058137,[10 16] ; [ 7 13],[ 9.60869565 16.39130435] ; [ 7.39130435 12.60869565],0
n6,1,0.853426,0.034132,[25 21] ; [22 20],[24.56818182 21.43181818] ; [22.43181818 19.56818182],0
a1,1,0.881381,0.022266,[ 5 42] ; [ 5 38],[ 5.22222222 41.77777778] ; [ 4.77777778 38.22222222],0
p2,1,0.893717,0.01785,[21 24] ; [19 23],[20.68965517 24.31034483] ; [19.31034483 22.68965517],0
n3,1,0.893904,0.017787,[12 13] ; [10 10],[12.22222222 12.77777778] ; [ 9.77777778 10.22222222],0
v2,1,0.902009,0.015159,[11 34] ; [11 32],[11.25 33.75] ; [10.75 32.25],0
p12,1,0.9481,0.004237,[ 1 45] ; [ 1 41],[ 1.04545455 44.95454545] ; [ 0.95454545 41.04545455],0
d2,1,0.957576,0.00283,[19 27] ; [18 25],[19.12359551 26.87640449] ; [17.87640449 25.12359551],0
