Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000319,12.956562,[16 28] ; [23  6],[23.50684932 20.49315068] ; [15.49315068 13.50684932],1
a3,1,0.027704,4.846377,[22 24] ; [22  8],[26.63157895 19.36842105] ; [17.36842105 12.63157895],0
s4,1,0.032783,4.557056,[12 34] ; [ 2 28],[ 8.47368421 37.52631579] ; [ 5.52631579 24.47368421],0
a4,1,0.045177,4.012022,[10 36] ; [13 17],[13.92105263 32.07894737] ; [ 9.07894737 20.92105263],0
s8,1,0.051503,3.791846,[ 9 37] ; [12 18],[12.71052632 33.28947368] ; [ 8.28947368 21.71052632],0
s1,1,0.055097,3.679151,[ 1 45] ; [ 4 26],[ 3.02631579 42.97368421] ; [ 1.97368421 28.02631579],0
b1,1,0.074903,3.172174,[18 28] ; [18 12],[21.78947368 24.21052632] ; [14.21052632 15.78947368],0
s3,1,0.096024,2.77037,[18 28] ; [16 11],[21.42465753 24.57534247] ; [12.57534247 14.42465753],0
b4,1,0.109365,2.563373,[30 16] ; [14 16],[26.63157895 19.36842105] ; [17.36842105 12.63157895],0
u2,1,0.112483,2.518983,[ 9 15] ; [5 2],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
s6,1,0.116826,2.459368,[20 26] ; [18 11],[23.30666667 22.69333333] ; [14.69333333 14.30666667],0
u3,1,0.129305,2.300834,[ 5 18] ; [4 4],[ 6.67741935 16.32258065] ; [2.32258065 5.67741935],0
a1,1,0.135316,2.230435,[ 1 45] ; [ 3 27],[ 2.42105263 43.57894737] ; [ 1.57894737 28.42105263],0
s5,1,0.138506,2.194483,[ 6 38] ; [ 8 21],[ 8.43835616 35.56164384] ; [ 5.56164384 23.43835616],0
p5,1,0.14195,2.15669,[ 1 44] ; [ 3 27],[ 2.4 42.6] ; [ 1.6 28.4],0
n4,1,0.151898,2.053089,[23 23] ; [20 10],[26.02631579 19.97368421] ; [16.97368421 13.02631579],0
a7,1,0.159149,1.982298,[29 17] ; [14 16],[26.02631579 19.97368421] ; [16.97368421 13.02631579],0
d4,1,0.17545,1.835749,[32 14] ; [25  5],[34.5 11.5] ; [22.5  7.5],0
p7,1,0.292369,1.108681,[18 26] ; [16 14],[20.21621622 23.78378378] ; [13.78378378 16.21621622],0
u1,1,0.331294,0.943833,[ 2 44] ; [ 3 27],[ 3.02631579 42.97368421] ; [ 1.97368421 28.02631579],0
a5,1,0.347884,0.881159,[21 25] ; [17 13],[23. 23.] ; [15. 15.],0
p2,1,0.364477,0.822407,[29 15] ; [22  7],[30.73972603 13.26027397] ; [20.26027397  8.73972603],0
r1,1,0.367391,0.81247,[10 36] ; [ 9 20],[11.65333333 34.34666667] ; [ 7.34666667 21.65333333],0
p4,1,0.377373,0.779242,[19 27] ; [15 14],[20.85333333 25.14666667] ; [13.14666667 15.85333333],0
n2,1,0.39269,0.730595,[13  7] ; [11  3],[14.11764706  5.88235294] ; [9.88235294 4.11764706],0
v4,1,0.396214,0.719787,[29 16] ; [20  7],[30.625 14.375] ; [18.375  8.625],0
p3,1,0.434968,0.609522,[14 32] ; [11 17],[15.54054054 30.45945946] ; [ 9.45945946 18.54054054],0
p10,1,0.444779,0.583923,[30 14] ; [16 11],[28.50704225 15.49295775] ; [17.49295775  9.50704225],0
v3,1,0.499316,0.456389,[ 9 36] ; [ 8 22],[10.2 34.8] ; [ 6.8 23.2],0
n1,1,0.499802,0.455357,[ 5 15] ; [5 9],[ 5.88235294 14.11764706] ; [4.11764706 9.88235294],0
p9,1,0.515286,0.423318,[30 16] ; [21  8],[31.28 14.72] ; [19.72  9.28],0
a2,1,0.519612,0.414663,[ 4 42] ; [ 4 26],[ 4.84210526 41.15789474] ; [ 3.15789474 26.84210526],0
s2,1,0.553638,0.350839,[19 27] ; [14 15],[20.24 25.76] ; [12.76 16.24],0
s7,1,0.572333,0.318794,[15 29] ; [11 16],[16.11267606 27.88732394] ; [ 9.88732394 17.11267606],0
d5,1,0.581523,0.30378,[31 15] ; [22  8],[32.07894737 13.92105263] ; [20.92105263  9.07894737],0
p6,1,0.628893,0.233565,[11 34] ; [ 8 19],[11.875 33.125] ; [ 7.125 19.875],0
p8,1,0.63284,0.228229,[18 27] ; [10 19],[17.02702703 27.97297297] ; [10.97297297 18.02702703],0
d1,1,0.644793,0.212528,[19 27] ; [14 16],[19.97368421 26.02631579] ; [13.02631579 16.97368421],0
d2,1,0.644875,0.212422,[16 30] ; [12 18],[16.94736842 29.05263158] ; [11.05263158 18.94736842],0
n5,1,0.655096,0.199536,[24 21] ; [17 12],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
p11,1,0.664458,0.188153,[30 16] ; [21  9],[30.86842105 15.13157895] ; [20.13157895  9.86842105],0
n3,1,0.726713,0.122152,[12  7] ; [8 6],[11.51515152  7.48484848] ; [8.48484848 5.51515152],0
d3,1,0.776347,0.080703,[24 21] ; [17 13],[24.6 20.4] ; [16.4 13.6],0
b5,1,0.784663,0.074664,[26 20] ; [16 14],[25.42105263 20.57894737] ; [16.57894737 13.42105263],0
p1,1,0.809894,0.05787,[ 2 43] ; [ 1 29],[ 1.8 43.2] ; [ 1.2 28.8],0
n6,1,0.815881,0.054217,[30 16] ; [19  9],[30.45945946 15.54054054] ; [18.54054054  9.45945946],0
b2,1,0.919954,0.010099,[ 6 15] ; [ 6 14],[ 6.14634146 14.85365854] ; [ 5.85365854 14.14634146],0
b3,1,0.919954,0.010099,[ 6 15] ; [ 6 14],[ 6.14634146 14.85365854] ; [ 5.85365854 14.14634146],0
a6,1,1.0,0.0,[23 23] ; [15 15],[23. 23.] ; [15. 15.],0
r2,1,1.0,0.0,[25 20] ; [15 12],[25. 20.] ; [15. 12.],0
