Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,69.346788,[ 48 234] ; [97 83],[ 88.50649351 193.49350649] ; [ 56.49350649 123.50649351],1
p6,1,0.0,31.364859,[ 37 243] ; [ 63 115],[ 61.13537118 218.86462882] ; [ 38.86462882 139.13537118],1
p2,1,0.0,30.916348,[166 117] ; [150  30],[193.14902808  89.85097192] ; [122.85097192  57.14902808],1
s6,1,1e-06,23.991312,[137 143] ; [129  50],[162.26579521 117.73420479] ; [103.73420479  75.26579521],1
s2,1,2e-06,23.108262,[104 176] ; [107  71],[128.99563319 151.00436681] ; [82.00436681 95.99563319],1
s7,1,8e-06,19.823442,[ 86 184] ; [90 79],[108.24601367 161.75398633] ; [ 67.75398633 101.24601367],1
u1,1,1.9e-05,18.281042,[ 33 250] ; [ 49 131],[ 50.12095032 232.87904968] ; [ 31.87904968 148.12095032],1
d5,1,4.2e-05,16.785141,[199  82] ; [157  23],[216.9978308  64.0021692] ; [139.0021692  40.9978308],1
a2,1,4.4e-05,16.685846,[ 49 234] ; [ 61 119],[ 67.23542117 215.76457883] ; [ 42.76457883 137.23542117],1
s8,1,6.5e-05,15.95517,[ 76 206] ; [81 99],[ 95.83116883 186.16883117] ; [ 61.16883117 118.83116883],1
r4,1,0.000124,14.732742,[208  75] ; [159  21],[224.32181425  58.67818575] ; [142.67818575  37.32181425],1
a5,1,0.000126,14.697622,[168 115] ; [138  42],[187.03671706  95.96328294] ; [118.96328294  61.03671706],1
r3,1,0.000221,13.644969,[238  41] ; [173   7],[249.82352941  29.17647059] ; [161.17647059  18.82352941],1
d1,1,0.0005,12.11428,[126 157] ; [110  70],[144.25053996 138.74946004] ; [91.74946004 88.25053996],1
p7,1,0.000665,11.583552,[ 93 185] ; [88 90],[110.34649123 167.65350877] ; [ 70.65350877 107.34649123],1
p9,1,0.000719,11.439673,[183  93] ; [144  34],[198.79295154  77.20704846] ; [128.20704846  49.79295154],1
a4,1,0.000807,11.225085,[111 171] ; [99 80],[128.45986985 153.54013015] ; [81.54013015 97.45986985],1
p10,1,0.000939,10.94454,[170 110] ; [134  43],[186.25820569  93.74179431] ; [117.74179431  59.25820569],1
d3,1,0.002512,9.131701,[160 120] ; [128  52],[175.30434783 104.69565217] ; [112.69565217  67.30434783],0
v4,1,0.003285,8.642279,[236  42] ; [169  11],[245.82969432  32.17030568] ; [159.17030568  20.82969432],0
n6,1,0.004025,8.272644,[198  81] ; [149  31],[210.92156863  68.07843137] ; [136.07843137  43.92156863],0
d2,1,0.004617,8.023621,[115 164] ; [98 81],[129.75327511 149.24672489] ; [83.24672489 95.75327511],0
