Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,100.503577,[231  38] ; [29 63],[193.73961219  75.26038781] ; [66.26038781 25.73961219],1
a5,1,1e-06,24.264472,[199  71] ; [42 50],[179.75138122  90.24861878] ; [61.24861878 30.75138122],1
a4,1,4e-06,21.269262,[126 143] ; [18 74],[107.30193906 161.69806094] ; [36.69806094 55.30193906],1
a2,1,4.8e-05,16.519544,[ 68 203] ; [ 5 87],[ 54.49862259 216.50137741] ; [18.50137741 73.49862259],1
s7,1,0.000159,14.268349,[131 127] ; [25 65],[115.65517241 142.34482759] ; [40.34482759 49.65517241],1
p3,1,0.000489,12.157476,[126 143] ; [24 68],[111.77285319 157.22714681] ; [38.22714681 53.77285319],1
p4,1,0.000505,12.096765,[149 118] ; [32 60],[134.61559889 132.38440111] ; [46.38440111 45.61559889],1
d2,1,0.00114,10.585806,[137 131] ; [29 63],[123.57777778 144.42222222] ; [42.42222222 49.57777778],0
d1,1,0.001446,10.146514,[158 113] ; [36 56],[144.83195592 126.16804408] ; [49.16804408 42.83195592],0
r1,1,0.002414,9.204844,[209  62] ; [56 36],[197.83746556  73.16253444] ; [67.16253444 24.83746556],0
u1,1,0.002626,9.050353,[ 50 221] ; [ 5 87],[ 41.06060606 229.93939394] ; [13.93939394 78.06060606],0
s3,1,0.003242,8.665902,[148 117] ; [35 57],[135.84033613 129.15966387] ; [47.15966387 44.84033613],0
s8,1,0.00424,8.178085,[109 160] ; [22 70],[ 97.61495845 171.38504155] ; [33.38504155 58.61495845],0
a3,1,0.004987,7.884099,[190  80] ; [50 42],[179.00552486  90.99447514] ; [60.99447514 31.00552486],0
v3,1,0.007734,7.093975,[ 84 183] ; [15 74],[ 74.25 192.75] ; [24.75 64.25],0
p10,1,0.009516,6.723281,[212  56] ; [59 31],[202.87150838  65.12849162] ; [68.12849162 21.87150838],0
d5,1,0.013608,6.088345,[216  55] ; [61 30],[207.36740331  63.63259669] ; [69.63259669 21.36740331],0
s4,1,0.013902,6.050573,[ 44 223] ; [26 66],[ 52.06128134 214.93871866] ; [17.93871866 74.06128134],0
r4,1,0.024819,5.036449,[238  33] ; [72 20],[231.43250689  39.56749311] ; [78.56749311 13.43250689],0
p6,1,0.031747,4.612092,[ 90 177] ; [20 72],[ 81.81058496 185.18941504] ; [28.18941504 63.81058496],0
d4,1,0.033167,4.537119,[216  53] ; [64 28],[208.64265928  60.35734072] ; [71.35734072 20.64265928],0
p9,1,0.0381,4.30056,[216  50] ; [63 26],[209.05352113  56.94647887] ; [69.94647887 19.05352113],0
s6,1,0.038294,4.291909,[170  94] ; [48 44],[161.66292135 102.33707865] ; [56.33707865 35.66292135],0
p1,1,0.044321,4.044283,[ 27 242] ; [ 3 88],[ 22.41666667 246.58333333] ; [ 7.58333333 83.41666667],0
a6,1,0.04514,4.013411,[181  89] ; [51 41],[173.03867403  96.96132597] ; [58.96132597 33.03867403],0
a8,1,0.052781,3.750849,[ 34 214] ; [ 5 80],[ 29.04504505 218.95495495] ; [ 9.95495495 75.04504505],0
b1,1,0.072757,3.219692,[111 160] ; [28 64],[103.77134986 167.22865014] ; [35.22865014 56.77134986],0
p11,1,0.083681,2.991924,[210  61] ; [63 29],[203.80991736  67.19008264] ; [69.19008264 22.80991736],0
p8,1,0.094333,2.798836,[128 138] ; [35 57],[121.11173184 144.88826816] ; [41.88826816 50.11173184],0
p5,1,0.098894,2.723293,[ 27 243] ; [ 4 87],[ 23.18559557 246.81440443] ; [ 7.81440443 83.18559557],0
n3,1,0.101265,2.685501,[52 16] ; [24 15],[48.29906542 19.70093458] ; [27.70093458 11.29906542],0
r2,1,0.10937,2.5633,[246  20] ; [80 12],[242.22346369  23.77653631] ; [83.77653631  8.22346369],0
s2,1,0.130743,2.283665,[128 141] ; [35 56],[121.79722222 147.20277778] ; [41.20277778 49.79722222],0
p12,1,0.130832,2.282606,[ 21 248] ; [ 3 89],[ 17.88365651 251.11634349] ; [ 6.11634349 85.88365651],0
v2,1,0.189106,1.724566,[112 150] ; [31 58],[106.74074074 155.25925926] ; [36.25925926 52.74074074],0
b3,1,0.189136,1.724335,[ 57 105] ; [10 31],[ 53.4679803 108.5320197] ; [13.5320197 27.4679803],0
b2,1,0.189136,1.724335,[ 57 105] ; [10 31],[ 53.4679803 108.5320197] ; [13.5320197 27.4679803],0
n1,1,0.234186,1.415254,[26 41] ; [11 29],[23.1682243 43.8317757] ; [13.8317757 26.1682243],0
p7,1,0.289915,1.120015,[153 113] ; [46 44],[148.69101124 117.30898876] ; [50.30898876 39.69101124],0
s1,1,0.391794,0.733366,[ 11 257] ; [ 2 90],[  9.67777778 258.32222222] ; [ 3.32222222 88.67777778],0
p2,1,0.408212,0.684001,[213  57] ; [68 23],[210.16620499  59.83379501] ; [70.83379501 20.16620499],0
