Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,84.090308,[ 43 111] ; [95 17],[79.89473684 74.10526316] ; [58.10526316 53.89473684],1
s7,1,0.0,64.64083,[ 27 121] ; [75 36],[58.28571429 89.71428571] ; [43.71428571 67.28571429],1
s6,1,0.0,40.618508,[60 93] ; [88 24],[85.4490566 67.5509434] ; [62.5509434 49.4490566],1
s8,1,0.0,35.507562,[ 31 123] ; [63 51],[54.01492537 99.98507463] ; [39.98507463 74.01492537],1
s5,1,8e-06,20.024003,[ 23 128] ; [44 67],[ 38.61450382 112.38549618] ; [28.38549618 82.61450382],1
p10,1,0.000262,13.323202,[97 55] ; [95 18],[110.12830189  41.87169811] ; [81.87169811 31.12830189],1
v2,1,0.000583,11.828501,[55 90] ; [64 43],[68.47222222 76.52777778] ; [50.52777778 56.47222222],1
r3,1,0.000753,11.35477,[123  30] ; [107   6],[132.29323308  20.70676692] ; [97.70676692 15.29323308],1
s1,1,0.001913,9.631366,[  1 151] ; [  9 103],[  5.75757576 146.24242424] ; [  4.24242424 107.75757576],0
r4,1,0.004403,8.109758,[114  41] ; [100  14],[123.30855019  31.69144981] ; [90.69144981 23.30855019],0
v1,1,0.006162,7.502411,[57 95] ; [60 50],[67.8778626 84.1221374] ; [49.1221374 60.8778626],0
s4,1,0.007741,7.09251,[ 14 140] ; [23 89],[ 21.42105263 132.57894737] ; [15.57894737 96.42105263],0
p6,1,0.00869,6.885381,[ 19 133] ; [28 84],[ 27.06060606 124.93939394] ; [19.93939394 92.06060606],0
v3,1,0.009783,6.674047,[ 44 109] ; [49 62],[53.89772727 99.10227273] ; [39.10227273 71.89772727],0
u3,1,0.010688,6.516446,[21 37] ; [20 11],[26.71910112 31.28089888] ; [14.28089888 16.71910112],0
p11,1,0.016253,5.775306,[100  55] ; [89 25],[108.90334572  46.09665428] ; [80.09665428 33.90334572],0
r1,1,0.020519,5.367181,[101  52] ; [90 24],[109.4494382  43.5505618] ; [81.5505618 32.4494382],0
p7,1,0.023722,5.114829,[62 88] ; [59 47],[70.8984375 79.1015625] ; [50.1015625 55.8984375],0
v4,1,0.023969,5.096894,[131  23] ; [107   7],[136.76119403  17.23880597] ; [101.23880597  12.76119403],0
r2,1,0.025518,4.988414,[135  19] ; [108   5],[140.15730337  13.84269663] ; [102.84269663  10.15730337],0
d4,1,0.025954,4.95905,[103  50] ; [90 23],[111.0112782  41.9887218] ; [81.9887218 31.0112782],0
p2,1,0.026512,4.922332,[95 59] ; [85 29],[103.43283582  50.56716418] ; [76.56716418 37.43283582],0
n6,1,0.03305,4.54319,[120  35] ; [99 14],[126.66044776  28.33955224] ; [92.33955224 20.66044776],0
p9,1,0.053151,3.739179,[106  42] ; [91 20],[112.57142857  35.42857143] ; [84.42857143 26.57142857],0
a6,1,0.068884,3.309426,[108  47] ; [66 46],[101.01123596  53.98876404] ; [72.98876404 39.01123596],0
a3,1,0.083151,3.002205,[97 56] ; [83 30],[103.53383459  49.46616541] ; [76.46616541 36.53383459],0
u1,1,0.085612,2.955008,[ 16 139] ; [20 94],[ 20.74349442 134.25650558] ; [15.25650558 98.74349442],0
a8,1,0.108161,2.580892,[ 20 125] ; [23 84],[ 24.74206349 120.25793651] ; [18.25793651 88.74206349],0
d1,1,0.165986,1.918826,[67 88] ; [59 55],[72.60223048 82.39776952] ; [53.39776952 60.60223048],0
n1,1,0.198709,1.651837,[26 30] ; [10 21],[23.17241379 32.82758621] ; [12.82758621 18.17241379],0
d5,1,0.20271,1.622739,[107  48] ; [86 27],[111.62313433  43.37686567] ; [81.37686567 31.62313433],0
p8,1,0.20627,1.597413,[ 43 107] ; [40 71],[ 47.70114943 102.29885057] ; [35.29885057 75.70114943],0
d2,1,0.213634,1.546629,[61 91] ; [54 59],[65.96226415 86.03773585] ; [49.03773585 63.96226415],0
a7,1,0.229254,1.445485,[93 61] ; [77 37],[97.68656716 56.31343284] ; [72.31343284 41.68656716],0
u2,1,0.238982,1.38659,[22 35] ; [16 15],[24.61363636 32.38636364] ; [13.38636364 17.61363636],0
p5,1,0.408037,0.684512,[  7 146] ; [  3 111],[  5.73033708 147.26966292] ; [  4.26966292 109.73033708],0
n4,1,0.49365,0.46856,[127  28] ; [97 17],[129.07063197  25.92936803] ; [94.92936803 19.07063197],0
b1,1,0.525705,0.402686,[62 93] ; [50 64],[64.53531599 90.46468401] ; [47.46468401 66.53531599],0
a1,1,0.541351,0.373041,[ 11 144] ; [  6 108],[  9.79553903 145.20446097] ; [  7.20446097 106.79553903],0
p3,1,0.57041,0.321997,[ 32 122] ; [27 87],[ 33.90298507 120.09701493] ; [25.09701493 88.90298507],0
b5,1,0.571208,0.320666,[94 61] ; [73 41],[96.2267658 58.7732342] ; [70.7732342 43.2267658],0
