Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.002304,9.290413,[15 20] ; [35 11],[21.60493827 13.39506173] ; [28.39506173 17.60493827],0
s7,1,0.00508,7.850869,[18 16] ; [37  8],[23.67088608 10.32911392] ; [31.32911392 13.67088608],0
s2,1,0.009029,6.817154,[19 15] ; [38  8],[24.225  9.775] ; [32.775 13.225],0
b2,1,0.015776,5.82765,[ 1 19] ; [ 9 17],[ 4.34782609 15.65217391] ; [ 5.65217391 20.34782609],0
b3,1,0.015776,5.82765,[ 1 19] ; [ 9 17],[ 4.34782609 15.65217391] ; [ 5.65217391 20.34782609],0
s3,1,0.023441,5.135553,[21 14] ; [38  8],[25.49382716  9.50617284] ; [33.50617284 12.49382716],0
p1,1,0.064741,3.411556,[ 1 34] ; [ 7 39],[ 3.45679012 31.54320988] ; [ 4.54320988 41.45679012],0
p5,1,0.071458,3.249213,[ 2 33] ; [ 9 37],[ 4.75308642 30.24691358] ; [ 6.24691358 39.75308642],0
d4,1,0.082068,3.023471,[25 10] ; [40  6],[28.08641975  6.91358025] ; [36.91358025  9.08641975],0
d2,1,0.083786,2.989885,[13 22] ; [26 20],[16.85185185 18.14814815] ; [22.14814815 23.85185185],0
s6,1,0.092488,2.830535,[25  6] ; [42  3],[27.32894737  3.67105263] ; [39.67105263  5.32894737],0
a3,1,0.132645,2.261268,[17 18] ; [30 16],[20.30864198 14.69135802] ; [26.69135802 19.30864198],0
u3,1,0.134328,2.241758,[9 9] ; [12  4],[11.11764706  6.88235294] ; [9.88235294 6.11764706],0
n5,1,0.145874,2.114873,[26  9] ; [40  6],[28.51851852  6.48148148] ; [37.48148148  8.51851852],0
v3,1,0.20025,1.640549,[ 8 26] ; [17 29],[10.625 23.375] ; [14.375 31.625],0
b1,1,0.221254,1.49622,[12 23] ; [22 24],[14.69135802 20.30864198] ; [19.30864198 26.69135802],0
u1,1,0.224089,1.477993,[ 4 31] ; [10 36],[ 6.04938272 28.95061728] ; [ 7.95061728 38.04938272],0
r2,1,0.245967,1.346066,[30  5] ; [43  3],[31.54320988  3.45679012] ; [41.45679012  4.54320988],0
p11,1,0.247216,1.338969,[27  8] ; [40  6],[28.95061728  6.04938272] ; [38.04938272  7.95061728],0
b4,1,0.248678,1.330714,[22 13] ; [23 23],[19.44444444 15.55555556] ; [25.55555556 20.44444444],0
p9,1,0.252281,1.310625,[29  6] ; [42  4],[30.67901235  4.32098765] ; [40.32098765  5.67901235],0
p12,1,0.273416,1.199528,[ 2 33] ; [ 6 40],[ 3.45679012 31.54320988] ; [ 4.54320988 41.45679012],0
n4,1,0.305091,1.051807,[23 12] ; [35 11],[25.0617284  9.9382716] ; [32.9382716 13.0617284],0
s5,1,0.344653,0.893046,[15 16] ; [25 17],[16.98630137 14.01369863] ; [23.01369863 18.98630137],0
d3,1,0.393058,0.729462,[28  7] ; [33 13],[26.35802469  8.64197531] ; [34.64197531 11.35802469],0
a6,1,0.401842,0.702808,[23 12] ; [26 20],[21.17283951 13.82716049] ; [27.82716049 18.17283951],0
v1,1,0.402109,0.702011,[16 18] ; [26 20],[17.85 16.15] ; [24.15 21.85],0
v4,1,0.403274,0.698543,[33  2] ; [45  1],[33.7037037  1.2962963] ; [44.2962963  1.7037037],0
r3,1,0.41362,0.668372,[31  3] ; [44  2],[31.875  2.125] ; [43.125  2.875],0
r4,1,0.414269,0.666517,[29  6] ; [41  5],[30.24691358  4.75308642] ; [39.75308642  6.24691358],0
p10,1,0.436239,0.606155,[31  4] ; [43  3],[31.97530864  3.02469136] ; [42.02469136  3.97530864],0
p4,1,0.458566,0.549393,[29  6] ; [35 11],[27.65432099  7.34567901] ; [36.34567901  9.65432099],0
p7,1,0.47036,0.52113,[30  5] ; [40  4],[31.01265823  3.98734177] ; [38.98734177  5.01265823],0
p6,1,0.491864,0.472446,[21 14] ; [31 15],[22.4691358 12.5308642] ; [29.5308642 16.4691358],0
u2,1,0.491967,0.472222,[ 8 10] ; [9 7],[9. 9.] ; [8. 8.],0
b5,1,0.648502,0.207794,[18 17] ; [26 20],[19.01234568 15.98765432] ; [24.98765432 21.01234568],0
n3,1,0.681777,0.168132,[5 2] ; [8 2],[5.35294118 1.64705882] ; [7.64705882 2.35294118],0
p3,1,0.696793,0.15183,[25 10] ; [31 15],[24.19753086 10.80246914] ; [31.80246914 14.19753086],0
p2,1,0.727142,0.121752,[32  3] ; [43  3],[32.40740741  2.59259259] ; [42.59259259  3.40740741],0
d5,1,0.780997,0.077295,[29  6] ; [37  9],[28.51851852  6.48148148] ; [37.48148148  8.51851852],0
a7,1,0.826269,0.048175,[22 13] ; [30 16],[22.4691358 12.5308642] ; [29.5308642 16.4691358],0
v2,1,0.861554,0.030414,[15 20] ; [18 26],[14.62025316 20.37974684] ; [18.37974684 25.62025316],0
n6,1,0.864251,0.029229,[30  4] ; [40  6],[29.75  4.25] ; [40.25  5.75],0
a5,1,0.873981,0.025155,[23 12] ; [31 15],[23.33333333 11.66666667] ; [30.66666667 15.33333333],0
