Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.528064,[33  8] ; [12 30],[22.22891566 18.77108434] ; [22.77108434 19.22891566],1
s2,1,5.6e-05,16.217655,[36  6] ; [21 26],[26.8988764 15.1011236] ; [30.1011236 16.8988764],1
s6,1,0.001004,10.820969,[36  5] ; [25 20],[29.08139535 11.91860465] ; [31.91860465 13.08139535],0
b3,1,0.020396,5.377657,[ 8 22] ; [ 1 25],[ 4.82142857 25.17857143] ; [ 4.17857143 21.82142857],0
b2,1,0.020396,5.377657,[ 8 22] ; [ 1 25],[ 4.82142857 25.17857143] ; [ 4.17857143 21.82142857],0
p10,1,0.026355,4.932579,[35  6] ; [29 16],[30.51162791 10.48837209] ; [33.48837209 11.51162791],0
p9,1,0.038475,4.283904,[35  7] ; [30 17],[30.6741573 11.3258427] ; [34.3258427 12.6741573],0
s5,1,0.042715,4.106642,[15 26] ; [ 8 38],[10.83908046 30.16091954] ; [12.16091954 33.83908046],0
n1,1,0.056745,3.630051,[6 5] ; [ 2 10],[3.82608696 7.17391304] ; [4.17391304 7.82608696],0
a8,1,0.064974,3.405634,[ 8 30] ; [ 3 40],[ 5.16049383 32.83950617] ; [ 5.83950617 37.16049383],0
d2,1,0.069997,3.283086,[13 29] ; [ 7 40],[ 9.43820225 32.56179775] ; [10.56179775 36.43820225],0
r2,1,0.074112,3.189511,[40  1] ; [41  6],[37.73863636  3.26136364] ; [43.26136364  3.73863636],0
r4,1,0.09782,2.740738,[39  3] ; [38  9],[36.33707865  5.66292135] ; [40.66292135  6.33707865],0
a3,1,0.115138,2.482244,[24 18] ; [19 28],[20.29213483 21.70786517] ; [22.70786517 24.29213483],0
a4,1,0.128324,2.312663,[12 30] ; [ 7 39],[ 9.06818182 32.93181818] ; [ 9.93181818 36.06818182],0
a5,1,0.153768,2.034465,[26 16] ; [22 25],[22.65168539 19.34831461] ; [25.34831461 21.65168539],0
n4,1,0.174729,1.841896,[28 13] ; [38  9],[30.75 10.25] ; [35.25 11.75],0
p7,1,0.184001,1.76501,[30 12] ; [26 19],[27.03448276 14.96551724] ; [28.96551724 16.03448276],0
p6,1,0.200725,1.637089,[14 28] ; [10 37],[11.3258427 30.6741573] ; [12.6741573 34.3258427],0
v1,1,0.21416,1.54308,[21 19] ; [18 28],[18.13953488 21.86046512] ; [20.86046512 25.13953488],0
d3,1,0.22376,1.480094,[11 31] ; [18 29],[13.68539326 28.31460674] ; [15.31460674 31.68539326],0
p4,1,0.230311,1.438942,[25 17] ; [22 25],[22.17977528 19.82022472] ; [24.82022472 22.17977528],0
n6,1,0.238379,1.390155,[37  5] ; [37 10],[34.92134831  7.07865169] ; [39.07865169  7.92134831],0
p5,1,0.243588,1.359707,[ 6 36] ; [ 3 42],[ 4.34482759 37.65517241] ; [ 4.65517241 40.34482759],0
d1,1,0.254273,1.299674,[ 3 39] ; [ 1 46],[ 1.88764045 40.11235955] ; [ 2.11235955 44.88764045],0
a2,1,0.254273,1.299674,[ 3 39] ; [ 1 46],[ 1.88764045 40.11235955] ; [ 2.11235955 44.88764045],0
b4,1,0.258649,1.275974,[20 22] ; [28 19],[22.65168539 19.34831461] ; [25.34831461 21.65168539],0
v2,1,0.264061,1.247341,[19 21] ; [16 29],[16.47058824 23.52941176] ; [18.52941176 26.47058824],0
u3,1,0.279617,1.168949,[10  8] ; [11 17],[8.2173913 9.7826087] ; [12.7826087 15.2173913],0
p1,1,0.280177,1.166232,[ 8 34] ; [ 5 41],[ 6.20454545 35.79545455] ; [ 6.79545455 39.20454545],0
b1,1,0.280409,1.165106,[19 23] ; [16 31],[16.51685393 25.48314607] ; [18.48314607 28.51685393],0
v4,1,0.291054,1.114738,[39  2] ; [40  5],[37.6627907  3.3372093] ; [41.3372093  3.6627907],0
r3,1,0.303916,1.056932,[40  2] ; [42  5],[38.69662921  3.30337079] ; [43.30337079  3.69662921],0
a6,1,0.317138,1.000715,[25 17] ; [23 24],[22.65168539 19.34831461] ; [25.34831461 21.65168539],0
d5,1,0.353849,0.859605,[22 20] ; [20 27],[19.82022472 22.17977528] ; [22.17977528 24.82022472],0
