Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.251298,[34 60] ; [26  5],[45.12 48.88] ; [14.88 16.12],1
s2,1,0.000107,15.004082,[27 67] ; [21 10],[36.096 57.904] ; [11.904 19.096],1
p10,1,0.000759,11.338128,[29 62] ; [20 10],[36.85123967 54.14876033] ; [12.14876033 17.85123967],1
s8,1,0.001961,9.585927,[21 73] ; [16 15],[27.824 66.176] ; [ 9.176 21.824],0
d3,1,0.004427,8.099807,[52 42] ; [26  5],[58.656 35.344] ; [19.344 11.656],0
d5,1,0.004846,7.935885,[64 30] ; [29  2],[69.936 24.064] ; [23.064  7.936],0
d4,1,0.004846,7.935885,[64 30] ; [29  2],[69.936 24.064] ; [23.064  7.936],0
r4,1,0.01193,6.321225,[52 42] ; [25  6],[57.904 36.096] ; [19.096 11.904],0
s4,1,0.013462,6.107412,[12 82] ; [10 21],[16.544 77.456] ; [ 5.456 25.544],0
a7,1,0.017556,5.639887,[57 37] ; [26  5],[62.416 31.584] ; [20.584 10.416],0
s7,1,0.020288,5.386927,[28 58] ; [16 12],[33.19298246 52.80701754] ; [10.80701754 17.19298246],0
p4,1,0.023536,5.128516,[26 68] ; [15 15],[31.08064516 62.91935484] ; [ 9.91935484 20.08064516],0
r2,1,0.024103,5.087179,[74 19] ; [30  1],[78. 15.] ; [26.  5.],0
p9,1,0.03043,4.684811,[39 50] ; [20 10],[44.12605042 44.87394958] ; [14.87394958 15.12605042],0
p2,1,0.033792,4.505218,[40 54] ; [20 11],[45.12 48.88] ; [14.88 16.12],0
b5,1,0.052866,3.748139,[48 46] ; [22  9],[52.64 41.36] ; [17.36 13.64],0
n6,1,0.057107,3.619459,[51 42] ; [23  8],[55.5 37.5] ; [18.5 12.5],0
n2,1,0.057811,3.599093,[24 24] ; [11  3],[27.09677419 20.90322581] ; [7.90322581 6.09677419],0
