Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002116,9.446205,[10 18] ; [55 25],[16.85185185 11.14814815] ; [48.14814815 31.85185185],0
n4,1,0.00317,8.706893,[12 17] ; [57 22],[18.52777778 10.47222222] ; [50.47222222 28.52777778],0
s6,1,0.011648,6.363636,[20  8] ; [70  7],[24.  4.] ; [66. 11.],0
s8,1,0.013202,6.141857,[10 19] ; [49 31],[15.69724771 13.30275229] ; [43.30275229 36.69724771],0
p4,1,0.024249,5.076768,[11 17] ; [51 29],[16.07407407 11.92592593] ; [45.92592593 34.07407407],0
d2,1,0.058108,3.590572,[11 17] ; [48 32],[15.2962963 12.7037037] ; [43.7037037 36.2962963],0
r4,1,0.05831,3.584818,[22  7] ; [72  8],[25.00917431  3.99082569] ; [68.99082569 11.00917431],0
s5,1,0.0656,3.389833,[ 7 17] ; [38 37],[10.90909091 13.09090909] ; [34.09090909 40.90909091],0
u1,1,0.076586,3.135892,[ 3 26] ; [21 59],[ 6.3853211 22.6146789] ; [17.6146789 62.3853211],0
p2,1,0.084546,2.97527,[17 11] ; [62 18],[20.48148148  7.51851852] ; [58.51851852 21.48148148],0
u3,1,0.096108,2.76897,[9 2] ; [12 11],[6.79411765 4.20588235] ; [14.20588235  8.79411765],0
b3,1,0.103373,2.652716,[ 1 10] ; [14 27],[3.17307692 7.82692308] ; [11.82692308 29.17307692],0
b2,1,0.103373,2.652716,[ 1 10] ; [14 27],[3.17307692 7.82692308] ; [11.82692308 29.17307692],0
b5,1,0.131027,2.280298,[15 14] ; [54 26],[18.35779817 10.64220183] ; [50.64220183 29.35779817],0
a5,1,0.148558,2.086994,[16 13] ; [56 24],[19.1559633  9.8440367] ; [52.8440367 27.1559633],0
p10,1,0.153289,2.039216,[14 12] ; [54 24],[17.  9.] ; [51. 27.],0
b4,1,0.158533,1.988167,[13 16] ; [48 32],[16.2293578 12.7706422] ; [44.7706422 35.2293578],0
