Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000768,11.316614,[5 6] ; [27  2],[8.8 2.2] ; [23.2  5.8],1
p10,1,0.0602,3.53187,[4 7] ; [20  9],[6.6 4.4] ; [17.4 11.6],0
a5,1,0.066746,3.361287,[5 6] ; [22  7],[7.425 3.575] ; [19.575  9.425],0
s8,1,0.096387,2.764336,[ 1 10] ; [10 18],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
n4,1,0.117286,2.453199,[6 5] ; [23  6],[7.975 3.025] ; [21.025  7.975],0
p9,1,0.142317,2.152727,[4 6] ; [18  9],[5.94594595 4.05405405] ; [16.05405405 10.94594595],0
r1,1,0.144523,2.129128,[4 7] ; [18 11],[6.05 4.95] ; [15.95 13.05],0
s3,1,0.22842,1.450676,[2 9] ; [10 16],[3.56756757 7.43243243] ; [ 8.43243243 17.56756757],0
a7,1,0.230204,1.439601,[3 8] ; [14 15],[4.675 6.325] ; [12.325 16.675],0
s6,1,0.242696,1.364867,[4 7] ; [16 12],[5.64102564 5.35897436] ; [14.35897436 13.64102564],0
p2,1,0.281984,1.157503,[5 6] ; [18 10],[6.48717949 4.51282051] ; [16.51282051 11.48717949],0
p11,1,0.28809,1.128527,[4 7] ; [16 13],[5.5 5.5] ; [14.5 14.5],0
p12,1,0.28809,1.128527,[2 9] ; [ 2 27],[1.1 9.9] ; [ 2.9 26.1],0
a6,1,0.28809,1.128527,[7 4] ; [13 16],[5.5 5.5] ; [14.5 14.5],0
b1,1,0.311564,1.024033,[8 3] ; [16 13],[6.6 4.4] ; [17.4 11.6],0
d4,1,0.311564,1.024033,[8 3] ; [16 13],[6.6 4.4] ; [17.4 11.6],0
s5,1,0.315117,1.009106,[2 9] ; [10 19],[3.3 7.7] ; [ 8.7 20.3],0
p1,1,0.316422,1.003678,[3 8] ; [ 4 25],[1.925 9.075] ; [ 5.075 23.925],0
d5,1,0.342558,0.900833,[5 6] ; [18 11],[6.325 4.675] ; [16.675 12.325],0
d3,1,0.385039,0.754551,[7 4] ; [14 15],[5.775 5.225] ; [15.225 13.775],0
n2,1,0.438578,0.6,[2 2] ; [14  6],[2.66666667 1.33333333] ; [13.33333333  6.66666667],0
p8,1,0.442068,0.590909,[4 7] ; [14 14],[5.07692308 5.92307692] ; [12.92307692 15.07692308],0
v3,1,0.50371,0.447112,[2 9] ; [ 8 20],[2.82051282 8.17948718] ; [ 7.17948718 20.82051282],0
u2,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
u3,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
a4,1,0.519949,0.413994,[4 7] ; [ 7 20],[3.18421053 7.81578947] ; [ 7.81578947 19.18421053],0
b4,1,0.522166,0.409613,[6 5] ; [19 10],[6.875 4.125] ; [18.125 10.875],0
a3,1,0.573683,0.316558,[6 5] ; [18 10],[6.76923077 4.23076923] ; [17.23076923 10.76923077],0
b2,1,0.588809,0.292208,[3 5] ; [ 6 16],[2.4 5.6] ; [ 6.6 15.4],0
b3,1,0.588809,0.292208,[3 5] ; [ 6 16],[2.4 5.6] ; [ 6.6 15.4],0
s7,1,0.601297,0.273044,[3 7] ; [11 17],[3.68421053 6.31578947] ; [10.31578947 17.68421053],0
p6,1,0.635672,0.224447,[2 8] ; [ 8 21],[2.56410256 7.43589744] ; [ 7.43589744 21.56410256],0
s4,1,0.656178,0.1982,[3 8] ; [ 6 23],[2.475 8.525] ; [ 6.525 22.475],0
v1,1,0.663766,0.188981,[3 8] ; [10 19],[3.575 7.425] ; [ 9.425 19.575],0
d2,1,0.710644,0.137634,[4 7] ; [12 16],[4.51282051 6.48717949] ; [11.48717949 16.51282051],0
p4,1,0.723259,0.125392,[6 5] ; [14 15],[5.5 5.5] ; [14.5 14.5],0
p3,1,0.724507,0.124215,[5 6] ; [11 17],[4.51282051 6.48717949] ; [11.48717949 16.51282051],0
n5,1,0.72852,0.120475,[9 2] ; [25  4],[9.35 1.65] ; [24.65  4.35],0
p5,1,0.761537,0.09209,[2 9] ; [ 4 24],[1.69230769 9.30769231] ; [ 4.30769231 23.69230769],0
b5,1,0.772484,0.083595,[7 4] ; [17 12],[6.6 4.4] ; [17.4 11.6],0
a2,1,0.813997,0.055353,[ 1 10] ; [ 2 27],[ 0.825 10.175] ; [ 2.175 26.825],0
u1,1,0.813997,0.055353,[ 1 10] ; [ 2 27],[ 0.825 10.175] ; [ 2.175 26.825],0
a1,1,0.813997,0.055353,[ 1 10] ; [ 2 27],[ 0.825 10.175] ; [ 2.175 26.825],0
p7,1,0.865961,0.02849,[4 7] ; [11 17],[4.23076923 6.76923077] ; [10.76923077 17.23076923],0
s1,1,0.906039,0.013932,[ 1 10] ; [ 3 26],[1.1 9.9] ; [ 2.9 26.1],0
d1,1,0.927151,0.008359,[4 7] ; [11 18],[4.125 6.875] ; [10.875 18.125],0
s2,1,0.927151,0.008359,[4 7] ; [11 18],[4.125 6.875] ; [10.875 18.125],0
v2,1,0.935359,0.006578,[3 8] ; [ 8 20],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
