Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,135.650523,[201  74] ; [103 277],[127.63358779 147.36641221] ; [176.36641221 203.63358779],1
s2,1,0.0,100.961589,[205  78] ; [132 264],[140.45802651 142.54197349] ; [196.54197349 199.45802651],1
s6,1,0.0,69.449414,[235  48] ; [204 188],[184.05481481  98.94518519] ; [254.94518519 137.05481481],1
s3,1,0.0,67.549167,[210  71] ; [168 224],[157.82763744 123.17236256] ; [220.17236256 171.82763744],1
s5,1,0.0,25.48246,[112 162] ; [ 89 304],[ 82.56971514 191.43028486] ; [118.43028486 274.56971514],1
d1,1,4e-06,21.426967,[193  94] ; [197 201],[163.40145985 123.59854015] ; [226.59854015 171.40145985],1
d2,1,5e-06,20.840848,[163 124] ; [155 241],[133.62518302 153.37481698] ; [184.37481698 211.62518302],1
p6,1,8e-06,19.845125,[129 156] ; [112 279],[101.60502959 183.39497041] ; [139.39497041 251.60502959],1
v3,1,1.6e-05,18.639192,[127 151] ; [114 274],[100.5975976 177.4024024] ; [140.4024024 247.5975976],1
a3,1,3.8e-05,16.987831,[224  62] ; [252 144],[199.61290323  86.38709677] ; [276.38709677 119.61290323],1
u1,1,3.9e-05,16.902248,[ 69 218] ; [ 48 350],[ 49.02043796 237.97956204] ; [ 67.97956204 330.02043796],1
p3,1,7.7e-05,15.628592,[161 126] ; [162 235],[135.52777778 151.47222222] ; [187.47222222 209.52777778],1
b2,1,0.000134,14.589242,[ 82 103] ; [ 54 154],[ 64.02035623 120.97964377] ; [ 71.97964377 136.02035623],1
b3,1,0.000134,14.589242,[ 82 103] ; [ 54 154],[ 64.02035623 120.97964377] ; [ 71.97964377 136.02035623],1
p10,1,0.000185,13.972625,[249  34] ; [302  92],[230.32939439  52.67060561] ; [320.67060561  73.32939439],1
a5,1,0.000283,13.182898,[228  59] ; [266 132],[206.97518248  80.02481752] ; [287.02481752 110.97518248],1
p9,1,0.000441,12.350808,[258  26] ; [318  74],[241.98816568  42.01183432] ; [334.01183432  57.98816568],1
p4,1,0.000827,11.17999,[191  95] ; [214 182],[169.83870968 116.16129032] ; [235.16129032 160.83870968],1
v1,1,0.001413,10.188677,[167 111] ; [186 205],[146.68759342 131.31240658] ; [206.31240658 184.68759342],0
p7,1,0.001536,10.034454,[204  75] ; [240 151],[184.88955224  94.11044776] ; [259.11044776 131.88955224],0
p8,1,0.002378,9.232509,[169 113] ; [188 203],[149.58989599 132.41010401] ; [207.41010401 183.58989599],0
u3,1,0.004117,8.2313,[44 19] ; [69 74],[34.55825243 28.44174757] ; [78.44174757 64.55825243],0
