Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,63.423736,[195  33] ; [180 158],[151.06007067  76.93992933] ; [223.93992933 114.06007067],1
p4,1,0.0,60.715206,[194  38] ; [180 166],[150.11764706  81.88235294] ; [223.88235294 122.11764706],1
p8,1,0.0,51.008855,[166  65] ; [143 201],[124.1373913 106.8626087] ; [184.8626087 159.1373913],1
p3,1,0.0,30.277397,[155  77] ; [151 196],[122.61139896 109.38860104] ; [183.38860104 163.61139896],1
p5,1,1e-06,24.66825,[ 51 182] ; [ 26 318],[ 31.09358752 201.90641248] ; [ 45.90641248 298.09358752],1
s7,1,0.0001,15.131528,[158  65] ; [183 153],[136.03398927  86.96601073] ; [204.96601073 131.03398927],1
p1,1,0.000178,14.050766,[ 33 199] ; [ 18 328],[ 20.47058824 211.52941176] ; [ 30.52941176 315.47058824],1
s5,1,0.000428,12.406497,[118 106] ; [128 212],[ 97.70212766 126.29787234] ; [148.29787234 191.70212766],1
s8,1,0.00044,12.355107,[151  81] ; [174 172],[130.44982699 101.55017301] ; [194.55017301 151.44982699],1
n4,1,0.001021,10.788359,[199  34] ; [256  90],[183.10017271  49.89982729] ; [271.89982729  74.10017271],0
s2,1,0.001782,9.761076,[171  61] ; [211 134],[153.59445407  78.40554593] ; [228.40554593 116.59445407],0
d1,1,0.004791,7.956534,[159  74] ; [197 151],[142.767642  90.232358] ; [213.232358 134.767642],0
v1,1,0.006073,7.528442,[146  83] ; [174 160],[130.1598579  98.8401421] ; [189.8401421 144.1598579],0
p10,1,0.006145,7.507333,[205  25] ; [278  67],[193.2  36.8] ; [289.8  55.2],0
a1,1,0.007907,7.054387,[ 21 212] ; [ 13 335],[ 13.63511188 219.36488812] ; [ 20.36488812 327.63511188],0
p9,1,0.008034,7.025862,[214  18] ; [292  52],[203.80555556  28.19444444] ; [302.19444444  41.80555556],0
d4,1,0.009853,6.661226,[205  26] ; [280  67],[193.83217993  37.16782007] ; [291.16782007  55.83217993],0
a4,1,0.010433,6.559485,[121 111] ; [143 203],[105.96539792 126.03460208] ; [158.03460208 187.96539792],0
p12,1,0.012252,6.274038,[ 33 199] ; [ 27 321],[ 24. 208.] ; [ 36. 312.],0
n6,1,0.015365,5.874182,[209  21] ; [291  56],[199.3067591  30.6932409] ; [300.6932409  46.3067591],0
n5,1,0.01591,5.812795,[192  39] ; [259  88],[180.24394464  50.75605536] ; [270.75605536  76.24394464],0
b3,1,0.021656,5.273203,[65 84] ; [ 65 140],[54.71751412 94.28248588] ; [ 75.28248588 129.71751412],0
b2,1,0.021656,5.273203,[65 84] ; [ 65 140],[54.71751412 94.28248588] ; [ 75.28248588 129.71751412],0
p11,1,0.030548,4.678191,[193  40] ; [262  86],[182.46987952  50.53012048] ; [272.53012048  75.46987952],0
