Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.000148,14.399476,[ 2 42] ; [6 7],[ 6.1754386 37.8245614] ; [ 1.8245614 11.1754386],1
p11,1,0.002239,9.342538,[20 25] ; [12  1],[24.82758621 20.17241379] ; [7.17241379 5.82758621],0
p10,1,0.003804,8.375159,[14 30] ; [10  3],[18.52631579 25.47368421] ; [5.47368421 7.52631579],0
p9,1,0.006864,7.308197,[18 25] ; [11  2],[22.26785714 20.73214286] ; [6.73214286 6.26785714],0
p7,1,0.008248,6.97878,[16 29] ; [10  3],[20.17241379 24.82758621] ; [5.82758621 7.17241379],0
v3,1,0.018786,5.52131,[ 3 42] ; [4 9],[ 5.43103448 39.56896552] ; [ 1.56896552 11.43103448],0
p4,1,0.020625,5.35822,[15 30] ; [9 4],[18.62068966 26.37931034] ; [5.37931034 7.62068966],0
p3,1,0.031178,4.64312,[10 34] ; [7 6],[13.12280702 30.87719298] ; [3.87719298 9.12280702],0
p8,1,0.031178,4.64312,[10 34] ; [7 6],[13.12280702 30.87719298] ; [3.87719298 9.12280702],0
s5,1,0.043885,4.060991,[ 4 41] ; [4 9],[ 6.20689655 38.79310345] ; [ 1.79310345 11.20689655],0
n5,1,0.057164,3.617802,[25 20] ; [11  2],[27.93103448 17.06896552] ; [8.06896552 4.93103448],0
n6,1,0.085658,2.954135,[22 22] ; [10  3],[24.70175439 19.29824561] ; [7.29824561 5.70175439],0
r1,1,0.089035,2.891738,[10 35] ; [6 7],[12.4137931 32.5862069] ; [3.5862069 9.4137931],0
p6,1,0.09963,2.711461,[ 5 38] ; [4 9],[ 6.91071429 36.08928571] ; [ 2.08928571 10.91071429],0
u2,1,0.118648,2.435079,[10 14] ; [4 1],[11.5862069 12.4137931] ; [2.4137931 2.5862069],0
a8,1,0.159251,1.981329,[ 4 38] ; [3 9],[ 5.44444444 36.55555556] ; [ 1.55555556 10.44444444],0
u3,1,0.241306,1.372947,[ 4 20] ; [2 3],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
s6,1,0.242692,1.364887,[13 32] ; [6 7],[14.74137931 30.25862069] ; [4.25862069 8.74137931],0
v2,1,0.243958,1.357576,[14 30] ; [6 6],[15.71428571 28.28571429] ; [4.28571429 7.71428571],0
d5,1,0.247221,1.338938,[23 22] ; [9 4],[24.82758621 20.17241379] ; [7.17241379 5.82758621],0
a6,1,0.277295,1.180301,[20 25] ; [8 5],[21.72413793 23.27586207] ; [6.27586207 6.72413793],0
s4,1,0.300772,1.070769,[ 9 36] ; [ 1 12],[ 7.75862069 37.24137931] ; [ 2.24137931 10.75862069],0
p2,1,0.30796,1.039403,[24 21] ; [9 4],[25.60344828 19.39655172] ; [7.39655172 5.60344828],0
a3,1,0.381486,0.765909,[21 23] ; [8 5],[22.38596491 21.61403509] ; [6.61403509 6.38596491],0
b1,1,0.396883,0.717751,[30 15] ; [7 6],[28.70689655 16.29310345] ; [8.29310345 4.70689655],0
d2,1,0.410541,0.677232,[12 33] ; [5 8],[13.18965517 31.81034483] ; [3.81034483 9.18965517],0
b2,1,0.510835,0.432357,[ 8 23] ; [2 3],[ 8.61111111 22.38888889] ; [1.38888889 3.61111111],0
b3,1,0.510835,0.432357,[ 8 23] ; [2 3],[ 8.61111111 22.38888889] ; [1.38888889 3.61111111],0
s7,1,0.514695,0.424511,[ 7 34] ; [ 1 10],[ 6.30769231 34.69230769] ; [1.69230769 9.30769231],0
d3,1,0.54944,0.358321,[20 25] ; [7 6],[20.94827586 24.05172414] ; [6.05172414 6.94827586],0
b4,1,0.54944,0.358321,[25 20] ; [6 7],[24.05172414 20.94827586] ; [6.94827586 6.05172414],0
b5,1,0.600292,0.274556,[24 21] ; [8 5],[24.82758621 20.17241379] ; [7.17241379 5.82758621],0
n4,1,0.648178,0.208205,[24 21] ; [6 7],[23.27586207 21.72413793] ; [6.72413793 6.27586207],0
a7,1,0.648178,0.208205,[21 24] ; [7 6],[21.72413793 23.27586207] ; [6.27586207 6.72413793],0
a1,1,0.721448,0.127109,[ 5 40] ; [ 1 12],[ 4.65517241 40.34482759] ; [ 1.34482759 11.65517241],0
d1,1,0.770657,0.084982,[12 33] ; [4 9],[12.4137931 32.5862069] ; [3.5862069 9.4137931],0
d4,1,0.847717,0.036876,[29 16] ; [8 5],[28.70689655 16.29310345] ; [8.29310345 4.70689655],0
s3,1,0.887455,0.020029,[11 33] ; [ 3 10],[10.80701754 33.19298246] ; [3.19298246 9.80701754],0
p1,1,0.892297,0.018333,[ 4 41] ; [ 1 12],[ 3.87931034 41.12068966] ; [ 1.12068966 11.87931034],0
a4,1,0.895622,0.017212,[13 32] ; [4 9],[13.18965517 31.81034483] ; [3.81034483 9.18965517],0
p12,1,0.897716,0.016524,[ 3 42] ; [ 1 12],[ 3.10344828 41.89655172] ; [ 0.89655172 12.10344828],0
s2,1,0.948101,0.004237,[10 35] ; [ 3 10],[10.0862069 34.9137931] ; [ 2.9137931 10.0862069],0
n3,1,0.948644,0.004149,[11 10] ; [1 1],[10.95652174 10.04347826] ; [1.04347826 0.95652174],0
n2,1,0.948644,0.004149,[11 10] ; [1 1],[10.95652174 10.04347826] ; [1.04347826 0.95652174],0
a5,1,0.973953,0.001066,[21 24] ; [6 7],[20.94827586 24.05172414] ; [6.05172414 6.94827586],0
v1,1,0.981276,0.000551,[14 31] ; [4 9],[13.96551724 31.03448276] ; [4.03448276 8.96551724],0
