Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,5e-06,20.894257,[13 50] ; [54 40],[26.88535032 36.11464968] ; [40.11464968 53.88535032],1
r3,1,0.000613,11.736296,[56 10] ; [91  1],[61.40506329  4.59493671] ; [85.59493671  6.40506329],1
r1,1,0.001611,9.947421,[47 18] ; [84  8],[54.23566879 10.76433121] ; [76.76433121 15.23566879],0
a5,1,0.00168,9.869911,[42 24] ; [80 14],[50.325 15.675] ; [71.675 22.325],0
d5,1,0.003349,8.607077,[47 19] ; [84 10],[54.0375 11.9625] ; [76.9625 17.0375],0
v1,1,0.00733,7.190193,[25 39] ; [56 36],[33.23076923 30.76923077] ; [47.76923077 44.23076923],0
d1,1,0.007425,7.167271,[31 35] ; [64 30],[39.1875 26.8125] ; [55.8125 38.1875],0
p11,1,0.009129,6.79741,[42 24] ; [77 17],[49.0875 16.9125] ; [69.9125 24.0875],0
p7,1,0.017659,5.629618,[29 34] ; [60 32],[36.17419355 26.82580645] ; [52.82580645 39.17419355],0
p8,1,0.052243,3.767979,[22 43] ; [45 46],[27.91666667 37.08333333] ; [39.08333333 51.91666667],0
r2,1,0.052533,3.758709,[60  6] ; [89  2],[62.63694268  3.36305732] ; [86.36305732  4.63694268],0
s7,1,0.088425,2.902824,[29 32] ; [56 35],[34.11184211 26.88815789] ; [50.88815789 40.11184211],0
a3,1,0.118014,2.443486,[44 21] ; [74 20],[48.23899371 16.76100629] ; [69.76100629 24.23899371],0
s4,1,0.127076,2.327868,[18 48] ; [16 77],[14.11320755 51.88679245] ; [19.88679245 73.11320755],0
p10,1,0.13316,2.255276,[46 17] ; [78 16],[49.75796178 13.24203822] ; [74.24203822 19.75796178],0
p3,1,0.144989,2.124199,[26 40] ; [48 46],[30.525 35.475] ; [43.475 50.525],0
n5,1,0.154882,2.023496,[44 22] ; [70 21],[47.92356688 18.07643312] ; [66.07643312 24.92356688],0
u1,1,0.164946,1.928284,[ 9 57] ; [21 73],[12.375 53.625] ; [17.625 76.375],0
a2,1,0.165487,1.923355,[12 54] ; [26 68],[15.675 50.325] ; [22.325 71.675],0
d4,1,0.181276,1.787132,[54 12] ; [83 10],[56.86792453  9.13207547] ; [80.13207547 12.86792453],0
p9,1,0.19648,1.668346,[50 13] ; [81 12],[52.90384615 10.09615385] ; [78.09615385 14.90384615],0
n4,1,0.211587,1.560533,[43 22] ; [70 23],[46.48734177 18.51265823] ; [66.51265823 26.48734177],0
v4,1,0.219782,1.505792,[60  5] ; [88  3],[61.66666667  3.33333333] ; [86.33333333  4.66666667],0
p4,1,0.226938,1.459948,[30 35] ; [52 41],[33.73417722 31.26582278] ; [48.26582278 44.73417722],0
s8,1,0.234292,1.414612,[28 37] ; [49 44],[31.67721519 33.32278481] ; [45.32278481 47.67721519],0
b4,1,0.265046,1.242209,[43 23] ; [53 41],[39.6 26.4] ; [56.4 37.6],0
u2,1,0.288776,1.12532,[11 11] ; [ 6 12],[ 9.35 12.65] ; [ 7.65 10.35],0
p1,1,0.306426,1.046018,[ 7 57] ; [ 6 88],[ 5.26582278 58.73417722] ; [ 7.73417722 86.26582278],0
a4,1,0.315603,1.007082,[27 39] ; [46 48],[30.1125 35.8875] ; [42.8875 51.1125],0
r4,1,0.395451,0.722115,[56 10] ; [84 10],[57.75  8.25] ; [82.25 11.75],0
n6,1,0.414585,0.665615,[55 11] ; [80 11],[56.75159236  9.24840764] ; [78.24840764 12.75159236],0
b1,1,0.455447,0.55706,[27 39] ; [33 61],[24.75 41.25] ; [35.25 58.75],0
s2,1,0.473054,0.514833,[39 26] ; [61 32],[41.13924051 23.86075949] ; [58.86075949 34.13924051],0
a6,1,0.488195,0.480503,[40 26] ; [62 32],[42.075 23.925] ; [59.925 34.075],0
p2,1,0.510602,0.432833,[52 13] ; [79 15],[53.55345912 11.44654088] ; [77.44654088 16.55345912],0
d3,1,0.617905,0.248823,[41 25] ; [62 32],[42.4875 23.5125] ; [60.5125 33.4875],0
a7,1,0.627334,0.235694,[43 23] ; [64 29],[44.41509434 21.58490566] ; [62.58490566 30.41509434],0
a1,1,0.657202,0.19694,[ 3 63] ; [ 3 91],[ 2.475 63.525] ; [ 3.525 90.475],0
b5,1,0.664186,0.188479,[36 30] ; [48 46],[34.65 31.35] ; [49.35 44.65],0
n1,1,0.6658,0.186555,[8 9] ; [ 8 12],[7.35135135 9.64864865] ; [ 8.64864865 11.35135135],0
d2,1,0.718891,0.129558,[35 31] ; [52 41],[36.11320755 29.88679245] ; [50.88679245 42.11320755],0
u3,1,0.74591,0.105,[11 11] ; [11  9],[11.52380952 10.47619048] ; [10.47619048  9.52380952],0
u4,1,0.800305,0.063985,[ 1 65] ; [ 1 93],[ 0.825 65.175] ; [ 1.175 92.825],0
a8,1,0.84827,0.036606,[ 8 52] ; [12 71],[ 8.39160839 51.60839161] ; [11.60839161 71.39160839],0
n3,1,0.866761,0.028148,[14  4] ; [16  4],[14.21052632  3.78947368] ; [15.78947368  4.21052632],0
b2,1,0.882047,0.022015,[14 24] ; [23 37],[14.34693878 23.65306122] ; [22.65306122 37.34693878],0
b3,1,0.882047,0.022015,[14 24] ; [23 37],[14.34693878 23.65306122] ; [22.65306122 37.34693878],0
n2,1,0.88812,0.019792,[15  3] ; [17  3],[15.15789474  2.84210526] ; [16.84210526  3.15789474],0
p12,1,0.898248,0.016352,[ 6 60] ; [ 8 86],[ 5.775 60.225] ; [ 8.225 85.775],0
p5,1,0.932245,0.007229,[10 55] ; [14 80],[ 9.81132075 55.18867925] ; [14.18867925 79.81132075],0
s6,1,0.938959,0.005864,[54 11] ; [76 16],[53.82165605 11.17834395] ; [76.17834395 15.82165605],0
s3,1,0.946801,0.004452,[43 22] ; [60 30],[43.19354839 21.80645161] ; [59.80645161 30.19354839],0
