Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,44.981032,[203  58] ; [34 53],[177.75  83.25] ; [59.25 27.75],1
r3,1,0.0,25.569325,[254   6] ; [72 15],[244.26512968  15.73487032] ; [81.73487032  5.26512968],1
a6,1,4e-06,21.337927,[201  61] ; [44 43],[183.92550143  78.07449857] ; [61.07449857 25.92550143],1
u1,1,0.001277,10.375907,[ 40 222] ; [ 2 85],[ 31.53008596 230.46991404] ; [10.46991404 76.53008596],0
v4,1,0.001468,10.118872,[251   9] ; [76 11],[245.01440922  14.98559078] ; [81.98559078  5.01440922],0
d5,1,0.001544,10.02535,[219  43] ; [59 28],[208.6991404  53.3008596] ; [69.3008596 17.6991404],0
a2,1,0.002205,9.370423,[ 56 206] ; [ 6 81],[ 46.54441261 215.45558739] ; [15.45558739 71.54441261],0
b5,1,0.003175,8.704183,[173  89] ; [42 45],[161.40401146 100.59598854] ; [53.59598854 33.40401146],0
r4,1,0.004187,8.201021,[238  24] ; [69 18],[230.46991404  31.53008596] ; [76.53008596 10.46991404],0
s5,1,0.010589,6.533099,[ 54 199] ; [29 53],[ 62.68358209 190.31641791] ; [20.31641791 61.68358209],0
d4,1,0.01459,5.96531,[223  39] ; [64 23],[215.45558739  46.54441261] ; [71.54441261 15.45558739],0
r2,1,0.020803,5.343217,[244  14] ; [74 11],[239.19533528  18.80466472] ; [78.80466472  6.19533528],0
r1,1,0.022786,5.184755,[204  55] ; [58 29],[196.12138728  62.87861272] ; [65.87861272 21.12138728],0
s2,1,0.02325,5.149754,[ 91 167] ; [19 67],[ 82.5 175.5] ; [27.5 58.5],0
u3,1,0.023995,5.095014,[57 39] ; [13 22],[51.29770992 44.70229008] ; [18.70229008 16.29770992],0
d1,1,0.031897,4.604034,[155 107] ; [40 47],[146.38968481 115.61031519] ; [48.61031519 38.38968481],0
p2,1,0.06085,3.514074,[225  36] ; [66 19],[219.51156069  41.48843931] ; [71.48843931 13.51156069],0
