Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,38.41076,[18 29] ; [207  48],[35.01655629 11.98344371] ; [189.98344371  65.01655629],1
n4,1,0.0,31.691352,[20 28] ; [205  50],[35.64356436 12.35643564] ; [189.35643564  65.64356436],1
r4,1,5.5e-05,16.260764,[32 16] ; [227  28],[41.02970297  6.97029703] ; [217.97029703  37.02970297],1
p4,1,0.000811,11.216787,[18 29] ; [164  91],[28.32450331 18.67549669] ; [153.67549669 101.32450331],1
r3,1,0.001036,10.762434,[38 10] ; [237  16],[43.8538206  4.1461794] ; [231.1461794  21.8538206],0
p11,1,0.001333,10.296403,[31 17] ; [215  40],[38.97029703  9.02970297] ; [207.02970297  47.97029703],0
a5,1,0.01004,6.627863,[25 23] ; [181  74],[32.63366337 15.36633663] ; [173.36633663  81.63366337],0
p2,1,0.012639,6.218901,[35 12] ; [224  30],[40.44186047  6.55813953] ; [218.55813953  35.44186047],0
v4,1,0.012868,6.187207,[41  6] ; [245  10],[44.50993377  2.49006623] ; [241.49006623  13.50993377],0
d5,1,0.013275,6.13212,[30 18] ; [200  53],[36.67774086 11.32225914] ; [193.32225914  59.67774086],0
s6,1,0.01723,5.67282,[25 23] ; [173  75],[32.10810811 15.89189189] ; [165.89189189  82.10810811],0
a3,1,0.023887,5.102812,[25 23] ; [175  79],[31.78807947 16.21192053] ; [168.21192053  85.78807947],0
s7,1,0.024894,5.031237,[15 31] ; [124 121],[21.97250859 24.02749141] ; [117.02749141 127.97250859],0
p6,1,0.02853,4.795732,[10 36] ; [ 98 156],[16.56 29.44] ; [ 91.44 162.56],0
r2,1,0.034687,4.460497,[41  7] ; [238  15],[44.49169435  3.50830565] ; [234.50830565  18.49169435],0
u1,1,0.043835,4.062901,[ 2 46] ; [ 38 217],[ 6.33663366 41.66336634] ; [ 33.66336634 221.33663366],0
p3,1,0.045868,3.986435,[16 32] ; [124 129],[22.3255814 25.6744186] ; [117.6744186 135.3255814],0
p9,1,0.047215,3.937701,[41  7] ; [238  16],[44.34437086  3.65562914] ; [234.65562914  19.34437086],0
p5,1,0.067328,3.346993,[ 2 46] ; [ 34 217],[ 5.77926421 42.22073579] ; [ 30.22073579 220.77926421],0
r1,1,0.112262,2.522082,[30 18] ; [188  67],[34.53465347 13.46534653] ; [183.46534653  71.53465347],0
p7,1,0.142771,2.14784,[22 21] ; [158  93],[26.32653061 16.67346939] ; [153.67346939  97.32653061],0
n3,1,0.15501,2.02224,[6 5] ; [46 15],[7.94444444 3.05555556] ; [44.05555556 16.94444444],0
b1,1,0.163313,1.943275,[24 24] ; [100 155],[19.64356436 28.35643564] ; [104.35643564 150.64356436],0
