Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.3e-05,17.237894,[54  2] ; [6 5],[50.14925373  5.85074627] ; [9.85074627 1.14925373],1
r1,1,4.6e-05,16.586087,[44 11] ; [2 9],[38.33333333 16.66666667] ; [7.66666667 3.33333333],1
v4,1,8.4e-05,15.460161,[54  2] ; [5 4],[50.83076923  5.16923077] ; [8.16923077 0.83076923],1
a7,1,0.001608,9.950769,[38 17] ; [2 9],[33.33333333 21.66666667] ; [6.66666667 4.33333333],0
n6,1,0.001883,9.660159,[51  5] ; [6 5],[47.64179104  8.35820896] ; [9.35820896 1.64179104],0
s8,1,0.031096,4.647634,[35 21] ; [3 8],[31.76119403 24.23880597] ; [6.23880597 4.76119403],0
v1,1,0.052358,3.764292,[28 28] ; [2 9],[25.07462687 30.92537313] ; [4.92537313 6.07462687],0
p10,1,0.056336,3.642081,[47  8] ; [6 4],[44.84615385 10.15384615] ; [8.15384615 1.84615385],0
v3,1,0.089269,2.8875,[21 35] ; [1 9],[18.66666667 37.33333333] ; [3.33333333 6.66666667],0
s7,1,0.163734,1.939394,[39 15] ; [5 5],[37.125 16.875] ; [6.875 3.125],0
p9,1,0.167517,1.905022,[46 10] ; [7 4],[44.29850746 11.70149254] ; [8.70149254 2.29850746],0
v2,1,0.222444,1.488537,[26 29] ; [3 8],[24.16666667 30.83333333] ; [4.83333333 6.16666667],0
p11,1,0.269789,1.217822,[40 16] ; [6 5],[38.44776119 17.55223881] ; [7.55223881 3.44776119],0
n1,1,0.30797,1.039361,[6 7] ; [1 4],[5.05555556 7.94444444] ; [1.94444444 3.05555556],0
b1,1,0.348177,0.88009,[22 34] ; [6 5],[23.40298507 32.59701493] ; [4.59701493 6.40298507],0
a5,1,0.348177,0.88009,[34 22] ; [5 6],[32.59701493 23.40298507] ; [6.40298507 4.59701493],0
p4,1,0.349608,0.87488,[27 29] ; [7 4],[28.41791045 27.58208955] ; [5.58208955 5.41791045],0
n2,1,0.421317,0.646639,[13  1] ; [4 1],[12.52631579  1.47368421] ; [4.47368421 0.52631579],0
d5,1,0.437513,0.602796,[32 23] ; [5 6],[30.83333333 24.16666667] ; [6.16666667 4.83333333],0
u3,1,0.464214,0.535714,[12 12] ; [2 4],[11.2 12.8] ; [2.8 3.2],0
a3,1,0.47602,0.507968,[32 24] ; [5 6],[30.92537313 25.07462687] ; [6.07462687 4.92537313],0
s6,1,0.50823,0.43771,[44 10] ; [8 3],[43.2 10.8] ; [8.8 2.2],0
d2,1,0.548817,0.35944,[15 41] ; [2 9],[14.20895522 41.79104478] ; [2.79104478 8.20895522],0
p1,1,0.621839,0.243291,[ 9 47] ; [1 9],[ 8.48484848 47.51515152] ; [1.51515152 8.48484848],0
a8,1,0.627626,0.235294,[ 8 42] ; [1 9],[ 7.5 42.5] ; [1.5 8.5],0
s3,1,0.630356,0.231579,[47  8] ; [10  1],[47.5  7.5] ; [9.5 1.5],0
d3,1,0.631846,0.229565,[16 39] ; [4 7],[16.66666667 38.33333333] ; [3.33333333 7.66666667],0
b3,1,0.645055,0.212191,[ 7 29] ; [1 7],[ 6.54545455 29.45454545] ; [1.45454545 6.54545455],0
b2,1,0.645055,0.212191,[ 7 29] ; [1 7],[ 6.54545455 29.45454545] ; [1.45454545 6.54545455],0
p2,1,0.651269,0.204305,[41 15] ; [8 2],[41.57575758 14.42424242] ; [7.42424242 2.57575758],0
n4,1,0.722918,0.125714,[38 17] ; [7 4],[37.5 17.5] ; [7.5 3.5],0
p7,1,0.740022,0.110107,[36 19] ; [6 4],[35.53846154 19.46153846] ; [6.46153846 3.53846154],0
a4,1,0.772864,0.083307,[13 43] ; [3 8],[13.37313433 42.62686567] ; [2.62686567 8.37313433],0
b4,1,0.782792,0.076001,[28 28] ; [6 5],[28.41791045 27.58208955] ; [5.58208955 5.41791045],0
p8,1,0.787573,0.07261,[23 33] ; [5 6],[23.40298507 32.59701493] ; [4.59701493 6.40298507],0
a6,1,0.787573,0.07261,[33 23] ; [6 5],[32.59701493 23.40298507] ; [6.40298507 4.59701493],0
n5,1,0.797252,0.066,[42 13] ; [8 3],[41.66666667 13.33333333] ; [8.33333333 2.66666667],0
s4,1,0.810668,0.057391,[17 38] ; [3 8],[16.66666667 38.33333333] ; [3.33333333 7.66666667],0
u2,1,0.842103,0.039683,[ 7 17] ; [2 4],[ 7.2 16.8] ; [1.8 4.2],0
s5,1,0.909649,0.012878,[21 34] ; [4 7],[20.83333333 34.16666667] ; [4.16666667 6.83333333],0
b5,1,0.952766,0.003509,[30 26] ; [6 5],[30.08955224 25.91044776] ; [5.91044776 5.08955224],0
p6,1,0.967244,0.001686,[20 36] ; [4 7],[20.05970149 35.94029851] ; [3.94029851 7.05970149],0
p3,1,1.0,0.0,[20 35] ; [4 7],[20. 35.] ; [4. 7.],0
s1,1,1.0,0.0,[ 5 50] ; [ 1 10],[ 5. 50.] ; [ 1. 10.],0
