Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7e-05,15.819468,[12  3] ; [14 43],[5.41666667 9.58333333] ; [20.58333333 36.41666667],1
s7,1,0.000383,12.612946,[9 5] ; [ 9 44],[ 3.76119403 10.23880597] ; [14.23880597 38.76119403],1
s6,1,0.00107,10.701586,[11  4] ; [16 42],[5.54794521 9.45205479] ; [21.45205479 36.54794521],0
r4,1,0.00165,9.902954,[14  1] ; [28 30],[8.63013699 6.36986301] ; [33.36986301 24.63013699],0
r3,1,0.020158,5.398133,[14  1] ; [36 22],[10.2739726  4.7260274] ; [39.7260274 18.2739726],0
p10,1,0.023773,5.111123,[6 9] ; [ 8 49],[ 2.91666667 12.08333333] ; [11.08333333 45.91666667],0
u2,1,0.030625,4.67386,[6 1] ; [13 19],[3.41025641 3.58974359] ; [15.58974359 16.41025641],0
v3,1,0.03154,4.623323,[7 7] ; [12 44],[ 3.8 10.2] ; [15.2 40.8],0
p5,1,0.043498,4.075933,[ 2 13] ; [ 1 57],[ 0.61643836 14.38356164] ; [ 2.38356164 55.61643836],0
v2,1,0.051029,3.807323,[8 7] ; [15 41],[ 4.85915493 10.14084507] ; [18.14084507 37.85915493],0
p6,1,0.055863,3.656132,[ 5 10] ; [ 7 49],[ 2.53521127 12.46478873] ; [ 9.46478873 46.53521127],0
s3,1,0.068756,3.312477,[10  5] ; [23 34],[6.875 8.125] ; [26.125 30.875],0
n4,1,0.079846,3.068036,[12  3] ; [32 26],[9.04109589 5.95890411] ; [34.95890411 23.04109589],0
r1,1,0.079846,3.068036,[12  3] ; [32 26],[9.04109589 5.95890411] ; [34.95890411 23.04109589],0
u3,1,0.08827,2.905637,[5 2] ; [12 21],[2.975 4.025] ; [14.025 18.975],0
p7,1,0.09,2.874369,[10  5] ; [24 33],[7.08333333 7.91666667] ; [26.91666667 30.08333333],0
r2,1,0.097664,2.743278,[14  1] ; [41 15],[11.61971831  3.38028169] ; [43.38028169 12.61971831],0
b1,1,0.105556,2.61952,[11  4] ; [29 29],[8.21917808 6.78082192] ; [31.78082192 26.21917808],0
d3,1,0.107931,2.584258,[8 7] ; [18 40],[5.34246575 9.65753425] ; [20.65753425 37.34246575],0
p4,1,0.127902,2.31778,[7 8] ; [15 42],[ 4.58333333 10.41666667] ; [17.41666667 39.58333333],0
d5,1,0.13272,2.260401,[11  4] ; [30 28],[8.42465753 6.57534247] ; [32.57534247 25.42465753],0
d1,1,0.156205,2.010583,[7 8] ; [16 42],[ 4.7260274 10.2739726] ; [18.2739726 39.7260274],0
b4,1,0.156924,2.003624,[6 9] ; [35 23],[8.42465753 6.57534247] ; [32.57534247 25.42465753],0
p2,1,0.196494,1.668245,[9 6] ; [24 34],[6.78082192 8.21917808] ; [26.21917808 31.78082192],0
n5,1,0.248727,1.330442,[10  5] ; [29 29],[8.01369863 6.98630137] ; [30.98630137 27.01369863],0
a5,1,0.294429,1.099258,[9 6] ; [26 32],[7.19178082 7.80821918] ; [27.80821918 30.19178082],0
a6,1,0.296234,1.091071,[ 4 11] ; [24 34],[5.75342466 9.24657534] ; [22.24657534 35.75342466],0
s5,1,0.301742,1.066478,[ 5 10] ; [12 46],[ 3.49315068 11.50684932] ; [13.50684932 44.49315068],0
v1,1,0.350324,0.872285,[6 9] ; [16 42],[ 4.52054795 10.47945205] ; [17.47945205 40.52054795],0
p3,1,0.350324,0.872285,[6 9] ; [16 42],[ 4.52054795 10.47945205] ; [17.47945205 40.52054795],0
n6,1,0.357744,0.845796,[10  5] ; [31 27],[8.42465753 6.57534247] ; [32.57534247 25.42465753],0
b3,1,0.441418,0.592593,[ 2 10] ; [10 26],[3. 9.] ; [ 9. 27.],0
b2,1,0.441418,0.592593,[ 2 10] ; [10 26],[3. 9.] ; [ 9. 27.],0
p8,1,0.469394,0.523403,[ 5 10] ; [14 44],[ 3.90410959 11.09589041] ; [15.09589041 42.90410959],0
n2,1,0.473763,0.513186,[3 1] ; [14 11],[2.34482759 1.65517241] ; [14.65517241 10.34482759],0
a3,1,0.477961,0.503512,[8 7] ; [25 33],[6.78082192 8.21917808] ; [26.21917808 31.78082192],0
p11,1,0.556092,0.346516,[8 7] ; [26 32],[6.98630137 8.01369863] ; [27.01369863 30.98630137],0
a2,1,0.575689,0.313257,[ 1 14] ; [ 2 56],[ 0.61643836 14.38356164] ; [ 2.38356164 55.61643836],0
u1,1,0.575689,0.313257,[ 1 14] ; [ 2 56],[ 0.61643836 14.38356164] ; [ 2.38356164 55.61643836],0
n3,1,0.585957,0.296703,[1 2] ; [12 12],[1.44444444 1.55555556] ; [11.55555556 12.44444444],0
s4,1,0.58686,0.295275,[ 2 12] ; [12 46],[ 2.72222222 11.27777778] ; [11.27777778 46.72222222],0
d4,1,0.610328,0.259698,[9 6] ; [30 27],[8.125 6.875] ; [30.875 26.125],0
b5,1,0.653556,0.201446,[ 5 10] ; [23 35],[5.75342466 9.24657534] ; [22.24657534 35.75342466],0
a4,1,0.683771,0.165911,[ 4 11] ; [18 38],[ 4.64788732 10.35211268] ; [17.35211268 38.64788732],0
s1,1,0.758239,0.094737,[ 2 13] ; [ 6 51],[ 1.66666667 13.33333333] ; [ 6.33333333 50.66666667],0
a1,1,0.820682,0.051378,[ 1 14] ; [ 3 55],[ 0.82191781 14.17808219] ; [ 3.17808219 54.82191781],0
a8,1,0.870592,0.026538,[ 1 14] ; [ 3 51],[ 0.86956522 14.13043478] ; [ 3.13043478 50.86956522],0
d2,1,0.941965,0.0053,[7 8] ; [26 31],[6.875 8.125] ; [26.125 30.875],0
n1,1,0.962732,0.002183,[1 2] ; [ 8 17],[0.96428571 2.03571429] ; [ 8.03571429 16.96428571],0
