Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.43161,[ 2 30] ; [105  42],[19.12849162 12.87150838] ; [87.87150838 59.12849162],1
d3,1,0.0,31.164878,[ 8 24] ; [112  35],[21.45251397 10.54748603] ; [98.54748603 48.45251397],1
d5,1,2e-06,22.964032,[16 16] ; [128  19],[25.74301676  6.25698324] ; [118.25698324  28.74301676],1
a3,1,0.004392,8.114018,[19 13] ; [121  26],[25.02793296  6.97206704] ; [114.97206704  32.02793296],0
r1,1,0.006771,7.332733,[20 12] ; [123  24],[25.56424581  6.43575419] ; [117.43575419  29.56424581],0
a2,1,0.00787,7.062816,[ 2 30] ; [ 42 105],[ 7.86592179 24.13407821] ; [ 36.13407821 110.86592179],0
d2,1,0.009683,6.692274,[10 22] ; [83 64],[16.62569832 15.37430168] ; [76.37430168 70.62569832],0
a4,1,0.022391,5.215176,[ 9 23] ; [74 73],[14.83798883 17.16201117] ; [68.16201117 78.83798883],0
u1,1,0.030873,4.660024,[ 2 30] ; [ 34 113],[ 6.43575419 25.56424581] ; [ 29.56424581 117.43575419],0
a5,1,0.051671,3.786397,[19 13] ; [112  35],[23.41899441  8.58100559] ; [107.58100559  39.41899441],0
b2,1,0.056583,3.634825,[ 4 17] ; [40 57],[ 7.83050847 13.16949153] ; [36.16949153 60.83050847],0
b3,1,0.056583,3.634825,[ 4 17] ; [40 57],[ 7.83050847 13.16949153] ; [36.16949153 60.83050847],0
n5,1,0.066242,3.373772,[28  4] ; [105  41],[23.91011236  8.08988764] ; [109.08988764  36.91011236],0
a7,1,0.093307,2.816365,[18 14] ; [105  42],[21.98882682 10.01117318] ; [101.01117318  45.98882682],0
r3,1,0.101113,2.687899,[28  4] ; [139   7],[30.02247191  1.97752809] ; [136.97752809   9.02247191],0
b4,1,0.103509,2.650629,[13 19] ; [83 64],[17.16201117 14.83798883] ; [78.83798883 68.16201117],0
u2,1,0.117122,2.455385,[6 7] ; [18  7],[8.21052632 4.78947368] ; [15.78947368  9.21052632],0
n4,1,0.146219,2.111262,[23  9] ; [122  25],[25.92178771  6.07821229] ; [119.07821229  27.92178771],0
v2,1,0.166584,1.91342,[10 21] ; [66 78],[13.46285714 17.53714286] ; [62.53714286 81.46285714],0
p3,1,0.212728,1.552766,[12 19] ; [75 72],[15.15168539 15.84831461] ; [71.84831461 75.15168539],0
p7,1,0.220874,1.498682,[24  8] ; [91 52],[21.02857143 10.97142857] ; [93.97142857 49.02857143],0
u3,1,0.229766,1.442308,[7 6] ; [19  7],[8.66666667 4.33333333] ; [17.33333333  8.66666667],0
a8,1,0.239814,1.381689,[ 2 28] ; [ 20 116],[ 3.97590361 26.02409639] ; [ 18.02409639 117.97590361],0
p1,1,0.247707,1.336191,[ 5 27] ; [ 13 134],[ 3.21787709 28.78212291] ; [ 14.78212291 132.21787709],0
p9,1,0.24978,1.324533,[25  7] ; [125  20],[27.11864407  4.88135593] ; [122.88135593  22.11864407],0
a6,1,0.253095,1.306139,[17 15] ; [94 53],[19.84357542 12.15642458] ; [91.15642458 55.84357542],0
r4,1,0.327736,0.957824,[26  6] ; [129  18],[27.70949721  4.29050279] ; [127.29050279  19.70949721],0
s4,1,0.338324,0.91677,[11 21] ; [ 38 108],[ 8.80898876 23.19101124] ; [ 40.19101124 105.80898876],0
s3,1,0.390982,0.735887,[22 10] ; [111  35],[23.91011236  8.08988764] ; [109.08988764  36.91011236],0
p10,1,0.426695,0.631801,[28  4] ; [120  27],[26.45810056  5.54189944] ; [121.54189944  25.45810056],0
s8,1,0.43897,0.598974,[17 15] ; [89 58],[18.94972067 13.05027933] ; [87.05027933 59.94972067],0
p2,1,0.476517,0.506825,[28  4] ; [121  26],[26.63687151  5.36312849] ; [122.36312849  24.63687151],0
v3,1,0.50397,0.446566,[ 8 24] ; [44 98],[ 9.56321839 22.43678161] ; [42.43678161 99.56321839],0
s5,1,0.504008,0.446487,[15 17] ; [57 84],[13.31791908 18.68208092] ; [58.68208092 82.31791908],0
s6,1,0.52897,0.396371,[24  8] ; [116  29],[25.31073446  6.68926554] ; [114.68926554  30.31073446],0
p8,1,0.619453,0.246637,[17 15] ; [70 75],[15.72881356 16.27118644] ; [71.27118644 73.72881356],0
n2,1,0.630236,0.231741,[10  3] ; [28 12],[9.32075472 3.67924528] ; [28.67924528 11.32075472],0
