Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,53.952407,[135  70] ; [28 91],[103.13271605 101.86728395] ; [59.86728395 59.13271605],1
v1,1,2e-06,22.316272,[148  56] ; [55 64],[128.21052632  75.78947368] ; [74.78947368 44.21052632],1
r3,1,0.012704,6.209803,[206   3] ; [115   8],[202.0753012   6.9246988] ; [118.9246988   4.0753012],0
s4,1,0.022302,5.222074,[ 33 175] ; [32 90],[ 40.96969697 167.03030303] ; [24.03030303 97.96969697],0
a3,1,0.031471,4.627064,[177  31] ; [93 30],[169.66767372  38.33232628] ; [100.33232628  22.66767372],0
a8,1,0.074238,3.186733,[ 37 148] ; [ 14 102],[ 31.34551495 153.65448505] ; [19.65448505 96.34551495],0
n6,1,0.087478,2.920185,[187  19] ; [104  19],[182.20668693  23.79331307] ; [108.79331307  14.20668693],0
p3,1,0.09449,2.796158,[130  79] ; [65 58],[122.7560241  86.2439759] ; [72.2439759 50.7560241],0
r2,1,0.110645,2.544982,[200   6] ; [113   8],[197.18042813   8.81957187] ; [115.81957187   5.18042813],0
d5,1,0.123519,2.372127,[194  15] ; [108  15],[190.11445783  18.88554217] ; [111.88554217  11.11445783],0
a6,1,0.125058,2.352801,[144  64] ; [75 48],[137.61933535  70.38066465] ; [81.38066465 41.61933535],0
s2,1,0.134529,2.239444,[155  52] ; [82 40],[149.11550152  57.88449848] ; [87.88449848 34.11550152],0
u4,1,0.136452,2.21752,[ 10 199] ; [  2 121],[  7.55421687 201.44578313] ; [  4.44578313 118.55421687],0
s7,1,0.140632,2.171025,[160  38] ; [87 31],[154.76582278  43.23417722] ; [92.23417722 25.76582278],0
a7,1,0.151945,2.052614,[154  54] ; [82 41],[148.3021148  59.6978852] ; [87.6978852 35.3021148],0
p7,1,0.157274,2.000246,[148  54] ; [79 41],[142.40372671  59.59627329] ; [84.59627329 35.40372671],0
b1,1,0.184203,1.763381,[ 78 131] ; [55 68],[ 83.72590361 125.27409639] ; [49.27409639 73.72590361],0
a1,1,0.194307,1.684653,[ 16 193] ; [  5 118],[ 13.21987952 195.78012048] ; [  7.78012048 115.21987952],0
a5,1,0.196582,1.667585,[175  34] ; [96 27],[170.59939759  38.40060241] ; [100.40060241  22.59939759],0
n2,1,0.216501,1.527414,[30  9] ; [21 12],[27.625 11.375] ; [23.375  9.625],0
b4,1,0.226087,1.465308,[128  81] ; [67 56],[122.7560241  86.2439759] ; [72.2439759 50.7560241],0
u1,1,0.242243,1.367496,[ 58 151] ; [27 96],[ 53.50903614 155.49096386] ; [31.49096386 91.50903614],0
r1,1,0.24937,1.326829,[182  26] ; [102  21],[178.4652568  29.5347432] ; [105.5347432  17.4652568],0
b3,1,0.275105,1.191116,[60 85] ; [41 43],[63.95196507 81.04803493] ; [37.04803493 46.95196507],0
b2,1,0.275105,1.191116,[60 85] ; [41 43],[63.95196507 81.04803493] ; [37.04803493 46.95196507],0
n4,1,0.277359,1.179984,[180  28] ; [101  22],[176.58006042  31.41993958] ; [104.41993958  18.58006042],0
n3,1,0.315624,1.006993,[28 11] ; [20 13],[26. 13.] ; [22. 11.],0
d2,1,0.326562,0.962485,[132  77] ; [71 52],[127.79216867  81.20783133] ; [75.20783133 47.79216867],0
r4,1,0.354834,0.856093,[196  13] ; [112  11],[193.89156627  15.10843373] ; [114.10843373   8.89156627],0
p1,1,0.371027,0.800222,[ 16 192] ; [ 13 110],[ 18.22356495 189.77643505] ; [ 10.77643505 112.22356495],0
d3,1,0.393192,0.729047,[158  51] ; [98 25],[161.15662651  47.84337349] ; [94.84337349 28.15662651],0
v4,1,0.393532,0.728002,[203   5] ; [118   5],[201.71601208   6.28398792] ; [119.28398792   3.71601208],0
s5,1,0.424356,0.638219,[ 95 100] ; [52 66],[ 91.58146965 103.41853035] ; [55.41853035 62.58146965],0
p12,1,0.446345,0.579916,[ 28 179] ; [ 13 109],[ 25.79635258 181.20364742] ; [ 15.20364742 106.79635258],0
n1,1,0.461522,0.542202,[14 24] ; [15 18],[15.52112676 22.47887324] ; [13.47887324 19.52112676],0
b5,1,0.472135,0.516974,[129  80] ; [71 52],[125.90361446  83.09638554] ; [74.09638554 48.90361446],0
s6,1,0.482632,0.492909,[171  35] ; [104  17],[173.24159021  32.75840979] ; [101.75840979  19.24159021],0
p8,1,0.516365,0.421148,[122  82] ; [78 45],[124.7706422  79.2293578] ; [75.2293578 47.7706422],0
p9,1,0.531593,0.391345,[190  16] ; [111  12],[188.46808511  17.53191489] ; [112.53191489  10.46808511],0
p10,1,0.575203,0.314053,[181  24] ; [106  17],[179.375  25.625] ; [107.625  15.375],0
p4,1,0.621844,0.243285,[140  68] ; [86 37],[142.01812689  65.98187311] ; [83.98187311 39.01812689],0
n5,1,0.675221,0.175556,[168  38] ; [98 25],[166.55319149  39.44680851] ; [99.44680851 23.55319149],0
p11,1,0.681069,0.168925,[172  37] ; [99 24],[170.59939759  38.40060241] ; [100.40060241  22.59939759],0
u2,1,0.691125,0.15787,[22 10] ; [22  8],[22.70967742  9.29032258] ; [21.29032258  8.70967742],0
p2,1,0.694151,0.154629,[180  29] ; [104  19],[178.78313253  30.21686747] ; [105.21686747  17.78313253],0
a2,1,0.694612,0.154138,[ 62 147] ; [34 89],[ 60.43373494 148.56626506] ; [35.56626506 87.43373494],0
s1,1,0.750463,0.101143,[  7 198] ; [  5 117],[  7.52293578 197.47706422] ; [  4.47706422 117.52293578],0
p6,1,0.75375,0.098407,[102 103] ; [59 64],[100.625 104.375] ; [60.375 62.625],0
d1,1,0.830826,0.045643,[161  48] ; [96 27],[161.78614458  47.21385542] ; [95.21385542 27.78614458],0
p5,1,0.834967,0.043404,[ 33 176] ; [ 20 100],[ 33.66869301 175.33130699] ; [ 19.33130699 100.66869301],0
a4,1,0.843161,0.039146,[106 103] ; [61 62],[105.12951807 103.87048193] ; [61.87048193 61.12951807],0
u3,1,0.88086,0.022464,[24  8] ; [22  8],[23.74193548  8.25806452] ; [22.25806452  7.74193548],0
s3,1,0.982257,0.000495,[151  54] ; [90 32],[151.08562691  53.91437309] ; [89.91437309 32.08562691],0
