Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,141.514093,[35 64] ; [364  42],[78.21980198 20.78019802] ; [320.78019802  85.21980198],1
n6,1,0.0,36.587039,[67 31] ; [370  35],[85.14115308 12.85884692] ; [351.85884692  53.14115308],1
s7,1,5.5e-05,16.253156,[43 53] ; [262 129],[60.12320329 35.87679671] ; [244.87679671 146.12320329],1
p11,1,0.000303,13.054218,[64 36] ; [329  78],[77.5147929 22.4852071] ; [315.4852071  91.5147929],1
a5,1,0.000319,12.95665,[64 36] ; [328  78],[77.47035573 22.52964427] ; [314.52964427  91.47035573],1
p6,1,0.000346,12.804566,[24 73] ; [179 222],[39.54016064 57.45983936] ; [163.45983936 237.54016064],1
p4,1,0.000592,11.801113,[51 49] ; [279 124],[65.60636183 34.39363817] ; [264.39363817 138.60636183],1
d2,1,0.000688,11.521213,[36 64] ; [222 182],[51.19047619 48.80952381] ; [206.80952381 197.19047619],1
a8,1,0.000889,11.046388,[ 4 87] ; [ 68 298],[14.33698031 76.66301969] ; [ 57.66301969 308.33698031],1
s4,1,0.001698,9.850424,[32 68] ; [ 71 328],[20.64128257 79.35871743] ; [ 82.35871743 316.64128257],0
a3,1,0.001832,9.711065,[62 38] ; [312  92],[74.20634921 25.79365079] ; [299.79365079 104.20634921],0
p5,1,0.002039,9.51447,[ 4 95] ; [ 64 339],[13.41035857 85.58964143] ; [ 54.58964143 348.41035857],0
a4,1,0.008792,6.864698,[36 64] ; [204 199],[47.71371769 52.28628231] ; [192.28628231 210.71371769],0
p3,1,0.009595,6.708663,[41 59] ; [224 180],[52.57936508 47.42063492] ; [212.42063492 191.57936508],0
u1,1,0.011122,6.445668,[14 86] ; [106 301],[23.66863905 76.33136095] ; [ 96.33136095 310.66863905],0
s8,1,0.011905,6.32495,[46 54] ; [242 162],[57.14285714 42.85714286] ; [230.85714286 173.14285714],0
d1,1,0.013331,6.124682,[52 48] ; [266 141],[62.72189349 37.27810651] ; [255.27810651 151.72189349],0
n1,1,0.030791,4.664575,[ 8 25] ; [33 38],[13.00961538 19.99038462] ; [27.99038462 43.00961538],0
d5,1,0.036894,4.355293,[78 22] ; [349  55],[84.72222222 15.27777778] ; [342.27777778  61.72222222],0
a2,1,0.037561,4.324776,[20 80] ; [124 283],[28.40236686 71.59763314] ; [115.59763314 291.40236686],0
a7,1,0.040206,4.209182,[83 17] ; [296 109],[75.04950495 24.95049505] ; [303.95049505 101.04950495],0
p12,1,0.043935,4.059055,[ 5 95] ; [ 48 355],[10.53677932 89.46322068] ; [ 42.46322068 360.53677932],0
v3,1,0.060716,3.517715,[32 63] ; [174 219],[40.10245902 54.89754098] ; [165.89754098 227.10245902],0
b1,1,0.07017,3.279046,[30 70] ; [162 245],[37.86982249 62.13017751] ; [154.13017751 252.86982249],0
s1,1,0.076117,3.145917,[ 1 98] ; [ 20 379],[ 4.1746988 94.8253012] ; [ 16.8253012 382.1746988],0
v1,1,0.084255,2.980855,[48 48] ; [237 160],[55.4969574 40.5030426] ; [229.5030426 167.4969574],0
p2,1,0.092929,2.822886,[78 21] ; [346  58],[83.45129225 15.54870775] ; [340.54870775  63.45129225],0
p10,1,0.125558,2.346583,[78 20] ; [345  57],[82.908 15.092] ; [340.092  61.908],0
a6,1,0.14635,2.109889,[75 25] ; [272 131],[68.9860835 31.0139165] ; [278.0139165 124.9860835],0
p8,1,0.163122,1.945043,[48 51] ; [224 174],[54.18108652 44.81891348] ; [217.81891348 180.18108652],0
p7,1,0.184736,1.759103,[58 37] ; [268 125],[63.46311475 31.53688525] ; [262.53688525 130.46311475],0
p9,1,0.191487,1.706136,[82 16] ; [355  46],[85.82364729 12.17635271] ; [351.17635271  49.82364729],0
u4,1,0.197011,1.664392,[ 1 99] ; [ 14 393],[ 2.95857988 97.04142012] ; [ 12.04142012 394.95857988],0
r3,1,0.232508,1.425455,[98  1] ; [392  13],[96.25  2.75] ; [393.75  11.25],0
b2,1,0.358656,0.842595,[14 30] ; [102 159],[16.73442623 27.26557377] ; [ 99.26557377 161.73442623],0
b3,1,0.358656,0.842595,[14 30] ; [102 159],[16.73442623 27.26557377] ; [ 99.26557377 161.73442623],0
a1,1,0.362187,0.830296,[ 3 97] ; [ 21 386],[ 4.73372781 95.26627219] ; [ 19.26627219 387.73372781],0
n3,1,0.370701,0.801312,[26  7] ; [50 21],[24.11538462  8.88461538] ; [51.88461538 19.11538462],0
d4,1,0.441619,0.592072,[82 18] ; [343  60],[84.49304175 15.50695825] ; [340.50695825  62.49304175],0
s2,1,0.449379,0.572217,[63 37] ; [270 133],[66.2027833 33.7972167] ; [266.7972167 136.2027833],0
v4,1,0.484252,0.489272,[95  4] ; [395  11],[96.05940594  2.94059406] ; [393.94059406  12.05940594],0
u3,1,0.517873,0.418127,[26 10] ; [63 32],[24.45801527 11.54198473] ; [64.54198473 30.45801527],0
r4,1,0.58992,0.290469,[96  4] ; [395  12],[96.84418146  3.15581854] ; [394.15581854  12.84418146],0
s3,1,0.64213,0.215967,[72 26] ; [283 115],[70.14112903 27.85887097] ; [284.85887097 113.14112903],0
p1,1,0.649611,0.206391,[ 8 90] ; [ 39 365],[ 9.1752988 88.8247012] ; [ 37.8247012 366.1752988],0
v2,1,0.785432,0.074118,[55 36] ; [232 162],[53.84948454 37.15051546] ; [233.15051546 160.84948454],0
r2,1,0.790317,0.070702,[97  2] ; [394  10],[96.63817097  2.36182903] ; [394.36182903   9.63817097],0
u2,1,0.817919,0.053002,[23 13] ; [58 36],[22.43076923 13.56923077] ; [58.56923077 35.43076923],0
d3,1,0.846213,0.037618,[73 27] ; [291 113],[72.22222222 27.77777778] ; [291.77777778 112.22222222],0
s5,1,0.858258,0.031895,[42 55] ; [175 220],[42.78252033 54.21747967] ; [174.21747967 220.78252033],0
b4,1,0.885951,0.020572,[60 40] ; [241 166],[59.36883629 40.63116371] ; [241.63116371 165.36883629],0
b5,1,0.901687,0.01526,[61 39] ; [251 156],[61.53846154 38.46153846] ; [250.46153846 156.53846154],0
n2,1,0.943788,0.004972,[25  8] ; [55 17],[25.14285714  7.85714286] ; [54.85714286 17.14285714],0
