Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.393368,[97 29] ; [ 5 24],[82.91612903 43.08387097] ; [19.08387097  9.91612903],1
p1,1,0.041375,4.160607,[  5 121] ; [ 4 25],[  7.31612903 118.68387097] ; [ 1.68387097 27.31612903],0
s5,1,0.050369,3.829118,[33 86] ; [ 3 26],[28.94594595 90.05405405] ; [ 7.05405405 21.94594595],0
d4,1,0.050772,3.815786,[92 33] ; [16 13],[87.66233766 37.33766234] ; [20.33766234  8.66233766],0
n2,1,0.052301,3.766125,[39 19] ; [ 7 10],[35.57333333 22.42666667] ; [10.42666667  6.57333333],0
p4,1,0.054012,3.712336,[39 84] ; [ 4 25],[34.79605263 88.20394737] ; [ 8.20394737 20.79605263],0
a7,1,0.054196,3.706659,[88 37] ; [15 14],[83.6038961 41.3961039] ; [19.3961039  9.6038961],0
u2,1,0.059047,3.563945,[21 23] ; [ 3 12],[17.89830508 26.10169492] ; [6.10169492 8.89830508],0
s1,1,0.060656,3.519361,[  8 116] ; [ 5 24],[ 10.53594771 113.46405229] ; [ 2.46405229 26.53594771],0
n4,1,0.090142,2.871834,[69 56] ; [21  8],[73.05194805 51.94805195] ; [16.94805195 12.05194805],0
a2,1,0.110262,2.550466,[30 96] ; [ 3 26],[26.82580645 99.17419355] ; [ 6.17419355 22.82580645],0
p6,1,0.117659,2.448215,[24 99] ; [ 2 26],[ 21.17880795 101.82119205] ; [ 4.82119205 23.17880795],0
v3,1,0.123907,2.367228,[38 82] ; [ 5 24],[34.63087248 85.36912752] ; [ 8.36912752 20.63087248],0
a3,1,0.130363,2.288172,[81 43] ; [14 14],[77.5 46.5] ; [17.5 10.5],0
s4,1,0.173154,1.855419,[27 99] ; [ 3 26],[ 24.38709677 101.61290323] ; [ 5.61290323 23.38709677],0
a4,1,0.176752,1.824721,[53 72] ; [ 8 20],[49.83660131 75.16339869] ; [11.16339869 16.83660131],0
v1,1,0.195989,1.672018,[46 79] ; [ 7 22],[43.01948052 81.98051948] ; [ 9.98051948 19.01948052],0
b1,1,0.251955,1.312433,[59 67] ; [17 12],[61.78064516 64.21935484] ; [14.21935484 14.78064516],0
n5,1,0.309038,1.034782,[74 52] ; [20  9],[76.41290323 49.58709677] ; [17.58709677 11.41290323],0
b2,1,0.379386,0.77269,[19 40] ; [ 9 12],[20.65 38.35] ; [ 7.35 13.65],0
b3,1,0.379386,0.77269,[19 40] ; [ 9 12],[20.65 38.35] ; [ 7.35 13.65],0
n1,1,0.584665,0.298753,[19 37] ; [ 7 10],[19.94520548 36.05479452] ; [ 6.05479452 10.94520548],0
b4,1,0.747739,0.103441,[65 61] ; [14 15],[64.21935484 61.78064516] ; [14.78064516 14.21935484],0
d2,1,0.851656,0.034971,[56 69] ; [12 16],[55.55555556 69.44444444] ; [12.44444444 15.55555556],0
p5,1,0.915899,0.011152,[  5 120] ; [ 1 27],[  4.90196078 120.09803922] ; [ 1.09803922 26.90196078],0
a8,1,0.965762,0.001842,[ 12 101] ; [ 3 26],[ 11.93661972 101.06338028] ; [ 3.06338028 25.93661972],0
