Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,80.837312,[82 23] ; [ 7 66],[52.5 52.5] ; [36.5 36.5],1
d4,1,0.0,46.924829,[104   1] ; [43 29],[87.20338983 17.79661017] ; [59.79661017 12.20338983],1
d3,1,0.0,44.784804,[93 13] ; [29 43],[72.65168539 33.34831461] ; [49.34831461 22.65168539],1
a2,1,0.0,33.507962,[41 65] ; [ 1 72],[24.87150838 81.12849162] ; [17.12849162 55.87150838],1
a4,1,0.0,31.803287,[61 45] ; [11 61],[42.87640449 63.12359551] ; [29.12359551 42.87640449],1
u1,1,3e-06,21.89759,[30 76] ; [ 1 72],[18.3575419 87.6424581] ; [12.6424581 60.3575419],1
a3,1,0.001845,9.697336,[87 19] ; [44 28],[78.01123596 27.98876404] ; [52.98876404 19.01123596],0
a6,1,0.006731,7.343438,[82 24] ; [42 30],[73.84269663 32.15730337] ; [50.15730337 21.84269663],0
b5,1,0.009527,6.721356,[63 43] ; [29 44],[54.48044693 51.51955307] ; [37.51955307 35.48044693],0
a5,1,0.009904,6.652144,[86 20] ; [46 26],[78.60674157 27.39325843] ; [53.39325843 18.60674157],0
s8,1,0.010921,6.478206,[47 58] ; [19 54],[38.93258427 66.06741573] ; [27.06741573 45.93258427],0
a7,1,0.053575,3.725894,[86 19] ; [50 22],[80.6779661 24.3220339] ; [55.3220339 16.6779661],0
p5,1,0.055343,3.67171,[  4 102] ; [ 8 64],[ 7.14606742 98.85393258] ; [ 4.85393258 67.14606742],0
n4,1,0.076554,3.13659,[82 24] ; [47 25],[76.82022472 29.17977528] ; [52.17977528 19.82022472],0
p9,1,0.081141,3.041907,[87 18] ; [51 20],[82.32954545 22.67045455] ; [55.67045455 15.32954545],0
u3,1,0.087099,2.927193,[12  7] ; [11 18],[9.10416667 9.89583333] ; [13.89583333 15.10416667],0
r2,1,0.109465,2.561921,[101   4] ; [65  7],[98.47457627  6.52542373] ; [67.52542373  4.47457627],0
s4,1,0.116771,2.460102,[23 83] ; [ 9 63],[19.05617978 86.94382022] ; [12.94382022 59.05617978],0
v3,1,0.174927,1.840206,[53 50] ; [30 43],[48.57386364 54.42613636] ; [34.42613636 38.57386364],0
b1,1,0.181064,1.788871,[36 70] ; [32 41],[40.26815642 65.73184358] ; [27.73184358 45.26815642],0
a8,1,0.20633,1.596995,[13 81] ; [ 5 62],[10.50931677 83.49068323] ; [ 7.49068323 59.50931677],0
b2,1,0.227598,1.455807,[26 46] ; [ 8 25],[23.31428571 48.68571429] ; [10.68571429 22.31428571],0
