Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,113.397861,[383   4] ; [14 10],[373.81751825  13.18248175] ; [23.18248175  0.81751825],1
v4,1,0.0,94.457462,[385   4] ; [16  9],[376.78502415  12.21497585] ; [24.21497585  0.78502415],1
r1,1,0.0,50.438609,[338  49] ; [ 9 17],[325.15496368  61.84503632] ; [21.84503632  4.15496368],1
r3,1,0.0,38.065215,[382   7] ; [19  6],[376.78502415  12.21497585] ; [24.21497585  0.78502415],1
p10,1,0.001429,10.168527,[342  43] ; [16  8],[336.99266504  48.00733496] ; [21.00733496  2.99266504],0
a7,1,0.00366,8.445392,[294  94] ; [13 13],[287.71980676 100.28019324] ; [19.28019324  6.71980676],0
p8,1,0.006093,7.522615,[235 145] ; [ 9 17],[228.37438424 151.62561576] ; [15.62561576 10.37438424],0
n5,1,0.007745,7.091441,[341  48] ; [18  8],[336.50843373  52.49156627] ; [22.49156627  3.50843373],0
b1,1,0.015428,5.866925,[133 256] ; [15 11],[138.72771084 250.27228916] ; [ 9.27228916 16.72771084],0
n4,1,0.019743,5.43449,[334  54] ; [18  8],[329.89371981  58.10628019] ; [22.10628019  3.89371981],0
p9,1,0.022877,5.177834,[348  37] ; [19  6],[344.62195122  40.37804878] ; [22.37804878  2.62195122],0
v3,1,0.02522,5.008706,[202 176] ; [ 8 18],[196.48514851 181.51485149] ; [13.51485149 12.48514851],0
p7,1,0.0345,4.469753,[271 106] ; [13 12],[266.33830846 110.66169154] ; [17.66169154  7.33830846],0
s5,1,0.038932,4.263832,[152 220] ; [ 5 20],[147.11335013 224.88664987] ; [ 9.88664987 15.11335013],0
s3,1,0.046656,3.95775,[223 160] ; [ 9 15],[218.31941032 164.68058968] ; [13.68058968 10.31941032],0
s7,1,0.057422,3.610309,[204 166] ; [ 8 15],[199.59287532 170.40712468] ; [12.40712468 10.59287532],0
d1,1,0.068041,3.329656,[249 140] ; [12 14],[244.64819277 144.35180723] ; [16.35180723  9.64819277],0
s8,1,0.075709,3.154688,[202 182] ; [ 9 17],[197.6195122 186.3804878] ; [13.3804878 12.6195122],0
d2,1,0.080398,3.056828,[203 185] ; [ 9 17],[198.68599034 189.31400966] ; [13.31400966 12.68599034],0
p4,1,0.089948,2.875297,[270 117] ; [14 12],[266.12106538 120.87893462] ; [17.87893462  8.12106538],0
s2,1,0.110048,2.553529,[216 167] ; [10 15],[212.15196078 170.84803922] ; [13.84803922 11.15196078],0
s6,1,0.172699,1.859355,[279  99] ; [16 10],[276.01485149 101.98514851] ; [18.98514851  7.01485149],0
s1,1,0.175161,1.83821,[ 11 372] ; [ 2 24],[ 12.17359413 370.82640587] ; [ 0.82640587 25.17359413],0
u3,1,0.197234,1.662741,[59 38] ; [3 5],[57.27619048 39.72380952] ; [4.72380952 3.27619048],0
a5,1,0.231562,1.431243,[308  81] ; [18  8],[305.57590361  83.42409639] ; [20.42409639  5.57590361],0
