Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.457688,[74  9] ; [ 7 16],[63.4245283 19.5754717] ; [17.5754717  5.4245283],1
r3,1,8e-06,19.823505,[76  7] ; [12 11],[68.90566038 14.09433962] ; [19.09433962  3.90566038],1
r2,1,9.3e-05,15.273498,[81  2] ; [16  6],[76.67619048  6.32380952] ; [20.32380952  1.67619048],1
p2,1,0.000215,13.69497,[54 29] ; [ 5 18],[46.19811321 36.80188679] ; [12.80188679 10.19811321],1
v4,1,0.003165,8.710069,[74  8] ; [15  8],[69.5047619 12.4952381] ; [19.4952381  3.5047619],0
n4,1,0.004077,8.249185,[65 18] ; [11 12],[59.50943396 23.49056604] ; [16.49056604  6.50943396],0
s1,1,0.008192,6.99105,[ 4 78] ; [ 5 17],[ 7.09615385 74.90384615] ; [ 1.90384615 20.09615385],0
a3,1,0.094555,2.795057,[57 25] ; [20  3],[60.13333333 21.86666667] ; [16.86666667  6.13333333],0
p11,1,0.099049,2.720796,[45 38] ; [ 8 15],[41.5 41.5] ; [11.5 11.5],0
n1,1,0.09907,2.720455,[14 14] ; [2 8],[11.78947368 16.21052632] ; [4.21052632 5.78947368],0
v3,1,0.107783,2.586432,[28 52] ; [ 4 19],[24.85436893 55.14563107] ; [ 7.14563107 15.85436893],0
b4,1,0.122911,2.379829,[51 32] ; [10 13],[47.76415094 35.23584906] ; [13.23584906  9.76415094],0
p10,1,0.133479,2.251566,[23 58] ; [ 3 20],[20.25 60.75] ; [ 5.75 17.25],0
n3,1,0.168668,1.894741,[17  9] ; [5 7],[15.05263158 10.94736842] ; [6.94736842 5.05263158],0
n6,1,0.195917,1.672556,[54 29] ; [11 11],[51.38095238 31.61904762] ; [13.61904762  8.38095238],0
v1,1,0.223177,1.483826,[37 46] ; [ 7 16],[34.45283019 48.54716981] ; [ 9.54716981 13.45283019],0
n2,1,0.251326,1.315915,[20  9] ; [6 6],[18.3902439 10.6097561] ; [7.6097561 4.3902439],0
p3,1,0.261805,1.259185,[29 53] ; [ 5 17],[26.80769231 55.19230769] ; [ 7.19230769 14.80769231],0
a7,1,0.276143,1.185975,[57 26] ; [13 10],[54.81132075 28.18867925] ; [15.18867925  7.81132075],0
s6,1,0.301242,1.068689,[38 43] ; [ 8 15],[35.82692308 45.17307692] ; [10.17307692 12.82692308],0
b5,1,0.30995,1.030888,[46 37] ; [10 13],[43.8490566 39.1509434] ; [12.1509434 10.8490566],0
a1,1,0.376022,0.783667,[ 6 77] ; [ 3 20],[ 7.04716981 75.95283019] ; [ 1.95283019 21.04716981],0
d2,1,0.378279,0.776287,[48 35] ; [15  7],[49.8 33.2] ; [13.2  8.8],0
p8,1,0.379052,0.773773,[31 52] ; [ 6 16],[29.24761905 53.75238095] ; [ 7.75238095 14.24761905],0
d4,1,0.393471,0.72819,[68 15] ; [17  6],[66.55660377 16.44339623] ; [18.44339623  4.55660377],0
a4,1,0.402752,0.700093,[44 38] ; [14  8],[45.73076923 36.26923077] ; [12.26923077  9.73076923],0
d5,1,0.419773,0.650951,[66 17] ; [20  3],[67.33962264 15.66037736] ; [18.66037736  4.33962264],0
u1,1,0.419773,0.650951,[17 66] ; [ 3 20],[15.66037736 67.33962264] ; [ 4.33962264 18.66037736],0
a2,1,0.429766,0.623455,[25 58] ; [ 5 18],[23.49056604 59.50943396] ; [ 6.50943396 16.49056604],0
s7,1,0.445415,0.582294,[25 52] ; [ 5 16],[23.57142857 53.42857143] ; [ 6.42857143 14.57142857],0
u3,1,0.500802,0.453236,[14 12] ; [1 2],[13.44827586 12.55172414] ; [1.55172414 1.44827586],0
b1,1,0.52324,0.407501,[48 35] ; [15  8],[49.33018868 33.66981132] ; [13.66981132  9.33018868],0
n5,1,0.555739,0.347136,[49 34] ; [12 11],[47.76415094 35.23584906] ; [13.23584906  9.76415094],0
p5,1,0.59291,0.285822,[ 2 81] ; [ 1 21],[ 2.37142857 80.62857143] ; [ 0.62857143 21.37142857],0
s8,1,0.616617,0.250651,[18 63] ; [ 4 19],[17.13461538 63.86538462] ; [ 4.86538462 18.13461538],0
a6,1,0.628217,0.234487,[57 26] ; [17  6],[57.94339623 25.05660377] ; [16.05660377  6.94339623],0
v2,1,0.682774,0.16702,[36 46] ; [ 9 14],[35.14285714 46.85714286] ; [ 9.85714286 13.14285714],0
s5,1,0.772061,0.083914,[17 64] ; [ 4 18],[16.51456311 64.48543689] ; [ 4.48543689 17.51456311],0
p7,1,0.793575,0.068472,[35 48] ; [ 9 14],[34.45283019 48.54716981] ; [ 9.54716981 13.45283019],0
d1,1,0.793575,0.068472,[48 35] ; [14  9],[48.54716981 34.45283019] ; [13.45283019  9.54716981],0
p1,1,0.825696,0.048499,[ 6 76] ; [ 2 21],[ 6.24761905 75.75238095] ; [ 1.75238095 21.24761905],0
b2,1,0.831399,0.04533,[17 35] ; [5 9],[17.33333333 34.66666667] ; [4.66666667 9.33333333],0
b3,1,0.831399,0.04533,[17 35] ; [5 9],[17.33333333 34.66666667] ; [4.66666667 9.33333333],0
d3,1,0.838931,0.041315,[56 27] ; [15  8],[55.59433962 27.40566038] ; [15.40566038  7.59433962],0
s3,1,0.844217,0.038613,[38 45] ; [10 13],[37.58490566 45.41509434] ; [10.41509434 12.58490566],0
p6,1,0.88948,0.019311,[12 69] ; [ 3 19],[11.7961165 69.2038835] ; [ 3.2038835 18.7961165],0
s2,1,0.896715,0.016851,[27 54] ; [ 8 15],[27.25961538 53.74038462] ; [ 7.74038462 15.25961538],0
s4,1,0.928842,0.007975,[10 71] ; [ 3 20],[10.125 70.875] ; [ 2.875 20.125],0
p4,1,0.971096,0.001313,[36 46] ; [10 13],[35.92380952 46.07619048] ; [10.07619048 12.92380952],0
