Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,33.408926,[93  8] ; [ 9 13],[83.75609756 17.24390244] ; [18.24390244  3.75609756],1
s8,1,0.00484,7.938322,[60 41] ; [ 7 18],[53.70634921 47.29365079] ; [13.29365079 11.70634921],0
s6,1,0.005073,7.853063,[90 10] ; [17  8],[85.6 14.4] ; [21.4  3.6],0
r4,1,0.005133,7.832141,[94  8] ; [18  7],[89.95275591 12.04724409] ; [22.04724409  2.95275591],0
b3,1,0.010145,6.60919,[28 28] ; [ 4 18],[22.97435897 33.02564103] ; [ 9.02564103 12.97435897],0
b2,1,0.010145,6.60919,[28 28] ; [ 4 18],[22.97435897 33.02564103] ; [ 9.02564103 12.97435897],0
v4,1,0.012051,6.303368,[96  3] ; [21  4],[93.41129032  5.58870968] ; [23.58870968  1.41129032],0
n6,1,0.018857,5.514706,[90 10] ; [18  7],[86.4 13.6] ; [21.6  3.4],0
s2,1,0.029932,4.713196,[75 26] ; [13 12],[70.53968254 30.46031746] ; [17.46031746  7.53968254],0
u3,1,0.036934,4.353432,[18 10] ; [3 8],[15.07692308 12.92307692] ; [5.92307692 5.07692308],0
a8,1,0.03794,4.307692,[10 81] ; [ 6 15],[13. 78.] ; [ 3. 18.],0
r3,1,0.045936,3.983947,[96  5] ; [20  4],[93.728  7.272] ; [22.272  1.728],0
a5,1,0.052644,3.755194,[77 25] ; [14 11],[73.08661417 28.91338583] ; [17.91338583  7.08661417],0
p6,1,0.066655,3.363521,[35 65] ; [ 4 21],[31.2 68.8] ; [ 7.8 17.2],0
s7,1,0.077357,3.119575,[64 37] ; [11 14],[60.11904762 40.88095238] ; [14.88095238 10.11904762],0
p8,1,0.081876,3.02726,[44 55] ; [ 6 18],[40.24390244 58.75609756] ; [ 9.75609756 14.24390244],0
p11,1,0.095541,2.778435,[78 24] ; [15 10],[74.69291339 27.30708661] ; [18.30708661  6.69291339],0
p7,1,0.127559,2.321961,[61 36] ; [11 13],[57.71900826 39.28099174] ; [14.28099174  9.71900826],0
p2,1,0.143044,2.144907,[83 19] ; [17  8],[80.31496063 21.68503937] ; [19.68503937  5.31496063],0
s3,1,0.153871,2.033448,[71 26] ; [14 10],[68.14049587 28.85950413] ; [16.85950413  7.14049587],0
v1,1,0.163514,1.941424,[58 43] ; [10 14],[54.944 46.056] ; [13.056 10.944],0
a7,1,0.172161,1.864023,[74 28] ; [14 10],[71.23809524 30.76190476] ; [16.76190476  7.23809524],0
a3,1,0.172161,1.864023,[74 28] ; [14 10],[71.23809524 30.76190476] ; [16.76190476  7.23809524],0
p12,1,0.210855,1.565549,[13 89] ; [ 1 24],[11.24409449 90.75590551] ; [ 2.75590551 22.24409449],0
d2,1,0.289613,1.121418,[51 50] ; [15  9],[53.328 47.672] ; [12.672 11.328],0
n5,1,0.319239,0.992063,[74 26] ; [16  9],[72. 28.] ; [18.  7.],0
u2,1,0.322386,0.979244,[13 14] ; [3 7],[11.67567568 15.32432432] ; [4.32432432 5.67567568],0
d3,1,0.366504,0.815482,[67 35] ; [14 11],[65.05511811 36.94488189] ; [15.94488189  9.05511811],0
d1,1,0.374354,0.789159,[59 43] ; [12 13],[57.02362205 44.97637795] ; [13.97637795 11.02362205],0
r2,1,0.409718,0.679619,[95  4] ; [23  2],[94.20967742  4.79032258] ; [23.79032258  1.20967742],0
b5,1,0.418196,0.65538,[52 50] ; [15 10],[53.81102362 48.18897638] ; [13.18897638 11.81102362],0
p1,1,0.467119,0.528784,[ 8 94] ; [ 3 21],[ 8.9047619 93.0952381] ; [ 2.0952381 21.9047619],0
d5,1,0.467136,0.528744,[84 18] ; [19  6],[82.72440945 19.27559055] ; [20.27559055  4.72440945],0
p4,1,0.492749,0.470519,[44 57] ; [ 9 16],[42.48412698 58.51587302] ; [10.51587302 14.48412698],0
b4,1,0.50488,0.444663,[62 40] ; [17  8],[63.4488189 38.5511811] ; [15.5511811  9.4488189],0
a6,1,0.536262,0.382512,[60 42] ; [13 12],[58.62992126 43.37007874] ; [14.37007874 10.62992126],0
s4,1,0.553478,0.351124,[30 70] ; [ 6 19],[28.8 71.2] ; [ 7.2 17.8],0
v3,1,0.597376,0.278972,[34 65] ; [10 15],[35.12903226 63.87096774] ; [ 8.87096774 16.12903226],0
n4,1,0.651059,0.204567,[74 28] ; [17  8],[73.08661417 28.91338583] ; [17.91338583  7.08661417],0
v2,1,0.690927,0.158084,[50 47] ; [14 11],[50.8852459 46.1147541] ; [13.1147541 11.8852459],0
a2,1,0.706354,0.141946,[24 78] ; [ 5 20],[23.29133858 78.70866142] ; [ 5.70866142 19.29133858],0
a4,1,0.716949,0.131435,[49 53] ; [11 14],[48.18897638 53.81102362] ; [11.81102362 13.18897638],0
n1,1,0.749085,0.102302,[14 18] ; [3 5],[13.6 18.4] ; [3.4 4.6],0
p5,1,0.782284,0.076366,[10 92] ; [ 2 23],[ 9.63779528 92.36220472] ; [ 2.36220472 22.63779528],0
n3,1,0.821233,0.051058,[22  9] ; [6 2],[22.25641026  8.74358974] ; [5.74358974 2.25641026],0
a1,1,0.848919,0.03629,[ 5 97] ; [ 1 24],[ 4.81889764 97.18110236] ; [ 1.18110236 23.81889764],0
u1,1,0.870852,0.026431,[15 87] ; [ 4 21],[15.25984252 86.74015748] ; [ 3.74015748 21.25984252],0
d4,1,0.905865,0.013984,[86 16] ; [20  4],[85.80952381 16.19047619] ; [20.19047619  3.80952381],0
b1,1,0.947275,0.004373,[36 66] ; [ 9 16],[36.14173228 65.85826772] ; [ 8.85826772 16.14173228],0
r1,1,0.982266,0.000494,[81 20] ; [20  5],[80.96031746 20.03968254] ; [20.03968254  4.96031746],0
n2,1,1.0,0.0,[24  8] ; [6 2],[24.  8.] ; [6. 2.],0
