Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,71.657395,[2 7] ; [278  14],[8.37209302 0.62790698] ; [271.62790698  20.37209302],1
r2,1,0.0,25.815462,[6 3] ; [283   7],[8.69899666 0.30100334] ; [280.30100334   9.69899666],1
v4,1,6e-05,16.105294,[7 2] ; [286   5],[8.79 0.21] ; [284.21   6.79],1
p2,1,0.001084,10.678299,[4 4] ; [257  33],[7.00671141 0.99328859] ; [253.99328859  36.00671141],0
b1,1,0.001776,9.768234,[8 1] ; [109 183],[3.49833887 5.50166113] ; [113.50166113 178.49833887],0
n6,1,0.002551,9.103448,[5 4] ; [256  32],[7.90909091 1.09090909] ; [253.09090909  34.90909091],0
r1,1,0.004508,8.06689,[5 4] ; [255  35],[7.82608696 1.17391304] ; [252.17391304  37.82608696],0
p11,1,0.031868,4.60556,[5 4] ; [243  49],[7.41528239 1.58471761] ; [240.58471761  51.41528239],0
s8,1,0.047968,3.911111,[2 7] ; [160 128],[4.90909091 4.09090909] ; [157.09090909 130.90909091],0
p4,1,0.05686,3.626689,[4 5] ; [211  77],[6.51515152 2.48484848] ; [208.48484848  79.51515152],0
a4,1,0.072459,3.226422,[8 1] ; [172 119],[5.4 3.6] ; [174.6 116.4],0
s1,1,0.078741,3.090702,[1 8] ; [  6 282],[0.21212121 8.78787879] ; [  6.78787879 281.21212121],0
p5,1,0.096481,2.762765,[3 5] ; [ 45 244],[1.29292929 6.70707071] ; [ 46.70707071 242.29292929],0
p7,1,0.103081,2.657219,[3 4] ; [201  81],[4.94117647 2.05882353] ; [199.05882353  82.94117647],0
s3,1,0.117364,2.452145,[3 6] ; [170 116],[5.2779661 3.7220339] ; [167.7220339 118.2779661],0
n3,1,0.162226,1.953354,[2 3] ; [36 15],[3.39285714 1.60714286] ; [34.60714286 16.39285714],0
n5,1,0.163173,1.944573,[6 3] ; [244  46],[7.52508361 1.47491639] ; [242.47491639  47.52508361],0
v2,1,0.221987,1.49148,[5 4] ; [209  74],[6.59589041 2.40410959] ; [207.40410959  75.59589041],0
a6,1,0.223535,1.48153,[5 4] ; [214  76],[6.59197324 2.40802676] ; [212.40802676  77.59197324],0
s6,1,0.224192,1.477333,[5 4] ; [211  75],[6.58983051 2.41016949] ; [209.41016949  76.58983051],0
p9,1,0.224369,1.476204,[7 2] ; [258  28],[8.08474576 0.91525424] ; [256.91525424  29.08474576],0
b3,1,0.271478,1.209266,[1 4] ; [ 85 105],[2.20512821 2.79487179] ; [ 83.79487179 106.20512821],0
b2,1,0.271478,1.209266,[1 4] ; [ 85 105],[2.20512821 2.79487179] ; [ 83.79487179 106.20512821],0
p12,1,0.302566,1.062849,[2 7] ; [ 32 256],[1.03030303 7.96969697] ; [ 32.96969697 255.03030303],0
s2,1,0.346873,0.884865,[4 5] ; [173 115],[5.36363636 3.63636364] ; [171.63636364 116.36363636],0
p6,1,0.383933,0.758072,[3 6] ; [136 147],[4.28424658 4.71575342] ; [134.71575342 148.28424658],0
p10,1,0.415132,0.664054,[7 2] ; [250  37],[7.81418919 1.18581081] ; [249.18581081  37.81418919],0
n2,1,0.416976,0.658824,[3 2] ; [39 12],[3.75 1.25] ; [38.25 12.75],0
a1,1,0.431374,0.619121,[1 8] ; [ 15 277],[0.47840532 8.52159468] ; [ 15.52159468 276.47840532],0
a7,1,0.450662,0.568987,[6 3] ; [226  66],[6.93687708 2.06312292] ; [225.06312292  66.93687708],0
n1,1,0.469165,0.523942,[3 2] ; [22 29],[2.23214286 2.76785714] ; [22.76785714 28.23214286],0
s5,1,0.50138,0.452013,[3 6] ; [125 155],[3.98615917 5.01384083] ; [124.01384083 155.98615917],0
s4,1,0.577715,0.309943,[2 7] ; [ 44 242],[1.40338983 7.59661017] ; [ 44.59661017 241.40338983],0
a2,1,0.586554,0.295758,[4 5] ; [104 188],[3.22923588 5.77076412] ; [104.77076412 187.22923588],0
a3,1,0.597756,0.278394,[8 1] ; [238  52],[7.40468227 1.59531773] ; [238.59531773  51.40468227],0
n4,1,0.605164,0.267278,[7 2] ; [245  46],[7.56 1.44] ; [244.44  46.56],0
p8,1,0.641999,0.216138,[5 4] ; [180 105],[5.66326531 3.33673469] ; [179.33673469 105.66326531],0
u1,1,0.668589,0.183257,[2 7] ; [ 84 208],[2.57142857 6.42857143] ; [ 83.42857143 208.57142857],0
b4,1,0.699244,0.149259,[6 3] ; [176 116],[5.44186047 3.55813953] ; [176.55813953 115.44186047],0
d2,1,0.722419,0.126187,[7 2] ; [210  80],[6.53177258 2.46822742] ; [210.46822742  79.53177258],0
s7,1,0.762198,0.091564,[4 4] ; [154 124],[4.41958042 3.58041958] ; [153.58041958 124.41958042],0
p1,1,0.852325,0.034653,[1 8] ; [ 27 264],[0.84 8.16] ; [ 27.16 263.84],0
b5,1,0.855211,0.033297,[6 3] ; [186 106],[5.74086379 3.25913621] ; [186.25913621 105.74086379],0
p3,1,0.920964,0.009845,[5 3] ; [175 113],[4.86486486 3.13513514] ; [175.13513514 112.86486486],0
v3,1,0.998098,6e-06,[5 4] ; [154 123],[5.0034965 3.9965035] ; [153.9965035 123.0034965],0
