Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,88.730651,[232  18] ; [19 30],[209.86622074  40.13377926] ; [41.13377926  7.86622074],1
p10,1,0.0,37.592062,[228  19] ; [28 19],[215.07482993  31.92517007] ; [40.92517007  6.07482993],1
n6,1,0.0,34.618638,[231  18] ; [30 18],[218.81818182  30.18181818] ; [42.18181818  5.81818182],1
p7,1,5e-06,20.882911,[182  58] ; [20 27],[168.91986063  71.08013937] ; [33.08013937 13.91986063],1
p4,1,6e-06,20.53185,[192  55] ; [22 26],[179.17966102  67.82033898] ; [34.82033898 13.17966102],1
p11,1,1.6e-05,18.653296,[217  33] ; [30 19],[206.52173913  43.47826087] ; [40.47826087  8.52173913],1
p9,1,1.7e-05,18.484944,[229  17] ; [34 13],[220.81228669  25.18771331] ; [42.18771331  4.81228669],1
p8,1,0.000235,13.530583,[165  79] ; [19 29],[153.75342466  90.24657534] ; [30.24657534 17.75342466],1
r4,1,0.000346,12.805629,[239  11] ; [40  9],[233.27759197  16.72240803] ; [45.72240803  3.27759197],1
s1,1,0.003543,8.504548,[  3 243] ; [ 4 45],[  5.83728814 240.16271186] ; [ 1.16271186 47.83728814],0
p3,1,0.013012,6.16751,[158  89] ; [21 26],[150.38435374  96.61564626] ; [28.61564626 18.38435374],0
p5,1,0.014928,5.924944,[ 46 202] ; [ 2 45],[ 40.35254237 207.64745763] ; [ 7.64745763 39.35254237],0
p2,1,0.017125,5.683564,[222  26] ; [37 11],[217.  31.] ; [42.  6.],0
s8,1,0.038923,4.264229,[140 106] ; [20 29],[133.42372881 112.57627119] ; [26.57627119 22.42372881],0
p6,1,0.051646,3.787196,[123 121] ; [16 30],[116.95172414 127.04827586] ; [22.04827586 23.95172414],0
v4,1,0.055567,3.664998,[246   4] ; [46  3],[244.14715719   5.85284281] ; [47.85284281  1.14715719],0
s6,1,0.069352,3.298283,[185  61] ; [30 18],[179.89795918  66.10204082] ; [35.10204082 12.89795918],0
s3,1,0.071893,3.239268,[149  96] ; [23 26],[143.33333333 101.66666667] ; [28.66666667 20.33333333],0
u1,1,0.078741,3.0907,[ 77 173] ; [ 9 40],[ 71.90635452 178.09364548] ; [14.09364548 34.90635452],0
p12,1,0.088698,2.897838,[ 32 216] ; [ 2 45],[ 28.58305085 219.41694915] ; [ 5.41694915 41.58305085],0
v3,1,0.099572,2.712391,[138 101] ; [20 25],[132.96478873 106.03521127] ; [25.03521127 19.96478873],0
b3,1,0.117848,2.445692,[70 99] ; [14 10],[73.55440415 95.44559585] ; [10.44559585 13.55440415],0
b2,1,0.117848,2.445692,[70 99] ; [14 10],[73.55440415 95.44559585] ; [10.44559585 13.55440415],0
s7,1,0.123326,2.374559,[136 103] ; [20 25],[131.28169014 107.71830986] ; [24.71830986 20.28169014],0
s5,1,0.136356,2.218603,[110 130] ; [16 31],[105.36585366 134.63414634] ; [20.63414634 26.36585366],0
r3,1,0.163173,1.944573,[244   6] ; [46  3],[242.47491639   7.52508361] ; [47.52508361  1.47491639],0
a3,1,0.183724,1.767242,[207  41] ; [37 12],[203.74410774  44.25589226] ; [40.25589226  8.74410774],0
s2,1,0.195169,1.678163,[150  96] ; [25 24],[145.93220339 100.06779661] ; [29.06779661 19.93220339],0
r1,1,0.230567,1.437359,[219  30] ; [40  9],[216.41275168  32.58724832] ; [42.58724832  6.41275168],0
r2,1,0.241923,1.369353,[241   7] ; [46  3],[239.64983165   8.35016835] ; [47.35016835  1.64983165],0
a1,1,0.260146,1.267979,[ 15 235] ; [ 1 48],[ 13.37792642 236.62207358] ; [ 2.62207358 46.37792642],0
u2,1,0.287789,1.129935,[25 18] ; [9 3],[26.58181818 16.41818182] ; [7.41818182 4.58181818],0
n2,1,0.307398,1.041821,[32  9] ; [9 5],[30.56363636 10.43636364] ; [10.43636364  3.56363636],0
b5,1,0.380034,0.770593,[157  93] ; [34 15],[159.69899666  90.30100334] ; [31.30100334 17.69899666],0
d2,1,0.387467,0.746876,[182  66] ; [33 16],[179.52861953  68.47138047] ; [35.47138047 13.52861953],0
