Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.003998,8.284892,[50 10] ; [14 12],[44.65116279 15.34883721] ; [19.34883721  6.65116279],0
b1,1,0.011069,6.45422,[19 43] ; [16 11],[24.38202247 37.61797753] ; [10.61797753 16.38202247],0
v4,1,0.017256,5.670112,[57  2] ; [22  5],[54.19767442  4.80232558] ; [24.80232558  2.19767442],0
p4,1,0.02852,4.796366,[28 34] ; [19  8],[32.74157303 29.25842697] ; [14.25842697 12.74157303],0
p9,1,0.053318,3.733928,[49 13] ; [16 11],[45.28089888 16.71910112] ; [19.71910112  7.28089888],0
u2,1,0.079523,3.074616,[13 19] ; [ 2 12],[10.43478261 21.56521739] ; [4.56521739 9.43478261],0
b4,1,0.099425,2.714738,[37 25] ; [11 16],[33.43820225 28.56179775] ; [14.56179775 12.43820225],0
r3,1,0.108004,2.583186,[59  3] ; [23  4],[57.12359551  4.87640449] ; [24.87640449  2.12359551],0
p8,1,0.110734,2.543715,[28 34] ; [ 7 19],[24.65909091 37.34090909] ; [10.34090909 15.65909091],0
r2,1,0.11358,2.503694,[58  3] ; [23  4],[56.14772727  4.85227273] ; [24.85227273  2.14772727],0
p2,1,0.222713,1.486802,[50 11] ; [19  8],[47.82954545 13.17045455] ; [21.17045455  5.82954545],0
d2,1,0.253422,1.304341,[16 46] ; [ 4 23],[13.93258427 48.06741573] ; [ 6.06741573 20.93258427],0
a8,1,0.259795,1.269852,[ 6 50] ; [ 5 20],[ 7.60493827 48.39506173] ; [ 3.39506173 21.60493827],0
n2,1,0.264616,1.244444,[14  1] ; [7 2],[13.125  1.875] ; [7.875 1.125],0
u3,1,0.300723,1.070986,[13 19] ; [8 6],[14.60869565 17.39130435] ; [6.39130435 7.60869565],0
n1,1,0.310557,1.028307,[6 8] ; [2 7],[4.86956522 9.13043478] ; [3.13043478 5.86956522],0
b2,1,0.347862,0.881243,[ 8 35] ; [ 1 12],[ 6.91071429 36.08928571] ; [ 2.08928571 10.91071429],0
b3,1,0.347862,0.881243,[ 8 35] ; [ 1 12],[ 6.91071429 36.08928571] ; [ 2.08928571 10.91071429],0
r4,1,0.358703,0.842429,[55  7] ; [22  5],[53.64044944  8.35955056] ; [23.35955056  3.64044944],0
s6,1,0.364894,0.820978,[45 16] ; [16  9],[43.26744186 17.73255814] ; [17.73255814  7.26744186],0
n5,1,0.376291,0.782785,[49 13] ; [19  8],[47.37078652 14.62921348] ; [20.62921348  6.37078652],0
v3,1,0.395987,0.720477,[20 41] ; [11 15],[21.73563218 39.26436782] ; [ 9.26436782 16.73563218],0
r1,1,0.413209,0.66955,[43 18] ; [16 10],[41.36781609 19.63218391] ; [17.63218391  8.36781609],0
n4,1,0.4183,0.655087,[48 14] ; [18  8],[46.5 15.5] ; [19.5  6.5],0
s1,1,0.434284,0.611339,[ 4 57] ; [ 3 23],[ 4.90804598 56.09195402] ; [ 2.09195402 23.90804598],0
s4,1,0.456628,0.554148,[16 46] ; [ 5 22],[14.62921348 47.37078652] ; [ 6.37078652 20.62921348],0
a6,1,0.470006,0.521962,[35 27] ; [13 14],[33.43820225 28.56179775] ; [14.56179775 12.43820225],0
p6,1,0.505719,0.442914,[18 44] ; [ 6 21],[16.71910112 45.28089888] ; [ 7.28089888 19.71910112],0
p1,1,0.509996,0.434075,[ 8 53] ; [ 5 22],[ 9.01136364 51.98863636] ; [ 3.98863636 23.01136364],0
p3,1,0.526589,0.400969,[27 34] ; [10 17],[25.64772727 35.35227273] ; [11.35227273 15.64772727],0
s5,1,0.549675,0.357899,[15 46] ; [ 8 18],[16.12643678 44.87356322] ; [ 6.87356322 19.12643678],0
s8,1,0.561073,0.33785,[28 34] ; [14 13],[29.25842697 32.74157303] ; [12.74157303 14.25842697],0
a7,1,0.566657,0.328309,[35 27] ; [17 10],[36.2247191 25.7752809] ; [15.7752809 11.2247191],0
s7,1,0.622861,0.241867,[33 26] ; [12 12],[31.98795181 27.01204819] ; [13.01204819 10.98795181],0
a4,1,0.641192,0.217186,[14 47] ; [ 5 22],[13.17045455 47.82954545] ; [ 5.82954545 21.17045455],0
v2,1,0.676173,0.174466,[23 35] ; [12 15],[23.88235294 34.11764706] ; [11.11764706 15.88235294],0
b5,1,0.731959,0.117321,[32 30] ; [15 12],[32.74157303 29.25842697] ; [14.25842697 12.74157303],0
d5,1,0.731959,0.117321,[30 32] ; [12 15],[29.25842697 32.74157303] ; [12.74157303 14.25842697],0
s2,1,0.733758,0.115689,[39 23] ; [18  9],[39.70786517 22.29213483] ; [17.29213483  9.70786517],0
n6,1,0.781909,0.076636,[52 10] ; [22  5],[51.5505618 10.4494382] ; [22.4494382  4.5505618],0
p5,1,0.811359,0.056965,[ 6 55] ; [ 3 23],[ 6.31034483 54.68965517] ; [ 2.68965517 23.31034483],0
d1,1,0.812198,0.05645,[ 3 59] ; [ 1 26],[ 2.78651685 59.21348315] ; [ 1.21348315 25.78651685],0
a2,1,0.812198,0.05645,[ 3 59] ; [ 1 26],[ 2.78651685 59.21348315] ; [ 1.21348315 25.78651685],0
a5,1,0.839364,0.04109,[33 29] ; [15 12],[33.43820225 28.56179775] ; [14.56179775 12.43820225],0
p7,1,0.854371,0.033689,[39 21] ; [17 10],[38.62068966 21.37931034] ; [17.37931034  9.62068966],0
v1,1,0.909264,0.012988,[27 32] ; [12 15],[26.75581395 32.24418605] ; [12.24418605 14.75581395],0
d3,1,0.920743,0.0099,[20 42] ; [ 9 18],[20.20224719 41.79775281] ; [ 8.79775281 18.20224719],0
n3,1,0.954928,0.003194,[13  2] ; [7 1],[13.04347826  1.95652174] ; [6.95652174 1.04347826],0
a3,1,0.983455,0.00043,[30 32] ; [13 14],[29.95505618 32.04494382] ; [13.04494382 13.95505618],0
