Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000396,12.54994,[70 20] ; [147 112],[55.95988539 34.04011461] ; [161.04011461  97.95988539],1
a8,1,0.000513,12.066943,[ 3 82] ; [ 46 193],[12.85493827 72.14506173] ; [ 36.14506173 202.85493827],1
n4,1,0.001403,10.20207,[55 35] ; [202  56],[66.46551724 23.53448276] ; [190.53448276  67.46551724],0
p2,1,0.009102,6.802793,[69 21] ; [228  31],[76.59025788 13.40974212] ; [220.40974212  38.59025788],0
s5,1,0.010342,6.574949,[46 40] ; [ 95 157],[35.87573964 50.12426036] ; [105.12426036 146.87573964],0
s3,1,0.022196,5.230353,[70 20] ; [167  91],[61.29310345 28.70689655] ; [175.70689655  82.29310345],0
b3,1,0.048479,3.893289,[10 36] ; [ 63 106],[15.61860465 30.38139535] ; [ 57.38139535 111.61860465],0
b2,1,0.048479,3.893289,[10 36] ; [ 63 106],[15.61860465 30.38139535] ; [ 57.38139535 111.61860465],0
n1,1,0.067974,3.331282,[ 7 20] ; [28 32],[10.86206897 16.13793103] ; [24.13793103 35.86206897],0
r4,1,0.06996,3.283964,[75 15] ; [235  25],[79.71428571 10.28571429] ; [230.28571429  29.71428571],0
u2,1,0.0707,3.266695,[13 18] ; [47 30],[17.22222222 13.77777778] ; [42.77777778 34.22222222],0
s1,1,0.087245,2.924484,[ 6 83] ; [  7 249],[ 3.35362319 85.64637681] ; [  9.64637681 246.35362319],0
v2,1,0.092623,2.828186,[31 55] ; [118 136],[37.68823529 48.31176471] ; [111.31176471 142.68823529],0
p5,1,0.101025,2.689293,[ 5 85] ; [ 30 229],[ 9.02578797 80.97421203] ; [ 25.97421203 233.02578797],0
p1,1,0.12719,2.32647,[10 80] ; [ 16 242],[ 6.72413793 83.27586207] ; [ 19.27586207 238.72413793],0
v1,1,0.13039,2.287853,[37 53] ; [126 124],[43.14705882 46.85294118] ; [119.85294118 130.14705882],0
r1,1,0.163899,1.93788,[67 23] ; [209  48],[71.58501441 18.41498559] ; [204.41498559  52.58501441],0
s7,1,0.178585,1.809364,[53 34] ; [132 119],[47.6183432 39.3816568] ; [137.3816568 113.6183432],0
p11,1,0.180532,1.793238,[64 26] ; [203  57],[68.65714286 21.34285714] ; [198.34285714  61.65714286],0
p9,1,0.184511,1.760909,[73 16] ; [227  32],[76.72413793 12.27586207] ; [223.27586207  35.72413793],0
u3,1,0.224952,1.472499,[22  9] ; [45 32],[19.23148148 11.76851852] ; [47.76851852 29.23148148],0
r3,1,0.253133,1.305927,[82  6] ; [249  10],[83.94236311  4.05763689] ; [247.05763689  11.94236311],0
a6,1,0.262786,1.254019,[54 36] ; [173  87],[58.37142857 31.62857143] ; [168.62857143  91.37142857],0
a7,1,0.290765,1.116077,[62 28] ; [194  66],[65.82857143 24.17142857] ; [190.17142857  69.82857143],0
a1,1,0.318001,0.997151,[ 2 88] ; [ 12 248],[ 3.6 86.4] ; [ 10.4 249.6],0
p12,1,0.340884,0.907105,[ 4 86] ; [ 19 240],[ 5.93123209 84.06876791] ; [ 17.06876791 241.93123209],0
b4,1,0.346392,0.886629,[56 34] ; [147 113],[52.2 37.8] ; [150.8 109.2],0
a5,1,0.403526,0.697794,[62 28] ; [191  69],[65.05714286 24.94285714] ; [187.94285714  72.05714286],0
d2,1,0.412257,0.672281,[45 45] ; [117 143],[41.65714286 48.34285714] ; [120.34285714 139.65714286],0
d4,1,0.42109,0.647271,[71 19] ; [215  45],[73.54285714 16.45714286] ; [212.45714286  47.54285714],0
d3,1,0.423723,0.639967,[63 27] ; [170  90],[59.91428571 30.08571429] ; [173.08571429  86.91428571],0
a3,1,0.445265,0.582677,[59 31] ; [181  78],[61.89111748 28.10888252] ; [178.10888252  80.89111748],0
r2,1,0.445647,0.581698,[83  7] ; [239  14],[84.48979592  5.51020408] ; [237.51020408  15.48979592],0
n5,1,0.482514,0.493177,[63 27] ; [189  67],[65.54913295 24.45086705] ; [186.45086705  69.54913295],0
d1,1,0.518277,0.41732,[52 38] ; [140 120],[49.37142857 40.62857143] ; [142.62857143 117.37142857],0
p10,1,0.52032,0.41326,[71 18] ; [212  44],[73.0057971 15.9942029] ; [209.9942029  46.0057971],0
p7,1,0.566651,0.328319,[54 33] ; [165  87],[56.20353982 30.79646018] ; [162.79646018  89.20353982],0
p4,1,0.575189,0.314078,[54 36] ; [164  95],[56.21776504 33.78223496] ; [161.78223496  97.21776504],0
p8,1,0.618336,0.248213,[43 45] ; [134 124],[45.01734104 42.98265896] ; [131.98265896 126.01734104],0
a4,1,0.623131,0.241491,[40 50] ; [107 151],[38.01724138 51.98275862] ; [108.98275862 149.01724138],0
a2,1,0.647201,0.209448,[18 72] ; [ 58 202],[19.54285714 70.45714286] ; [ 56.45714286 203.54285714],0
n3,1,0.664042,0.188651,[20  7] ; [41 18],[19.15116279  7.84883721] ; [41.84883721 17.15116279],0
b5,1,0.666675,0.185516,[57 33] ; [158 102],[55.28571429 34.71428571] ; [159.71428571 100.28571429],0
v4,1,0.737448,0.112383,[85  5] ; [245  12],[85.5907781  4.4092219] ; [244.4092219  12.5907781],0
s8,1,0.758461,0.094557,[44 46] ; [132 128],[45.25714286 44.74285714] ; [130.74285714 129.25714286],0
p6,1,0.76724,0.087608,[36 53] ; [ 99 157],[34.82608696 54.17391304] ; [100.17391304 155.82608696],0
p3,1,0.844738,0.038352,[44 46] ; [124 136],[43.2 46.8] ; [124.8 135.2],0
