Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.020385,5.378656,[3 2] ; [ 3 20],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
p1,1,0.046131,3.976812,[3 2] ; [ 4 19],[1.25 3.75] ; [ 5.75 17.25],0
p9,1,0.046131,3.976812,[3 2] ; [ 4 19],[1.25 3.75] ; [ 5.75 17.25],0
p3,1,0.086086,2.946087,[3 2] ; [ 5 18],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
v1,1,0.086086,2.946087,[3 2] ; [ 5 18],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
d3,1,0.096759,2.758172,[4 1] ; [ 9 14],[2.32142857 2.67857143] ; [10.67857143 12.32142857],0
n4,1,0.141123,2.165675,[2 3] ; [17  6],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
b4,1,0.191071,1.709342,[4 1] ; [11 12],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
d4,1,0.191071,1.709342,[4 1] ; [11 12],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
p5,1,0.233613,1.418727,[1 4] ; [ 1 21],[0.37037037 4.62962963] ; [ 1.62962963 20.37037037],0
p11,1,0.264145,1.246904,[2 3] ; [ 4 19],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
b5,1,0.329929,0.949175,[1 4] ; [10 13],[1.96428571 3.03571429] ; [ 9.03571429 13.96428571],0
a3,1,0.382143,0.763797,[4 1] ; [13  9],[3.14814815 1.85185185] ; [13.85185185  8.14814815],0
p4,1,0.392742,0.730435,[2 3] ; [ 5 18],[1.25 3.75] ; [ 5.75 17.25],0
s5,1,0.458875,0.548638,[1 4] ; [ 2 21],[0.53571429 4.46428571] ; [ 2.46428571 20.53571429],0
p8,1,0.483522,0.490909,[1 4] ; [ 2 20],[0.55555556 4.44444444] ; [ 2.44444444 19.55555556],0
a6,1,0.50198,0.450747,[2 3] ; [13 10],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
a5,1,0.50198,0.450747,[2 3] ; [13 10],[2.67857143 2.32142857] ; [12.32142857 10.67857143],0
a7,1,0.521213,0.411492,[1 4] ; [ 8 15],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
r1,1,0.532528,0.389565,[2 3] ; [ 6 17],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
p7,1,0.532528,0.389565,[2 3] ; [ 6 17],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
r2,1,0.556812,0.345255,[3 2] ; [10 12],[2.40740741 2.59259259] ; [10.59259259 11.40740741],0
n6,1,0.573714,0.316507,[2 3] ; [ 6 16],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
s3,1,0.601389,0.272907,[1 4] ; [ 7 15],[1.48148148 3.51851852] ; [ 6.51851852 15.48148148],0
n5,1,0.678088,0.172286,[3 2] ; [16  7],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
d1,1,0.678088,0.172286,[2 3] ; [ 7 16],[1.60714286 3.39285714] ; [ 7.39285714 15.60714286],0
s6,1,0.687031,0.162319,[1 4] ; [ 3 20],[0.71428571 4.28571429] ; [ 3.28571429 19.71428571],0
s7,1,0.750277,0.101299,[1 4] ; [ 3 18],[0.76923077 4.23076923] ; [ 3.23076923 17.76923077],0
d2,1,0.824653,0.049091,[2 3] ; [10 12],[2.22222222 2.77777778] ; [ 9.77777778 12.22222222],0
b2,1,0.847516,0.036975,[2 3] ; [ 6 11],[1.81818182 3.18181818] ; [ 6.18181818 10.81818182],0
b3,1,0.847516,0.036975,[2 3] ; [ 6 11],[1.81818182 3.18181818] ; [ 6.18181818 10.81818182],0
d5,1,0.886731,0.02029,[2 3] ; [10 13],[2.14285714 2.85714286] ; [ 9.85714286 13.14285714],0
s1,1,0.890209,0.019055,[1 4] ; [ 4 19],[0.89285714 4.10714286] ; [ 4.10714286 18.89285714],0
s4,1,0.890209,0.019055,[1 4] ; [ 4 19],[0.89285714 4.10714286] ; [ 4.10714286 18.89285714],0
v3,1,0.931549,0.007378,[1 4] ; [ 5 18],[1.07142857 3.92857143] ; [ 4.92857143 18.07142857],0
a4,1,0.97021,0.001395,[2 3] ; [ 9 13],[2.03703704 2.96296296] ; [ 8.96296296 13.03703704],0
b1,1,0.971216,0.001302,[3 2] ; [14  9],[3.03571429 1.96428571] ; [13.96428571  9.03571429],0
