Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,75.877955,[ 1 66] ; [118  68],[31.51383399 35.48616601] ; [87.48616601 98.51383399],1
d5,1,0.0,61.356033,[25 42] ; [161  25],[49.256917 17.743083] ; [136.743083  49.256917],1
a5,1,0.0,28.726668,[28 39] ; [144  42],[45.54940711 21.45059289] ; [126.45059289  59.54940711],1
a3,1,1e-06,25.156723,[30 37] ; [144  41],[46.26190476 20.73809524] ; [127.73809524  57.26190476],1
d3,1,5e-06,20.840039,[13 54] ; [96 90],[28.86561265 38.13438735] ; [ 80.13438735 105.86561265],1
r3,1,6.8e-05,15.874218,[52 15] ; [175  10],[60.3531746  6.6468254] ; [166.6468254  18.3531746],1
a4,1,0.000105,15.049779,[16 50] ; [96 89],[29.4501992 36.5498008] ; [ 82.5498008 102.4501992],1
d2,1,0.000108,14.99912,[19 48] ; [103  81],[32.56573705 34.43426295] ; [89.43426295 94.56573705],1
p9,1,0.000338,12.846434,[41 25] ; [152  30],[51.36290323 14.63709677] ; [141.63709677  40.36290323],1
v2,1,0.000402,12.521367,[18 45] ; [98 82],[30.07407407 32.92592593] ; [85.92592593 94.07407407],1
s5,1,0.000818,11.200195,[13 51] ; [77 98],[24.10041841 39.89958159] ; [ 65.89958159 109.10041841],1
v1,1,0.004762,7.967489,[24 42] ; [102  78],[33.80487805 32.19512195] ; [92.19512195 87.80487805],0
p3,1,0.004901,7.91563,[21 46] ; [94 89],[30.82 36.18] ; [84.18 98.82],0
r1,1,0.005237,7.795859,[40 27] ; [144  42],[48.72727273 18.27272727] ; [135.27272727  50.72727273],0
r4,1,0.005666,7.653586,[50 17] ; [165  21],[56.93675889 10.06324111] ; [158.06324111  27.93675889],0
p10,1,0.011714,6.353681,[40 26] ; [139  42],[47.82995951 18.17004049] ; [131.17004049  49.82995951],0
s2,1,0.011763,6.346185,[22 44] ; [95 90],[30.76494024 35.23505976] ; [86.23505976 98.76494024],0
s8,1,0.019218,5.481602,[22 45] ; [91 93],[30.16334661 36.83665339] ; [ 82.83665339 101.16334661],0
p7,1,0.023579,5.125322,[32 35] ; [114  65],[39.76422764 27.23577236] ; [106.23577236  72.76422764],0
s7,1,0.032753,4.558624,[25 40] ; [96 82],[32.36625514 32.63374486] ; [88.63374486 89.36625514],0
n6,1,0.032892,4.551389,[47 20] ; [151  32],[53.064 13.936] ; [144.936  38.064],0
s6,1,0.056194,3.646289,[34 31] ; [117  61],[40.3909465 24.6090535] ; [110.6090535  67.3909465],0
p2,1,0.060757,3.516608,[43 24] ; [137  43],[48.82591093 18.17408907] ; [131.17408907  48.82591093],0
a6,1,0.073284,3.207892,[34 33] ; [ 71 115],[27.80632411 39.19367589] ; [ 77.19367589 108.80632411],0
s3,1,0.090883,2.858656,[31 34] ; [110  74],[36.80722892 28.19277108] ; [104.19277108  79.80722892],0
v3,1,0.094194,2.801196,[18 46] ; [ 71 107],[23.53719008 40.46280992] ; [ 65.46280992 112.53719008],0
p8,1,0.101081,2.688411,[24 43] ; [85 94],[29.68699187 37.31300813] ; [79.31300813 99.68699187],0
b2,1,0.10651,2.60526,[15 28] ; [59 61],[19.52147239 23.47852761] ; [54.47852761 65.52147239],0
b3,1,0.10651,2.60526,[15 28] ; [59 61],[19.52147239 23.47852761] ; [54.47852761 65.52147239],0
p6,1,0.209187,1.577047,[19 48] ; [ 65 111],[23.16049383 43.83950617] ; [ 60.83950617 115.16049383],0
p4,1,0.226352,1.46364,[29 38] ; [94 87],[33.22983871 33.77016129] ; [89.77016129 91.22983871],0
u2,1,0.24664,1.342238,[15 22] ; [22 19],[17.55128205 19.44871795] ; [19.44871795 21.55128205],0
u3,1,0.292617,1.107543,[15 22] ; [22 20],[17.32911392 19.67088608] ; [19.67088608 22.32911392],0
p1,1,0.298249,1.082007,[ 7 60] ; [ 12 172],[ 5.07171315 61.92828685] ; [ 13.92828685 170.07171315],0
s1,1,0.307159,1.042851,[ 4 61] ; [  6 178],[ 2.61044177 62.38955823] ; [  7.38955823 176.61044177],0
a2,1,0.355798,0.852672,[ 4 63] ; [ 18 168],[ 5.82608696 61.17391304] ; [ 16.17391304 169.82608696],0
n4,1,0.366034,0.817083,[48 19] ; [142  42],[50.71713147 16.28286853] ; [139.28286853  44.71713147],0
a1,1,0.392656,0.7307,[ 3 64] ; [ 14 172],[ 4.50197628 62.49802372] ; [ 12.49802372 173.50197628],0
p12,1,0.46307,0.538464,[ 5 62] ; [  9 170],[ 3.81300813 63.18699187] ; [ 10.18699187 168.81300813],0
a8,1,0.48073,0.497208,[ 8 53] ; [ 18 164],[ 6.52674897 54.47325103] ; [ 19.47325103 162.52674897],0
n3,1,0.541224,0.373276,[20  7] ; [33 16],[18.82894737  8.17105263] ; [34.17105263 14.82894737],0
