Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.30207,[39 54] ; [188  47],[64.36280488 28.63719512] ; [162.63719512  72.36280488],1
a6,1,0.0,34.847152,[45 48] ; [191  45],[66.7112462 26.2887538] ; [169.2887538  66.7112462],1
a2,1,8.7e-05,15.393437,[10 83] ; [ 75 161],[24.02735562 68.97264438] ; [ 60.97264438 175.02735562],1
u1,1,0.00047,12.231824,[ 7 86] ; [ 58 178],[18.37386018 74.62613982] ; [ 46.62613982 189.37386018],1
r3,1,0.00078,11.287705,[83 10] ; [229   5],[88.73394495  4.26605505] ; [223.26605505  10.73394495],1
d1,1,0.001478,10.105482,[40 53] ; [147  89],[52.86018237 40.13981763] ; [134.13981763 101.86018237],0
r4,1,0.001492,10.088814,[71 22] ; [212  24],[79.99696049 13.00303951] ; [203.00303951  32.99696049],0
v4,1,0.004498,8.070894,[80 12] ; [224  10],[85.79141104  6.20858896] ; [218.20858896  15.79141104],0
v2,1,0.00726,7.207492,[39 50] ; [135  88],[49.63461538 39.36538462] ; [124.36538462  98.63461538],0
b5,1,0.008285,6.970897,[49 44] ; [161  75],[59.36170213 33.63829787] ; [150.63829787  85.36170213],0
a1,1,0.036637,4.367221,[ 7 86] ; [  6 230],[ 3.67477204 89.32522796] ; [  9.32522796 226.67477204],0
p2,1,0.045365,4.005005,[63 28] ; [188  48],[69.85015291 21.14984709] ; [181.14984709  54.85015291],0
u2,1,0.047417,3.930547,[ 7 11] ; [44 24],[10.6744186  7.3255814] ; [40.3255814 27.6744186],0
b3,1,0.050317,3.830878,[31 32] ; [46 87],[24.75 38.25] ; [52.25 80.75],0
b2,1,0.050317,3.830878,[31 32] ; [46 87],[24.75 38.25] ; [52.25 80.75],0
a3,1,0.05721,3.616483,[75 18] ; [166  70],[68.12462006 24.87537994] ; [172.87537994  63.12462006],0
n5,1,0.065303,3.397307,[74 18] ; [164  69],[67.37230769 24.62769231] ; [170.62769231  62.37230769],0
r1,1,0.077969,3.106734,[65 28] ; [185  49],[71.10091743 21.89908257] ; [178.89908257  55.10091743],0
p4,1,0.088458,2.902222,[36 56] ; [117 119],[42.91463415 49.08536585] ; [110.08536585 125.91463415],0
d4,1,0.089404,2.885077,[71 22] ; [199  37],[76.32218845 16.67781155] ; [193.67781155  42.32218845],0
a8,1,0.111958,2.526357,[ 6 82] ; [ 28 184],[ 9.97333333 78.02666667] ; [ 24.02666667 187.97333333],0
p9,1,0.125623,2.34578,[82 10] ; [221  14],[85.24770642  6.75229358] ; [217.75229358  17.24770642],0
r2,1,0.135423,2.229216,[84  9] ; [220  12],[86.99076923  6.00923077] ; [217.00923077  14.99076923],0
u3,1,0.136506,2.216914,[ 8 10] ; [44 25],[10.75862069  7.24137931] ; [41.24137931 27.75862069],0
p6,1,0.14031,2.174556,[17 74] ; [ 62 172],[22.12 68.88] ; [ 56.88 177.12],0
n2,1,0.181011,1.789302,[27  6] ; [40 18],[24.2967033  8.7032967] ; [42.7032967 15.2967033],0
v1,1,0.188396,1.730113,[49 41] ; [105 122],[43.72239748 46.27760252] ; [110.27760252 116.72239748],0
b1,1,0.196408,1.668885,[39 54] ; [ 81 155],[33.92097264 59.07902736] ; [ 86.07902736 149.92097264],0
d5,1,0.246779,1.341446,[73 20] ; [198  38],[76.60486322 16.39513678] ; [194.39513678  41.60486322],0
n1,1,0.300304,1.072843,[14 18] ; [19 39],[11.73333333 20.26666667] ; [21.26666667 36.73333333],0
n6,1,0.302657,1.06245,[74 18] ; [200  35],[77.08868502 14.91131498] ; [196.91131498  38.08868502],0
p3,1,0.315671,1.0068,[30 62] ; [ 91 145],[33.93902439 58.06097561] ; [ 87.06097561 148.93902439],0
p5,1,0.368233,0.809618,[ 7 83] ; [ 12 221],[ 5.29411765 84.70588235] ; [ 13.70588235 219.29411765],0
b4,1,0.375357,0.785852,[53 40] ; [147  89],[56.53495441 36.46504559] ; [143.46504559  92.53495441],0
p1,1,0.392506,0.731165,[ 7 86] ; [ 12 224],[ 5.37082067 87.62917933] ; [ 13.62917933 222.37082067],0
s4,1,0.458559,0.549411,[13 79] ; [ 41 193],[15.2392638 76.7607362] ; [ 38.7607362 195.2392638],0
s3,1,0.460404,0.544912,[51 41] ; [139  93],[53.95061728 38.04938272] ; [136.04938272  95.95061728],0
s2,1,0.509955,0.434159,[47 45] ; [129 105],[49.66871166 42.33128834] ; [126.33128834 107.66871166],0
a5,1,0.510418,0.43321,[64 29] ; [171  65],[66.42857143 26.57142857] ; [168.57142857  67.42857143],0
s7,1,0.534105,0.386576,[46 45] ; [106 121],[43.49685535 47.50314465] ; [108.50314465 118.49685535],0
s6,1,0.542699,0.37056,[59 33] ; [159  76],[61.33333333 30.66666667] ; [156.66666667  78.33333333],0
d2,1,0.641685,0.216545,[42 50] ; [114 121],[43.88990826 48.11009174] ; [112.11009174 122.88990826],0
p11,1,0.666558,0.185655,[73 20] ; [180  56],[71.51671733 21.48328267] ; [181.48328267  54.51671733],0
a4,1,0.679076,0.171168,[41 52] ; [110 126],[42.68389058 50.31610942] ; [108.31610942 127.68389058],0
n4,1,0.680241,0.169855,[71 22] ; [175  61],[69.53799392 23.46200608] ; [176.46200608  59.53799392],0
s5,1,0.723779,0.1249,[28 59] ; [ 69 160],[26.7056962 60.2943038] ; [ 70.2943038 158.7056962],0
s8,1,0.748826,0.10252,[38 55] ; [101 135],[39.29179331 53.70820669] ; [ 99.70820669 136.29179331],0
p7,1,0.761882,0.091815,[40 50] ; [107 124],[41.21495327 48.78504673] ; [105.78504673 125.21495327],0
v3,1,0.845542,0.037951,[31 58] ; [ 81 144],[31.74522293 57.25477707] ; [ 80.25477707 144.74522293],0
p12,1,0.859079,0.031523,[ 6 87] ; [ 14 222],[ 5.65349544 87.34650456] ; [ 14.34650456 221.65349544],0
s1,1,0.951284,0.003733,[ 3 88] ; [  8 225],[ 3.08950617 87.91049383] ; [  7.91049383 225.08950617],0
n3,1,0.99107,0.000125,[25  8] ; [44 14],[25.02197802  7.97802198] ; [43.97802198 14.02197802],0
