Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,40.056932,[14 39] ; [42  5],[29.68 23.32] ; [26.32 20.68],1
s6,1,0.001231,10.443122,[23 31] ; [35 12],[31.00990099 22.99009901] ; [26.99009901 20.00990099],0
s8,1,0.009192,6.785149,[15 39] ; [25 22],[21.38613861 32.61386139] ; [18.61386139 28.38613861],0
s7,1,0.017243,5.671446,[15 36] ; [24 21],[20.71875 30.28125] ; [18.28125 26.71875],0
s4,1,0.029241,4.75337,[ 5 49] ; [12 35],[ 9.08910891 44.91089109] ; [ 7.91089109 39.08910891],0
d1,1,0.035586,4.416852,[22 32] ; [29 18],[27.26732673 26.73267327] ; [23.73267327 23.26732673],0
r3,1,0.04581,3.988556,[45  9] ; [45  2],[48.11881188  5.88118812] ; [41.88118812  5.11881188],0
p6,1,0.047646,3.922425,[ 9 43] ; [16 30],[13.26530612 38.73469388] ; [11.73469388 34.26530612],0
s5,1,0.050213,3.834321,[ 8 45] ; [14 30],[12.02061856 40.97938144] ; [ 9.97938144 34.02061856],0
p8,1,0.06327,3.44952,[30 24] ; [17 29],[25.38 28.62] ; [21.62 24.38],0
u3,1,0.083953,2.986667,[12  8] ; [13  2],[14.28571429  5.71428571] ; [10.71428571  4.28571429],0
d4,1,0.117648,2.448361,[39 15] ; [40  7],[42.23762376 11.76237624] ; [36.76237624 10.23762376],0
r1,1,0.163249,1.943869,[42 12] ; [30 16],[38.88 15.12] ; [33.12 12.88],0
p1,1,0.203175,1.619404,[ 6 48] ; [ 2 45],[ 4.27722772 49.72277228] ; [ 3.72277228 43.27722772],0
a1,1,0.244159,1.356419,[ 1 53] ; [ 3 44],[ 2.13861386 51.86138614] ; [ 1.86138614 45.13861386],0
r2,1,0.253903,1.301699,[45  9] ; [41  4],[46.90909091  7.09090909] ; [39.09090909  5.90909091],0
d3,1,0.265548,1.2396,[34 19] ; [35 12],[36.57 16.43] ; [32.43 14.57],0
a4,1,0.316218,1.004525,[20 34] ; [13 34],[17.64356436 36.35643564] ; [15.35643564 31.64356436],0
a8,1,0.319962,0.989104,[ 3 48] ; [ 5 38],[ 4.34042553 46.65957447] ; [ 3.65957447 39.34042553],0
v4,1,0.324799,0.969525,[48  5] ; [44  2],[49.25252525  3.74747475] ; [42.74747475  3.25252525],0
u2,1,0.346373,0.8867,[15  5] ; [14  2],[16.11111111  3.88888889] ; [12.88888889  3.11111111],0
s1,1,0.389746,0.739734,[ 3 51] ; [ 1 45],[ 2.16 51.84] ; [ 1.84 44.16],0
p7,1,0.417879,0.656272,[32 19] ; [24 20],[30.06315789 20.93684211] ; [25.93684211 18.06315789],0
p4,1,0.429773,0.623437,[24 29] ; [25 22],[25.97 27.03] ; [23.03 23.97],0
b4,1,0.43605,0.606654,[28 26] ; [28 19],[29.94059406 24.05940594] ; [26.05940594 20.94059406],0
n4,1,0.47198,0.517336,[28 26] ; [21 26],[26.1980198 27.8019802] ; [22.8019802 24.1980198],0
a7,1,0.495936,0.463622,[39 15] ; [31 16],[37.42574257 16.57425743] ; [32.57425743 14.42574257],0
