Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,53.358822,[ 54 128] ; [78 27],[83.70731707 98.29268293] ; [48.29268293 56.70731707],1
s6,1,0.0,29.317087,[95 95] ; [89 20],[116.92307692  73.07692308] ; [67.07692308 41.92307692],1
s3,1,0.0,27.556611,[ 79 112] ; [80 30],[100.89368771  90.10631229] ; [58.10631229 51.89368771],1
s2,1,0.0,26.961041,[ 63 129] ; [70 40],[ 84.55629139 107.44370861] ; [48.44370861 61.55629139],1
u1,1,0.000328,12.901261,[ 24 169] ; [32 78],[ 35.669967 157.330033] ; [20.330033 89.669967],1
p9,1,0.000477,12.203154,[138  51] ; [99 11],[149.80936455  39.19063545] ; [87.19063545 22.80936455],1
p10,1,0.002515,9.129543,[135  55] ; [95 15],[145.66666667  44.33333333] ; [84.33333333 25.66666667],0
d1,1,0.002976,8.822241,[109  84] ; [81 29],[121.02310231  71.97689769] ; [68.97689769 41.02310231],0
n6,1,0.004258,8.170355,[142  49] ; [97 13],[151.65780731  39.34219269] ; [87.34219269 22.65780731],0
p3,1,0.005375,7.748641,[ 73 119] ; [60 50],[ 84.55629139 107.44370861] ; [48.44370861 61.55629139],0
r4,1,0.006856,7.310281,[157  36] ; [102   8],[164.97359736  28.02640264] ; [94.02640264 15.97359736],0
d2,1,0.007693,7.103509,[96 94] ; [73 37],[107.03333333  82.96666667] ; [61.96666667 48.03333333],0
p6,1,0.012137,6.290707,[ 45 145] ; [41 69],[ 54.46666667 135.53333333] ; [31.53333333 78.46666667],0
v4,1,0.014477,5.978998,[169  23] ; [106   4],[174.83443709  17.16556291] ; [100.16556291   9.83443709],0
n4,1,0.021841,5.258372,[141  52] ; [93 17],[149.04950495  43.95049505] ; [84.95049505 25.04950495],0
p7,1,0.023092,5.161608,[100  89] ; [73 37],[109.35451505  79.64548495] ; [63.64548495 46.35451505],0
p11,1,0.023407,5.138074,[129  64] ; [87 23],[137.58415842  55.41584158] ; [78.41584158 31.58415842],0
p4,1,0.02347,5.133393,[94 97] ; [69 41],[103.43189369  87.56810631] ; [59.56810631 50.43189369],0
a2,1,0.026264,4.938556,[ 47 146] ; [40 70],[ 55.41584158 137.58415842] ; [31.58415842 78.41584158],0
s5,1,0.026365,4.931951,[ 48 139] ; [40 65],[ 56.35616438 130.64383562] ; [31.64383562 73.35616438],0
a3,1,0.065616,3.389417,[141  51] ; [91 19],[147.49668874  44.50331126] ; [84.50331126 25.49668874],0
p2,1,0.08036,3.057614,[138  54] ; [89 21],[144.31788079  47.68211921] ; [82.68211921 27.31788079],0
p8,1,0.103817,2.645904,[ 77 112] ; [55 54],[ 83.71812081 105.28187919] ; [48.28187919 60.71812081],0
v3,1,0.1049,2.629417,[ 48 139] ; [37 70],[ 54.06462585 132.93537415] ; [30.93537415 76.06462585],0
b3,1,0.108572,2.574883,[32 73] ; [30 41],[36.98863636 68.01136364] ; [25.01136364 45.98863636],0
b2,1,0.108572,2.574883,[32 73] ; [30 41],[36.98863636 68.01136364] ; [25.01136364 45.98863636],0
s4,1,0.114687,2.488421,[ 30 162] ; [25 84],[ 35.08305648 156.91694352] ; [19.91694352 89.08305648],0
r1,1,0.119882,2.41886,[144  48] ; [91 19],[149.40397351  42.59602649] ; [85.59602649 24.40397351],0
p12,1,0.123938,2.366831,[  9 183] ; [10 99],[ 12.11960133 179.88039867] ; [  6.88039867 102.11960133],0
r3,1,0.139042,2.188533,[172  20] ; [104   6],[175.47019868  16.52980132] ; [100.52980132   9.47019868],0
n5,1,0.182318,1.778629,[126  65] ; [80 29],[131.15333333  59.84666667] ; [74.84666667 34.15333333],0
r2,1,0.356957,0.848571,[173  16] ; [102   6],[175.  14.] ; [100.   8.],0
u2,1,0.405222,0.692775,[26 24] ; [12  7],[27.53623188 22.46376812] ; [10.46376812  8.53623188],0
d4,1,0.416658,0.659721,[159  33] ; [95 15],[161.48344371  30.51655629] ; [92.51655629 17.48344371],0
