Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.938495,[383 207] ; [101  13],[405.625 184.375] ; [78.375 35.625],1
s2,1,7e-06,20.106724,[288 306] ; [82 33],[309.98589563 284.01410437] ; [60.01410437 54.98589563],1
s3,1,1.2e-05,19.112067,[323 266] ; [89 27],[344.20992908 244.79007092] ; [67.79007092 48.20992908],1
s5,1,1.5e-05,18.702909,[184 397] ; [58 51],[203.77101449 377.22898551] ; [38.22898551 70.77101449],1
b3,1,0.000974,10.876989,[154 221] ; [11 48],[142.56912442 232.43087558] ; [22.43087558 36.56912442],1
b2,1,0.000974,10.876989,[154 221] ; [11 48],[142.56912442 232.43087558] ; [22.43087558 36.56912442],1
a8,1,0.004057,8.257962,[ 87 450] ; [  6 102],[ 77.42790698 459.57209302] ; [15.57209302 92.42790698],0
n4,1,0.012037,6.305455,[478 120] ; [82 36],[467.70949721 130.29050279] ; [92.29050279 25.70949721],0
v3,1,0.016216,5.7793,[247 322] ; [36 79],[235.41959064 333.58040936] ; [47.58040936 67.41959064],0
s7,1,0.025061,5.0197,[278 289] ; [69 45],[288.91189427 278.08810573] ; [58.08810573 55.91189427],0
v2,1,0.027355,4.868291,[349 222] ; [57 57],[338.43211679 232.56788321] ; [67.56788321 46.43211679],0
d3,1,0.027785,4.84138,[415 181] ; [94 24],[424.87955182 171.12044818] ; [84.12044818 33.87955182],0
p6,1,0.063952,3.431803,[203 384] ; [51 66],[211.78693182 375.21306818] ; [42.21306818 74.78693182],0
n3,1,0.080103,3.062817,[92 39] ; [21  3],[95.50322581 35.49677419] ; [17.49677419  6.50322581],0
u2,1,0.08045,3.055781,[101  66] ; [12 16],[96.77435897 70.22564103] ; [16.22564103 11.77435897],0
p9,1,0.140586,2.171539,[485 104] ; [102  14],[490.41560284  98.58439716] ; [96.58439716 19.41560284],0
n5,1,0.141127,2.165631,[451 143] ; [82 36],[444.66573034 149.33426966] ; [88.33426966 29.66573034],0
p11,1,0.145043,2.123628,[473 126] ; [86 32],[467.0027894 131.9972106] ; [91.9972106 26.0027894],0
p10,1,0.148283,2.089829,[470 121] ; [99 17],[475.64214993 115.35785007] ; [93.35785007 22.64214993],0
s8,1,0.163001,1.946159,[265 328] ; [61 57],[271.89592124 321.10407876] ; [54.10407876 63.89592124],0
p4,1,0.168783,1.893721,[346 246] ; [77 41],[352.69859155 239.30140845] ; [70.30140845 47.69859155],0
v1,1,0.207119,1.59145,[331 252] ; [59 58],[324.81428571 258.18571429] ; [65.18571429 51.81428571],0
p2,1,0.221596,1.494005,[495  98] ; [93 25],[490.41350211 102.58649789] ; [97.58649789 20.41350211],0
n6,1,0.248769,1.330205,[493 102] ; [102  15],[497.2261236  97.7738764] ; [97.7738764 19.2261236],0
u4,1,0.265436,1.240184,[ 15 584] ; [  1 117],[ 13.36680614 585.63319386] ; [  2.63319386 115.36680614],0
