Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,142.13055,[180  67] ; [ 22 145],[120.51690821 126.48309179] ; [81.48309179 85.51690821],1
d5,1,0.0,109.974833,[241   6] ; [94 73],[199.86714976  47.13285024] ; [135.13285024  31.86714976],1
d3,1,0.0,105.921305,[218  30] ; [ 67 100],[170.31325301  77.68674699] ; [114.68674699  52.31325301],1
d4,1,0.0,103.20152,[244   3] ; [102  65],[206.42995169  40.57004831] ; [139.57004831  27.42995169],1
a4,1,0.0,37.708628,[147 101] ; [ 47 118],[116.49394673 131.50605327] ; [77.50605327 87.49394673],1
a5,1,0.0,35.191722,[215  34] ; [102  65],[189.74278846  59.25721154] ; [127.25721154  39.74278846],1
a2,1,0.0,31.761548,[ 88 161] ; [ 18 149],[ 63.44711538 185.55288462] ; [ 42.55288462 124.44711538],1
u1,1,0.0,30.998234,[ 67 182] ; [  9 158],[ 45.49038462 203.50961538] ; [ 30.50961538 136.49038462],1
a3,1,6.4e-05,15.974726,[201  46] ; [106  60],[183.60532688  63.39467312] ; [123.39467312  42.60532688],1
v2,1,7.4e-05,15.706506,[187  55] ; [94 66],[169.15920398  72.84079602] ; [111.84079602  48.15920398],1
p4,1,0.00031,13.010501,[174  71] ; [89 77],[156.77615572  88.22384428] ; [106.22384428  59.77615572],1
a6,1,0.000894,11.034332,[182  65] ; [97 70],[166.45652174  80.54347826] ; [112.54347826  54.45652174],1
v3,1,0.001979,9.568629,[138  97] ; [71 94],[122.7875 112.2125] ; [86.2125 78.7875],0
a7,1,0.003922,8.319398,[191  58] ; [105  60],[178.02898551  70.97101449] ; [117.97101449  47.02898551],0
v4,1,0.004065,8.254711,[243   5] ; [151  13],[237.16504854  10.83495146] ; [156.83495146   7.16504854],0
p3,1,0.004519,8.062343,[145  99] ; [75 91],[130.92682927 113.07317073] ; [89.07317073 76.92682927],0
p8,1,0.005168,7.819618,[151  93] ; [78 85],[137.28746929 106.71253071] ; [91.71253071 71.28746929],0
r3,1,0.00529,7.777638,[242   7] ; [150  15],[235.76811594  13.23188406] ; [156.23188406   8.76811594],0
r1,1,0.007626,7.119181,[215  32] ; [127  38],[205.03398058  41.96601942] ; [136.96601942  28.03398058],0
s5,1,0.008024,7.028194,[ 96 147] ; [ 43 118],[ 83.60643564 159.39356436] ; [ 55.39356436 105.60643564],0
r4,1,0.01061,6.529533,[230  19] ; [141  26],[222.06490385  26.93509615] ; [148.93509615  18.06490385],0
s2,1,0.014172,6.016552,[137 109] ; [72 94],[124.79126214 121.20873786] ; [84.20873786 81.79126214],0
n4,1,0.015917,5.811986,[210  38] ; [124  41],[200.56174334  47.43825666] ; [133.43825666  31.56174334],0
n6,1,0.019236,5.47993,[214  31] ; [129  35],[205.46454768  39.53545232] ; [137.53545232  26.46454768],0
n5,1,0.019337,5.470823,[207  40] ; [122  42],[197.72019465  49.27980535] ; [131.27980535  32.72019465],0
p10,1,0.031237,4.639911,[211  34] ; [127  36],[202.96568627  42.03431373] ; [135.03431373  27.96568627],0
s1,1,0.031363,4.632956,[  5 240] ; [ 10 153],[  9.00735294 235.99264706] ; [  5.99264706 157.00735294],0
s8,1,0.049354,3.86326,[128 118] ; [70 96],[118.22330097 127.77669903] ; [79.77669903 86.22330097],0
p9,1,0.067894,3.333216,[218  26] ; [138  28],[211.86341463  32.13658537] ; [144.13658537  21.86341463],0
p2,1,0.07493,3.171577,[218  28] ; [136  29],[211.88321168  34.11678832] ; [142.11678832  22.88321168],0
u4,1,0.092262,2.834459,[ 10 239] ; [  2 165],[  7.18269231 241.81730769] ; [  4.81730769 162.18269231],0
r2,1,0.094638,2.793663,[238   9] ; [151  12],[234.34878049  12.65121951] ; [154.65121951   8.34878049],0
p7,1,0.096552,2.761597,[168  71] ; [101  61],[160.32668329  78.67331671] ; [108.67331671  53.32668329],0
p6,1,0.111109,2.538377,[108 134] ; [ 59 102],[100.28287841 141.71712159] ; [66.71712159 94.28287841],0
p11,1,0.126246,2.338074,[206  43] ; [128  39],[199.91826923  49.08173077] ; [134.08173077  32.91826923],0
p12,1,0.139263,2.186089,[ 29 217] ; [ 12 152],[ 24.6 221.4] ; [ 16.4 147.6],0
s3,1,0.141902,2.157207,[138 105] ; [81 83],[130.75429975 112.24570025] ; [88.24570025 75.75429975],0
s7,1,0.16817,1.89918,[127 110] ; [73 84],[120.30456853 116.69543147] ; [79.69543147 77.30456853],0
n3,1,0.294518,1.098854,[31 14] ; [27  7],[33.03797468 11.96202532] ; [24.96202532  9.03797468],0
u2,1,0.338779,0.915045,[32 16] ; [34 25],[29.60747664 18.39252336] ; [36.39252336 22.60747664],0
p1,1,0.390028,0.738856,[ 22 226] ; [ 19 147],[ 24.56038647 223.43961353] ; [ 16.43961353 149.56038647],0
u3,1,0.41306,0.669975,[32 16] ; [36 25],[29.94495413 18.05504587] ; [38.05504587 22.94495413],0
b4,1,0.419184,0.652603,[153  96] ; [96 71],[149.04086538  99.95913462] ; [99.95913462 67.04086538],0
s6,1,0.446842,0.578649,[171  76] ; [107  56],[167.47804878  79.52195122] ; [110.52195122  52.47804878],0
n1,1,0.491911,0.472344,[19 26] ; [17 17],[20.50632911 24.49367089] ; [15.49367089 18.50632911],0
b5,1,0.558828,0.341737,[154  95] ; [108  59],[156.82211538  92.17788462] ; [105.17788462  61.82211538],0
p5,1,0.698272,0.150276,[ 36 209] ; [ 22 143],[ 34.65853659 210.34146341] ; [ 23.34146341 141.65853659],0
a8,1,0.721887,0.126692,[ 34 181] ; [ 27 130],[ 35.25537634 179.74462366] ; [ 25.74462366 131.25537634],0
a1,1,0.737174,0.112626,[ 13 236] ; [ 10 157],[ 13.76682692 235.23317308] ; [  9.23317308 157.76682692],0
n2,1,0.861096,0.030618,[35 10] ; [27  7],[35.3164557  9.6835443] ; [26.6835443  7.3164557],0
b2,1,0.885567,0.020712,[71 92] ; [48 60],[71.57564576 91.42435424] ; [47.42435424 60.57564576],0
b3,1,0.885567,0.020712,[71 92] ; [48 60],[71.57564576 91.42435424] ; [47.42435424 60.57564576],0
b1,1,0.939796,0.005704,[ 96 153] ; [ 65 102],[ 96.36778846 152.63221154] ; [ 64.63221154 102.36778846],0
