Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,71.802214,[288  71] ; [45 71],[251.67789474 107.32210526] ; [81.32210526 34.67789474],1
d3,1,0.0,61.308529,[293  67] ; [51 65],[260.16806723  99.83193277] ; [83.83193277 32.16806723],1
a2,1,0.0,26.970981,[116 245] ; [  9 107],[ 94.60167715 266.39832285] ; [30.39832285 85.60167715],1
u1,1,2e-06,23.06938,[ 94 267] ; [  6 110],[ 75.68134172 285.31865828] ; [24.31865828 91.68134172],1
b5,1,0.000207,13.769759,[232 129] ; [52 64],[214.93501048 146.06498952] ; [69.06498952 46.93501048],1
d1,1,0.003992,8.287638,[246 115] ; [62 54],[233.09853249 127.90146751] ; [74.90146751 41.09853249],0
r1,1,0.006097,7.521301,[318  41] ; [91 25],[309.11789474  49.88210526] ; [99.88210526 16.11789474],0
r4,1,0.018433,5.554566,[345  16] ; [104  12],[339.80922432  21.19077568] ; [109.19077568   6.80922432],0
p12,1,0.020052,5.407366,[ 39 319] ; [  4 107],[ 32.82302772 325.17697228] ; [ 10.17697228 100.82302772],0
v4,1,0.043805,4.064059,[349  10] ; [108   8],[345.39578947  13.60421053] ; [111.60421053   4.39578947],0
r3,1,0.054974,3.682881,[354   5] ; [110   5],[351.42616034   7.57383966] ; [112.57383966   2.42616034],0
b2,1,0.055932,3.654068,[ 79 139] ; [37 39],[ 86.01360544 131.98639456] ; [29.98639456 46.01360544],0
b3,1,0.055932,3.654068,[ 79 139] ; [37 39],[ 86.01360544 131.98639456] ; [29.98639456 46.01360544],0
p10,1,0.058036,3.592641,[304  53] ; [86 25],[297.5  59.5] ; [92.5 18.5],0
b1,1,0.060553,3.522185,[118 243] ; [49 67],[126.38784067 234.61215933] ; [40.61215933 75.38784067],0
p4,1,0.060797,3.515498,[229 127] ; [61 51],[220.5982906 135.4017094] ; [69.4017094 42.5982906],0
p1,1,0.095933,2.77189,[ 33 326] ; [  5 110],[ 28.78059072 330.21940928] ; [  9.21940928 105.78059072],0
s5,1,0.10825,2.579589,[121 225] ; [47 61],[128.03524229 217.96475771] ; [39.96475771 68.03524229],0
p2,1,0.121894,2.392813,[305  54] ; [89 24],[299.67372881  59.32627119] ; [94.32627119 18.67372881],0
b4,1,0.138531,2.194198,[224 137] ; [63 53],[217.20545073 143.79454927] ; [69.79454927 46.20545073],0
u4,1,0.155969,2.012878,[  7 354] ; [  5 111],[  9.08176101 351.91823899] ; [  2.91823899 113.08176101],0
n6,1,0.171591,1.868988,[312  45] ; [93 20],[307.62765957  49.37234043] ; [97.37234043 15.62765957],0
s6,1,0.178132,1.81314,[246 106] ; [70 41],[240.24190065 111.75809935] ; [75.75809935 35.24190065],0
a5,1,0.246283,1.344267,[289  72] ; [87 29],[284.56184486  76.43815514] ; [91.43815514 24.56184486],0
u3,1,0.249165,1.327979,[53 37] ; [12 14],[50.43103448 39.56896552] ; [14.56896552 11.43103448],0
n1,1,0.255765,1.291534,[22 45] ; [11 13],[24.2967033 42.7032967] ; [ 8.7032967 15.2967033],0
u2,1,0.280663,1.163879,[50 39] ; [11 14],[47.62280702 41.37719298] ; [13.37719298 11.62280702],0
p9,1,0.317356,0.999812,[311  44] ; [94 18],[307.86937901  47.13062099] ; [97.13062099 14.86937901],0
n3,1,0.357413,0.846964,[51 17] ; [21  4],[52.64516129 15.35483871] ; [19.35483871  5.64516129],0
p11,1,0.365755,0.818037,[291  70] ; [89 27],[287.58909853  73.41090147] ; [92.41090147 23.58909853],0
