Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.3e-05,16.328761,[22 57] ; [33 19],[33.16793893 45.83206107] ; [21.83206107 30.16793893],1
s3,1,0.002195,9.378867,[25 54] ; [30 21],[33.42307692 45.57692308] ; [21.57692308 29.42307692],0
p6,1,0.003213,8.682302,[11 68] ; [19 34],[17.95454545 61.04545455] ; [12.04545455 40.95454545],0
p7,1,0.003307,8.629605,[19 60] ; [25 26],[26.73846154 52.26153846] ; [17.26153846 33.73846154],0
u3,1,0.009737,6.682373,[11 18] ; [17  6],[15.61538462 13.38461538] ; [12.38461538 10.61538462],0
s6,1,0.011764,6.346052,[42 38] ; [38 13],[48.85496183 31.14503817] ; [31.14503817 19.85496183],0
p4,1,0.012309,6.265878,[19 59] ; [24 29],[25.60305344 52.39694656] ; [17.39694656 35.60305344],0
p9,1,0.023765,5.111721,[41 35] ; [39 14],[47.13178295 28.86821705] ; [32.86821705 20.13178295],0
p8,1,0.029666,4.728521,[14 66] ; [18 35],[19.2481203 60.7518797] ; [12.7518797 40.2481203],0
r4,1,0.051092,3.805264,[62 18] ; [48  5],[66.16541353 13.83458647] ; [43.83458647  9.16541353],0
b5,1,0.052498,3.759831,[44 36] ; [38 15],[49.32330827 30.67669173] ; [32.67669173 20.32330827],0
b1,1,0.070157,3.279342,[43 37] ; [20 33],[37.89473684 42.10526316] ; [25.10526316 27.89473684],0
p11,1,0.071738,3.242801,[45 35] ; [38 15],[49.92481203 30.07518797] ; [33.07518797 19.92481203],0
s8,1,0.072507,3.225339,[26 54] ; [25 27],[30.90909091 49.09090909] ; [20.09090909 31.90909091],0
v4,1,0.095502,2.779092,[68 12] ; [50  3],[70.97744361  9.02255639] ; [47.02255639  5.97744361],0
r1,1,0.096128,2.768635,[51 29] ; [41 12],[55.33834586 24.66165414] ; [36.66165414 16.33834586],0
p12,1,0.125377,2.348831,[ 9 71] ; [ 2 51],[ 6.61654135 73.38345865] ; [ 4.38345865 48.61654135],0
r3,1,0.141105,2.165866,[67 13] ; [49  4],[69.77443609 10.22556391] ; [46.22556391  6.77443609],0
s5,1,0.151168,2.060429,[20 57] ; [19 31],[23.64566929 53.35433071] ; [15.35433071 34.64566929],0
v2,1,0.17075,1.876345,[34 41] ; [30 22],[37.79527559 37.20472441] ; [26.20472441 25.79527559],0
a4,1,0.17345,1.852872,[30 49] ; [26 26],[33.77099237 45.22900763] ; [22.22900763 29.77099237],0
r2,1,0.178518,1.809918,[68 10] ; [50  3],[70.25954198  7.74045802] ; [47.74045802  5.25954198],0
s7,1,0.184148,1.763828,[26 50] ; [23 27],[29.55555556 46.44444444] ; [19.44444444 30.55555556],0
v3,1,0.188474,1.729502,[25 52] ; [22 28],[28.49606299 48.50393701] ; [18.50393701 31.49606299],0
p3,1,0.191983,1.702335,[23 57] ; [21 32],[26.46616541 53.53383459] ; [17.53383459 35.46616541],0
p10,1,0.236724,1.399995,[45 33] ; [36 17],[48.22900763 29.77099237] ; [32.77099237 20.22900763],0
n2,1,0.238187,1.39129,[20  9] ; [12  2],[21.58139535  7.41860465] ; [10.41860465  3.58139535],0
p5,1,0.267133,1.231409,[ 5 75] ; [ 6 45],[ 6.71755725 73.28244275] ; [ 4.28244275 46.71755725],0
n5,1,0.349734,0.874421,[56 24] ; [41 12],[58.34586466 21.65413534] ; [38.65413534 14.34586466],0
a7,1,0.397402,0.716174,[47 33] ; [35 18],[49.32330827 30.67669173] ; [32.67669173 20.32330827],0
d4,1,0.448188,0.575231,[62 18] ; [38 15],[60.15037594 19.84962406] ; [39.84962406 13.15037594],0
a5,1,0.481548,0.495356,[48 32] ; [35 18],[49.92481203 30.07518797] ; [33.07518797 19.92481203],0
a3,1,0.484918,0.487783,[51 29] ; [30 22],[49.09090909 30.90909091] ; [31.90909091 20.09090909],0
d3,1,0.496672,0.46204,[42 38] ; [31 22],[43.90977444 36.09022556] ; [29.09022556 23.90977444],0
s1,1,0.508712,0.436715,[ 5 74] ; [ 5 48],[ 5.98484848 73.01515152] ; [ 4.01515152 48.98484848],0
u1,1,0.556681,0.345484,[12 68] ; [10 43],[13.23308271 66.76691729] ; [ 8.76691729 44.23308271],0
p1,1,0.628823,0.233661,[ 8 72] ; [ 4 49],[ 7.21804511 72.78195489] ; [ 4.78195489 48.21804511],0
n1,1,0.661076,0.19222,[12 16] ; [7 7],[12.66666667 15.33333333] ; [6.33333333 7.66666667],0
a2,1,0.662629,0.190345,[16 64] ; [ 9 44],[15.03759398 64.96240602] ; [ 9.96240602 43.03759398],0
u4,1,0.673734,0.177265,[ 2 78] ; [ 2 51],[ 2.40601504 77.59398496] ; [ 1.59398496 51.40601504],0
a1,1,0.679219,0.171006,[ 6 74] ; [ 3 50],[ 5.41353383 74.58646617] ; [ 3.58646617 49.41353383],0
a6,1,0.685278,0.164245,[47 33] ; [33 20],[48.12030075 31.87969925] ; [31.87969925 21.12030075],0
u2,1,0.722699,0.125921,[12 16] ; [11 12],[12.62745098 15.37254902] ; [10.37254902 12.62745098],0
n3,1,0.878828,0.023243,[18  9] ; [9 5],[17.7804878  9.2195122] ; [9.2195122 4.7804878],0
b2,1,0.895988,0.017091,[17 32] ; [12 24],[16.71764706 32.28235294] ; [12.28235294 23.71764706],0
