Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,86.052844,[478  78] ; [72 71],[437.48211731 118.51788269] ; [112.51788269  30.48211731],1
p10,1,0.0,62.697434,[453 104] ; [72 74],[415.96728307 141.03271693] ; [109.03271693  36.96728307],1
p11,1,0.0,56.977358,[456 107] ; [75 73],[420.46835443 142.53164557] ; [110.53164557  37.46835443],1
p7,1,0.0,56.469654,[361 193] ; [43 99],[321.57471264 232.42528736] ; [82.42528736 59.57471264],1
v4,1,0.0,54.629207,[534  24] ; [113  34],[512.09361702  45.90638298] ; [134.90638298  12.09361702],1
r3,1,0.0,51.368861,[539  21] ; [116  31],[518.81188119  41.18811881] ; [136.18811881  10.81188119],1
p4,1,0.0,49.926701,[330 231] ; [ 38 108],[292.00565771 268.99434229] ; [75.99434229 70.00565771],1
r4,1,0.0,41.822186,[504  59] ; [101  47],[479.06469761  83.93530239] ; [125.93530239  22.06469761],1
p8,1,0.0,41.727863,[289 266] ; [ 33 115],[254.21052632 300.78947368] ; [67.78947368 80.21052632],1
n6,1,0.0,31.565856,[467  91] ; [92 55],[442.44255319 115.55744681] ; [116.55744681  30.44255319],1
v1,1,1e-06,24.00836,[303 245] ; [47 98],[276.76767677 271.23232323] ; [73.23232323 71.76767677],1
r1,1,5e-06,20.866379,[452 106] ; [93 54],[431.36170213 126.63829787] ; [113.63829787  33.36170213],1
s6,1,6e-06,20.335896,[342 214] ; [60 87],[317.94025605 238.05974395] ; [84.05974395 62.94025605],1
p3,1,2.3e-05,17.950436,[262 300] ; [ 40 107],[239.38504937 322.61495063] ; [62.61495063 84.38504937],1
d5,1,3.9e-05,16.942182,[459 103] ; [97 50],[440.72214386 121.27785614] ; [115.27785614  31.72214386],1
p6,1,7.6e-05,15.657096,[186 370] ; [ 24 121],[166.56205421 389.43794579] ; [ 43.43794579 101.56205421],1
r2,1,9e-05,15.327393,[524  31] ; [122  22],[512.91845494  42.08154506] ; [133.08154506  10.91845494],1
d3,1,0.000119,14.803656,[386 176] ; [76 71],[366.21156559 195.78843441] ; [95.78843441 51.21156559],1
n4,1,0.000223,13.624795,[438 123] ; [93 54],[420.75 140.25] ; [110.25  36.75],1
s8,1,0.000497,12.125534,[233 328] ; [ 38 109],[214.73305085 346.26694915] ; [56.26694915 90.73305085],1
a1,1,0.000604,11.762819,[ 19 544] ; [ 15 133],[ 26.92264416 536.07735584] ; [  7.07735584 140.92264416],1
