Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.001137,10.589411,[48  4] ; [36 18],[41.20754717 10.79245283] ; [42.79245283 11.20754717],0
p10,1,0.001922,9.622939,[37 14] ; [22 30],[29.21359223 21.78640777] ; [29.78640777 22.21359223],0
d5,1,0.002692,9.005427,[35 18] ; [20 34],[27.24299065 25.75700935] ; [27.75700935 26.24299065],0
p9,1,0.004776,7.9625,[39 13] ; [25 27],[32. 20.] ; [32. 20.],0
v2,1,0.006703,7.350959,[24 27] ; [11 40],[17.5 33.5] ; [17.5 33.5],0
n6,1,0.009828,6.665739,[45  8] ; [34 20],[39.13084112 13.86915888] ; [39.86915888 14.13084112],0
r4,1,0.011655,6.362639,[44  9] ; [33 21],[38.14018692 14.85981308] ; [38.85981308 15.14018692],0
p3,1,0.017922,5.603756,[22 31] ; [11 43],[16.34579439 36.65420561] ; [16.65420561 37.34579439],0
p2,1,0.018648,5.534234,[40 13] ; [29 25],[34.17757009 18.82242991] ; [34.82242991 19.17757009],0
v1,1,0.031308,4.63598,[27 24] ; [17 36],[21.57692308 29.42307692] ; [22.42307692 30.57692308],0
s3,1,0.063552,3.442167,[31 21] ; [22 31],[26.24761905 25.75238095] ; [26.75238095 26.24761905],0
s2,1,0.089469,2.883904,[23 29] ; [15 38],[18.81904762 33.18095238] ; [19.18095238 33.81904762],0
b1,1,0.089986,2.874626,[17 36] ; [26 28],[21.29906542 31.70093458] ; [21.70093458 32.29906542],0
d3,1,0.094065,2.803393,[17 35] ; [10 44],[13.24528302 38.75471698] ; [13.75471698 40.24528302],0
r2,1,0.112725,2.515599,[48  5] ; [43 11],[45.07476636  7.92523364] ; [45.92523364  8.07476636],0
s8,1,0.126043,2.340572,[20 33] ; [13 41],[16.34579439 36.65420561] ; [16.65420561 37.34579439],0
p1,1,0.134188,2.243375,[ 6 47] ; [ 2 52],[ 3.96261682 49.03738318] ; [ 4.03738318 49.96261682],0
b5,1,0.142136,2.154684,[33 20] ; [26 28],[29.22429907 23.77570093] ; [29.77570093 24.22429907],0
a6,1,0.144395,2.130489,[32 21] ; [25 29],[28.23364486 24.76635514] ; [28.76635514 25.23364486],0
b2,1,0.149602,2.076306,[ 7 26] ; [13 22],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
b3,1,0.149602,2.076306,[ 7 26] ; [13 22],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
n3,1,0.186858,1.742222,[13  2] ; [17  8],[11.25  3.75] ; [18.75  6.25],0
a3,1,0.231919,1.429055,[32 20] ; [27 27],[28.94339623 23.05660377] ; [30.05660377 23.94339623],0
a2,1,0.282709,1.15402,[ 6 47] ; [ 3 51],[ 4.45794393 48.54205607] ; [ 4.54205607 49.45794393],0
u3,1,0.287756,1.130092,[11 10] ; [10 17],[ 9.1875 11.8125] ; [11.8125 15.1875],0
a5,1,0.2891,1.123806,[28 25] ; [23 31],[25.26168224 27.73831776] ; [25.73831776 28.26168224],0
n1,1,0.316578,1.003031,[ 4 11] ; [11 15],[5.48780488 9.51219512] ; [ 9.51219512 16.48780488],0
s6,1,0.329412,0.951207,[29 23] ; [25 29],[26.49056604 25.50943396] ; [27.50943396 26.49056604],0
r1,1,0.348003,0.880727,[32 19] ; [29 25],[29.62857143 21.37142857] ; [31.37142857 22.62857143],0
p4,1,0.386102,0.751182,[24 29] ; [20 34],[21.79439252 31.20560748] ; [22.20560748 31.79439252],0
s4,1,0.42147,0.646213,[11 42] ; [ 8 46],[ 9.41121495 43.58878505] ; [ 9.58878505 44.41121495],0
n2,1,0.496429,0.462561,[12  3] ; [19  8],[11.07142857  3.92857143] ; [19.92857143  7.07142857],0
v3,1,0.540224,0.375126,[15 38] ; [12 40],[13.62857143 39.37142857] ; [13.37142857 38.62857143],0
a8,1,0.564351,0.332226,[ 6 44] ; [ 8 42],[ 7. 43.] ; [ 7. 43.],0
s5,1,0.565566,0.330159,[ 8 44] ; [ 6 46],[ 7. 45.] ; [ 7. 45.],0
p7,1,0.580891,0.304797,[21 31] ; [19 35],[19.62264151 32.37735849] ; [20.37735849 33.62264151],0
v4,1,0.604894,0.267677,[45  8] ; [43 10],[44.  9.] ; [44.  9.],0
b4,1,0.632587,0.228569,[27 26] ; [30 24],[28.23364486 24.76635514] ; [28.76635514 25.23364486],0
p11,1,0.635728,0.224373,[31 22] ; [34 20],[32.19626168 20.80373832] ; [32.80373832 21.19626168],0
a4,1,0.642531,0.215447,[13 40] ; [11 42],[12. 41.] ; [12. 41.],0
p5,1,0.662359,0.190671,[ 2 51] ; [ 3 51],[ 2.47663551 50.52336449] ; [ 2.52336449 51.47663551],0
s1,1,0.695528,0.153166,[ 3 49] ; [ 4 48],[ 3.5 48.5] ; [ 3.5 48.5],0
d2,1,0.711295,0.136987,[14 39] ; [16 38],[14.85981308 38.14018692] ; [15.14018692 38.85981308],0
n5,1,0.733246,0.116152,[40 12] ; [40 14],[39.24528302 12.75471698] ; [40.75471698 13.24528302],0
n4,1,0.777379,0.07994,[36 16] ; [36 18],[35.32075472 16.67924528] ; [36.67924528 17.32075472],0
p6,1,0.807473,0.059384,[11 42] ; [10 43],[10.5 42.5] ; [10.5 42.5],0
s7,1,0.934504,0.006754,[15 34] ; [16 35],[15.19 33.81] ; [15.81 35.19],0
u2,1,0.940115,0.005644,[ 8 13] ; [10 17],[ 7.875 13.125] ; [10.125 16.875],0
a1,1,0.981201,0.000555,[ 3 50] ; [ 3 51],[ 2.97196262 50.02803738] ; [ 3.02803738 50.97196262],0
