Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,159.452089,[420  69] ; [45 93],[362.65550239 126.34449761] ; [102.34449761  35.65550239],1
n6,1,0.0,49.95669,[437  52] ; [88 49],[410.10383387  78.89616613] ; [114.89616613  22.10383387],1
s7,1,0.0,28.305211,[268 200] ; [41 91],[241.02 226.98] ; [67.98 64.02],1
a5,1,1e-06,24.801624,[408  84] ; [88 51],[386.7385103 105.2614897] ; [109.2614897  29.7385103],1
d2,1,2e-06,22.926248,[296 195] ; [52 87],[271.21904762 219.78095238] ; [76.78095238 62.21904762],1
p3,1,8e-06,20.029208,[269 221] ; [46 92],[245.78025478 244.21974522] ; [69.21974522 68.78025478],1
p4,1,8e-06,19.91299,[320 168] ; [61 76],[297.4848 190.5152] ; [83.5152 53.4848],1
p11,1,2e-05,18.148292,[402  90] ; [90 49],[383.61965135 108.38034865] ; [108.38034865  30.61965135],1
p6,1,3.4e-05,17.165485,[200 286] ; [ 29 105],[179.50645161 306.49354839] ; [49.49354839 84.50645161],1
s8,1,5.8e-05,16.163876,[250 238] ; [44 94],[229.1884984 258.8115016] ; [64.8115016 73.1884984],1
a4,1,0.00035,12.781676,[268 223] ; [52 87],[249.3968254 241.6031746] ; [70.6031746 68.3968254],1
a8,1,0.000387,12.592557,[ 77 365] ; [  6 120],[ 64.58802817 377.41197183] ; [ 18.41197183 107.58802817],1
d5,1,0.000397,12.544887,[449  43] ; [112  27],[437.4199683  54.5800317] ; [123.5800317  15.4199683],1
p10,1,0.000507,12.090215,[414  74] ; [97 38],[400.26966292  87.73033708] ; [110.73033708  24.26966292],1
a3,1,0.00081,11.217413,[388 102] ; [91 48],[373.14785374 116.85214626] ; [105.85214626  33.14785374],1
d1,1,0.001094,10.661042,[367 125] ; [84 55],[351.65134707 140.34865293] ; [99.34865293 39.65134707],0
u1,1,0.001687,9.86264,[126 366] ; [ 18 121],[112.27892235 379.72107765] ; [ 31.72107765 107.27892235],0
a2,1,0.003219,8.679051,[155 337] ; [ 26 113],[141.12836767 350.87163233] ; [39.87163233 99.12836767],0
p2,1,0.003361,8.600585,[422  67] ; [104  33],[410.88498403  78.11501597] ; [115.11501597  21.88498403],0
