Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,159.452089,[420  69] ; [45 93],[362.65550239 126.34449761] ; [102.34449761  35.65550239],1
r4,1,0.003684,8.433325,[473  19] ; [125  14],[466.26941363  25.73058637] ; [131.73058637   7.26941363],0
s2,1,0.004633,8.017414,[274 212] ; [59 79],[259.35576923 226.64423077] ; [73.64423077 64.35576923],0
r3,1,0.006892,7.300987,[477  12] ; [128  10],[471.84210526  17.15789474] ; [133.15789474   4.84210526],0
p5,1,0.008909,6.840992,[ 64 423] ; [  7 130],[ 55.41185897 431.58814103] ; [ 15.58814103 121.41185897],0
v3,1,0.009513,6.723894,[207 267] ; [40 89],[194.15920398 279.84079602] ; [52.84079602 76.15920398],0
p9,1,0.00967,6.694699,[419  67] ; [104  31],[409.30434783  76.69565217] ; [113.69565217  21.30434783],0
s6,1,0.011811,6.339057,[343 139] ; [82 55],[330.93699515 151.06300485] ; [94.06300485 42.93699515],0
p7,1,0.015313,5.880108,[323 156] ; [74 58],[311.23240589 167.76759411] ; [85.76759411 46.23240589],0
v1,1,0.019,5.501522,[282 201] ; [63 71],[270.07293355 212.92706645] ; [74.92706645 59.07293355],0
n1,1,0.033483,4.520921,[37 50] ; [11 35],[31.39849624 55.60150376] ; [16.60150376 29.39849624],0
b1,1,0.033981,4.495648,[201 291] ; [43 96],[190.2503962 301.7496038] ; [53.7496038 85.2503962],0
r2,1,0.049556,3.856405,[475  12] ; [130   8],[471.416  15.584] ; [133.584   4.416],0
p12,1,0.050563,3.822679,[ 47 440] ; [  6 131],[ 41.36378205 445.63621795] ; [ 11.63621795 125.36378205],0
p8,1,0.091855,2.841569,[269 215] ; [65 72],[260.31561997 223.68438003] ; [73.68438003 63.31561997],0
a1,1,0.103338,2.65326,[ 27 465] ; [  3 136],[ 23.39144216 468.60855784] ; [  6.60855784 132.39144216],0
u4,1,0.103438,2.651722,[ 16 476] ; [  1 138],[ 13.25515055 478.74484945] ; [  3.74484945 135.25515055],0
s4,1,0.107069,2.596963,[ 70 413] ; [ 28 111],[ 76.09967846 406.90032154] ; [ 21.90032154 117.09967846],0
v4,1,0.11186,2.527749,[473  17] ; [129   9],[469.7133758  20.2866242] ; [132.2866242   5.7133758],0
s3,1,0.140766,2.169561,[289 196] ; [72 65],[281.48713826 203.51286174] ; [79.51286174 57.48713826],0
s5,1,0.158148,1.991849,[178 297] ; [41 92],[171.09375 303.90625] ; [47.90625 85.09375],0
p1,1,0.169927,1.883588,[ 38 451] ; [  6 131],[ 34.37060703 454.62939297] ; [  9.62939297 127.37060703],0
b5,1,0.226939,1.459945,[287 205] ; [89 50],[293.17274168 198.82725832] ; [82.82725832 56.17274168],0
b2,1,0.23697,1.398528,[131 186] ; [21 42],[126.8 190.2] ; [25.2 37.8],0
b3,1,0.23697,1.398528,[131 186] ; [21 42],[126.8 190.2] ; [25.2 37.8],0
b4,1,0.243653,1.359332,[288 204] ; [89 50],[293.95245642 198.04754358] ; [83.04754358 55.95245642],0
u2,1,0.378386,0.775939,[61 41] ; [31 15],[63.40540541 38.59459459] ; [28.59459459 17.40540541],0
n3,1,0.398413,0.713112,[63 25] ; [29 16],[60.87218045 27.12781955] ; [31.12781955 13.87218045],0
v2,1,0.45335,0.562261,[291 186] ; [74 55],[287.3019802 189.6980198] ; [77.6980198 51.3019802],0
n2,1,0.454808,0.558641,[63 26] ; [29 16],[61.10447761 27.89552239] ; [30.89552239 14.10447761],0
u3,1,0.468882,0.52461,[66 38] ; [32 14],[67.94666667 36.05333333] ; [30.05333333 15.94666667],0
a7,1,0.475546,0.50906,[367 124] ; [108  31],[370.1984127 120.8015873] ; [104.8015873  34.1984127],0
d3,1,0.707369,0.14092,[382 110] ; [110  29],[383.61965135 108.38034865] ; [108.38034865  30.61965135],0
s1,1,0.813861,0.055436,[ 16 469] ; [  4 134],[ 15.56982343 469.43017657] ; [  4.43017657 133.56982343],0
a6,1,0.87612,0.024301,[346 145] ; [97 42],[345.25873016 145.74126984] ; [97.74126984 41.25873016],0
