Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.26951,[56 69] ; [40  6],[70.1754386 54.8245614] ; [25.8245614 20.1754386],1
s2,1,8.6e-05,15.430002,[41 84] ; [31 16],[52.3255814 72.6744186] ; [19.6744186 27.3255814],1
p5,1,0.001066,10.709168,[  9 116] ; [12 35],[ 15.26162791 109.73837209] ; [ 5.73837209 41.26162791],0
s7,1,0.00355,8.500609,[41 80] ; [26 18],[49.13333333 71.86666667] ; [17.86666667 26.13333333],0
p12,1,0.009485,6.729233,[  6 118] ; [ 8 39],[ 10.15204678 113.84795322] ; [ 3.84795322 43.15204678],0
s4,1,0.019369,5.467875,[ 14 111] ; [12 35],[ 18.89534884 106.10465116] ; [ 7.10465116 39.89534884],0
a5,1,0.046525,3.962482,[59 67] ; [30 17],[64.82080925 61.17919075] ; [24.17919075 22.82080925],0
s8,1,0.050679,3.818865,[35 91] ; [20 26],[40.29069767 85.70930233] ; [14.70930233 31.29069767],0
p3,1,0.059441,3.552913,[42 84] ; [23 24],[47.34104046 78.65895954] ; [17.65895954 29.34104046],0
p8,1,0.062327,3.474351,[56 69] ; [28 18],[61.40350877 63.59649123] ; [22.59649123 23.40350877],0
r4,1,0.065288,3.397689,[104  22] ; [44  3],[107.79190751  18.20809249] ; [40.20809249  6.79190751],0
p9,1,0.075973,3.149014,[92 32] ; [40  6],[96.28235294 27.71764706] ; [35.71764706 10.28235294],0
p1,1,0.08464,2.973477,[ 12 114] ; [ 9 38],[ 15.29479769 110.70520231] ; [ 5.70520231 41.29479769],0
s3,1,0.085297,2.960965,[62 61] ; [30 16],[66.95857988 56.04142012] ; [25.04142012 20.95857988],0
p7,1,0.090631,2.863124,[65 56] ; [32 15],[69.86309524 51.13690476] ; [27.13690476 19.86309524],0
p6,1,0.106611,2.603748,[33 92] ; [18 28],[37.28070175 87.71929825] ; [13.71929825 32.28070175],0
p10,1,0.151289,2.05921,[86 38] ; [37  9],[89.71764706 34.28235294] ; [33.28235294 12.71764706],0
n5,1,0.156823,2.0046,[81 43] ; [36 11],[84.84210526 39.15789474] ; [32.15789474 14.84210526],0
n6,1,0.197055,1.664066,[99 27] ; [41  6],[101.96531792  24.03468208] ; [38.03468208  8.96531792],0
a1,1,0.200656,1.637596,[  3 123] ; [ 3 44],[  4.3699422 121.6300578] ; [ 1.6300578 45.3699422],0
u1,1,0.200656,1.637596,[  3 123] ; [ 3 44],[  4.3699422 121.6300578] ; [ 1.6300578 45.3699422],0
r1,1,0.207599,1.58809,[84 42] ; [36 11],[87.39884393 38.60115607] ; [32.60115607 14.39884393],0
d2,1,0.269216,1.220738,[ 25 101] ; [13 34],[27.67630058 98.32369942] ; [10.32369942 36.67630058],0
b4,1,0.28357,1.149898,[69 57] ; [30 17],[72.10404624 53.89595376] ; [26.89595376 20.10404624],0
u3,1,0.292131,1.109774,[27 30] ; [15 10],[29.19512195 27.80487805] ; [12.80487805 12.19512195],0
b2,1,0.335924,0.925926,[25 50] ; [11 14],[27. 48.] ; [ 9. 16.],0
b3,1,0.335924,0.925926,[25 50] ; [11 14],[27. 48.] ; [ 9. 16.],0
n2,1,0.343336,0.897935,[29  5] ; [8 3],[27.95555556  6.04444444] ; [9.04444444 1.95555556],0
s1,1,0.358158,0.84434,[  4 119] ; [ 3 44],[  5.06470588 117.93529412] ; [ 1.93529412 45.06470588],0
n4,1,0.389817,0.739513,[79 46] ; [33 14],[81.39534884 43.60465116] ; [30.60465116 16.39534884],0
p4,1,0.397777,0.715037,[53 71] ; [23 23],[55.43529412 68.56470588] ; [20.56470588 25.43529412],0
v3,1,0.415595,0.662739,[39 84] ; [18 29],[41.24117647 81.75882353] ; [15.75882353 31.24117647],0
r2,1,0.426861,0.63135,[113  13] ; [44  3],[114.34682081  11.65317919] ; [42.65317919  4.34682081],0
a3,1,0.445183,0.582887,[68 57] ; [22 24],[65.78947368 59.21052632] ; [24.21052632 21.78947368],0
v1,1,0.45556,0.556783,[56 67] ; [18 28],[53.85798817 69.14201183] ; [20.14201183 25.85798817],0
d3,1,0.467306,0.52834,[56 70] ; [18 29],[53.89595376 72.10404624] ; [20.10404624 26.89595376],0
a7,1,0.496938,0.461469,[76 50] ; [31 16],[77.93063584 48.06936416] ; [29.06936416 17.93063584],0
p11,1,0.514047,0.42582,[96 30] ; [38  9],[97.59537572 28.40462428] ; [36.40462428 10.59537572],0
d4,1,0.64098,0.217462,[62 64] ; [25 22],[63.36416185 62.63583815] ; [23.63583815 23.36416185],0
d1,1,0.669316,0.182404,[  6 120] ; [ 3 44],[  6.55491329 119.44508671] ; [ 2.44508671 44.55491329],0
p2,1,0.708161,0.140121,[93 33] ; [36 11],[93.95375723 32.04624277] ; [35.04624277 11.95375723],0
n1,1,0.756206,0.096389,[12 22] ; [3 7],[11.59090909 22.40909091] ; [3.40909091 6.59090909],0
a2,1,0.761464,0.092148,[  9 117] ; [ 4 43],[  9.46820809 116.53179191] ; [ 3.53179191 43.46820809],0
r3,1,0.82661,0.047984,[114  12] ; [42  5],[113.61849711  12.38150289] ; [42.38150289  4.61849711],0
a8,1,0.830597,0.045769,[ 14 102] ; [ 5 41],[ 13.60493827 102.39506173] ; [ 5.39506173 40.60493827],0
u2,1,0.839378,0.041083,[30 26] ; [14 11],[30.41975309 25.58024691] ; [13.58024691 11.41975309],0
a6,1,0.878929,0.023203,[74 52] ; [27 20],[73.56069364 52.43930636] ; [27.43930636 19.56069364],0
n3,1,0.881528,0.022211,[24  8] ; [8 3],[23.81395349  8.18604651] ; [8.18604651 2.81395349],0
b5,1,0.953738,0.003366,[73 53] ; [27 20],[72.83236994 53.16763006] ; [27.16763006 19.83236994],0
b1,1,0.971327,0.001292,[54 72] ; [20 27],[53.89595376 72.10404624] ; [20.10404624 26.89595376],0
a4,1,0.975701,0.000928,[ 24 100] ; [ 9 38],[ 23.92982456 100.07017544] ; [ 9.07017544 37.92982456],0
v2,1,0.986546,0.000284,[52 68] ; [20 26],[52.04819277 67.95180723] ; [19.95180723 26.04819277],0
