Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,101.057876,[29 79] ; [147  23],[68.37410072 39.62589928] ; [107.62589928  62.37410072],1
s6,1,0.0,34.288585,[63 43] ; [148  17],[82.53136531 23.46863469] ; [128.46863469  36.53136531],1
s8,1,0.0,25.713246,[44 65] ; [120  49],[64.30215827 44.69784173] ; [99.69784173 69.30215827],1
s7,1,1.1e-05,19.381805,[48 54] ; [121  43],[64.80451128 37.19548872] ; [104.19548872  59.80451128],1
d2,1,0.000946,10.929646,[45 64] ; [104  65],[58.42086331 50.57913669] ; [90.57913669 78.42086331],1
s5,1,0.002506,9.135843,[40 67] ; [90 70],[52.09737828 54.90262172] ; [77.90262172 82.09737828],0
p12,1,0.005145,7.827662,[  8 101] ; [ 33 136],[16.07553957 92.92446043] ; [ 24.92446043 144.07553957],0
n2,1,0.01623,5.777778,[14 12] ; [22  4],[18.  8.] ; [18.  8.],0
d1,1,0.021406,5.293469,[63 46] ; [121  49],[71.88530466 37.11469534] ; [112.11469534  57.88530466],0
b1,1,0.052188,3.769717,[36 73] ; [76 94],[43.7562724 65.2437276] ; [ 68.2437276 101.7562724],0
v4,1,0.055021,3.681444,[108   1] ; [161   9],[105.09318996   3.90681004] ; [163.90681004   6.09318996],0
a3,1,0.069946,3.284297,[76 32] ; [135  34],[82.26714801 25.73285199] ; [128.73285199  40.26714801],0
a8,1,0.09318,2.818561,[ 9 84] ; [ 28 133],[13.54724409 79.45275591] ; [ 23.45275591 137.54724409],0
d3,1,0.121788,2.394172,[74 33] ; [131  38],[79.47463768 27.52536232] ; [125.52536232  43.47463768],0
a2,1,0.13454,2.23932,[25 84] ; [ 53 117],[30.47311828 78.52688172] ; [ 47.52688172 122.47311828],0
d4,1,0.136077,2.221773,[89 20] ; [148  20],[93.2599278 15.7400722] ; [143.7400722  24.2599278],0
r1,1,0.153054,2.041547,[85 24] ; [144  26],[89.46594982 19.53405018] ; [139.53405018  30.46594982],0
n1,1,0.157618,1.996928,[ 8 18] ; [13 13],[10.5 15.5] ; [10.5 15.5],0
r3,1,0.170189,1.881276,[103   6] ; [165   4],[105.07913669   3.92086331] ; [162.92086331   6.07913669],0
u4,1,0.173496,1.852476,[  1 108] ; [  6 164],[  2.73476703 106.26523297] ; [  4.26523297 165.73476703],0
p5,1,0.193889,1.687814,[18 91] ; [ 39 131],[22.2688172 86.7311828] ; [ 34.7311828 135.2688172],0
s4,1,0.206498,1.595813,[19 87] ; [ 41 127],[23.21167883 82.78832117] ; [ 36.78832117 131.21167883],0
n5,1,0.219377,1.508443,[86 22] ; [145  25],[89.74100719 18.25899281] ; [141.25899281  28.74100719],0
r4,1,0.226354,1.463627,[100   9] ; [162   8],[102.35842294   6.64157706] ; [159.64157706  10.35842294],0
a4,1,0.232131,1.427754,[51 58] ; [92 78],[55.86738351 53.13261649] ; [87.13261649 82.86738351],0
p1,1,0.254374,1.299121,[11 98] ; [ 25 144],[14.11510791 94.88489209] ; [ 21.88489209 147.11510791],0
b4,1,0.257353,1.282943,[69 40] ; [96 74],[64.46236559 44.53763441] ; [100.53763441  69.46236559],0
r2,1,0.280361,1.165337,[102   6] ; [164   5],[103.71119134   4.28880866] ; [162.28880866   6.71119134],0
n4,1,0.373891,0.790693,[90 19] ; [147  23],[92.59139785 16.40860215] ; [144.40860215  25.59139785],0
a7,1,0.388181,0.744633,[83 25] ; [122  47],[79.92779783 28.07220217] ; [125.07220217  43.92779783],0
a1,1,0.388313,0.744218,[  6 103] ; [ 14 156],[  7.81362007 101.18637993] ; [ 12.18637993 157.81362007],0
p9,1,0.407958,0.684745,[107   2] ; [164   6],[105.87455197   3.12544803] ; [165.12544803   4.87455197],0
p7,1,0.41426,0.666541,[92 16] ; [147  19],[94.20437956 13.79562044] ; [144.79562044  21.20437956],0
b5,1,0.441262,0.592998,[66 43] ; [95 75],[62.89964158 46.10035842] ; [98.10035842 71.89964158],0
p11,1,0.502318,0.450037,[89 20] ; [144  26],[91.02867384 17.97132616] ; [141.97132616  28.02867384],0
v1,1,0.551667,0.35434,[73 36] ; [106  61],[70.69202899 38.30797101] ; [108.30797101  58.69202899],0
a5,1,0.55794,0.343283,[84 25] ; [136  34],[85.94982079 23.05017921] ; [134.05017921  35.94982079],0
u1,1,0.558719,0.341927,[23 86] ; [ 41 129],[25.00358423 83.99641577] ; [ 38.99641577 131.00358423],0
n3,1,0.610764,0.259063,[18  7] ; [17  9],[17.15686275  7.84313725] ; [17.84313725  8.15686275],0
p3,1,0.616849,0.250321,[73 36] ; [118  51],[74.88848921 34.11151079] ; [116.11151079  52.88848921],0
d5,1,0.62225,0.242718,[93 15] ; [141  27],[91.56521739 16.43478261] ; [142.43478261  25.56521739],0
p4,1,0.639742,0.21908,[92 17] ; [139  30],[90.57194245 18.42805755] ; [140.42805755  28.57194245],0
v2,1,0.692016,0.156911,[68 41] ; [99 66],[66.43430657 42.56569343] ; [100.56569343  64.43430657],0
p8,1,0.72092,0.127613,[76 32] ; [123  47],[77.30935252 30.69064748] ; [121.69064748  48.30935252],0
p2,1,0.784913,0.074486,[99 10] ; [156  14],[99.62365591  9.37634409] ; [155.37634409  14.62365591],0
n6,1,0.819644,0.051985,[99 10] ; [153  14],[99.52173913  9.47826087] ; [152.47826087  14.52173913],0
a6,1,0.834959,0.043408,[72 37] ; [113  55],[72.79783394 36.20216606] ; [112.20216606  55.79783394],0
u3,1,0.857779,0.032113,[21 12] ; [23 12],[21.35294118 11.64705882] ; [22.64705882 12.35294118],0
v3,1,0.898305,0.016334,[47 62] ; [72 92],[47.51282051 61.48717949] ; [71.48717949 92.51282051],0
u2,1,0.946897,0.004436,[21 12] ; [22 13],[20.86764706 12.13235294] ; [22.13235294 12.86764706],0
b3,1,0.986154,0.000301,[30 37] ; [50 62],[29.94413408 37.05586592] ; [50.05586592 61.94413408],0
b2,1,0.986154,0.000301,[30 37] ; [50 62],[29.94413408 37.05586592] ; [50.05586592 61.94413408],0
