Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.4e-05,15.976144,[15  1] ; [26 42],[7.80952381 8.19047619] ; [33.19047619 34.80952381],1
p4,1,0.001743,9.802442,[12  6] ; [19 51],[ 6.34090909 11.65909091] ; [24.65909091 45.34090909],0
s2,1,0.00252,9.125926,[10  8] ; [14 56],[ 4.90909091 13.09090909] ; [19.09090909 50.90909091],0
p2,1,0.002773,8.951375,[17  1] ; [39 30],[11.5862069  6.4137931] ; [44.4137931 24.5862069],0
s8,1,0.005722,7.635724,[ 7 11] ; [ 8 62],[ 3.06818182 14.93181818] ; [11.93181818 58.06818182],0
p8,1,0.007609,7.123176,[11  7] ; [19 50],[ 6.20689655 11.79310345] ; [23.79310345 45.20689655],0
s7,1,0.01288,6.185528,[8 7] ; [15 54],[ 4.10714286 10.89285714] ; [18.89285714 50.10714286],0
u2,1,0.017596,5.635966,[9 3] ; [12 22],[5.47826087 6.52173913] ; [15.52173913 18.47826087],0
p3,1,0.021629,5.275374,[ 8 10] ; [13 57],[ 4.29545455 13.70454545] ; [16.70454545 53.29545455],0
s3,1,0.03071,4.669101,[10  8] ; [19 48],[ 6.14117647 11.85882353] ; [22.85882353 44.14117647],0
v2,1,0.042845,4.101522,[ 8 10] ; [14 53],[ 4.65882353 13.34117647] ; [17.34117647 49.65882353],0
p11,1,0.044792,4.026467,[13  5] ; [32 38],[9.20454545 8.79545455] ; [35.79545455 34.20454545],0
p5,1,0.04746,3.928997,[ 2 16] ; [ 1 67],[ 0.62790698 17.37209302] ; [ 2.37209302 65.62790698],0
r3,1,0.050416,3.827575,[13  5] ; [31 36],[9.31764706 8.68235294] ; [34.68235294 32.31764706],0
d5,1,0.050633,3.820377,[11  7] ; [25 45],[ 7.36363636 10.63636364] ; [28.63636364 41.36363636],0
s6,1,0.057717,3.601814,[10  8] ; [22 48],[ 6.54545455 11.45454545] ; [25.45454545 44.54545455],0
b5,1,0.072807,3.21857,[13  5] ; [34 36],[9.61363636 8.38636364] ; [37.38636364 32.61363636],0
p10,1,0.127586,2.321628,[12  5] ; [34 34],[9.2 7.8] ; [36.8 31.2],0
r2,1,0.156855,2.004286,[11  6] ; [30 36],[8.39759036 8.60240964] ; [32.60240964 33.39759036],0
s5,1,0.194336,1.684437,[ 4 13] ; [ 8 62],[ 2.34482759 14.65517241] ; [ 9.65517241 60.34482759],0
a3,1,0.20745,1.58913,[ 6 12] ; [34 34],[8.37209302 9.62790698] ; [31.62790698 36.37209302],0
n5,1,0.215215,1.535992,[13  4] ; [41 27],[10.8  6.2] ; [43.2 24.8],0
a6,1,0.234705,1.412117,[10  8] ; [28 42],[ 7.77272727 10.22727273] ; [30.22727273 39.77272727],0
p12,1,0.300553,1.071739,[ 1 17] ; [ 1 68],[ 0.4137931 17.5862069] ; [ 1.5862069 67.4137931],0
s4,1,0.308055,1.038997,[ 5 13] ; [12 58],[ 3.47727273 14.52272727] ; [13.52272727 56.47727273],0
d4,1,0.399931,0.708535,[ 7 11] ; [35 35],[8.59090909 9.40909091] ; [33.40909091 36.59090909],0
b1,1,0.462661,0.539449,[11  7] ; [36 34],[9.61363636 8.38636364] ; [37.38636364 32.61363636],0
n2,1,0.471097,0.519401,[6 2] ; [19 12],[5.12820513 2.87179487] ; [19.87179487 11.12820513],0
a7,1,0.471559,0.51832,[9 9] ; [28 41],[ 7.65517241 10.34482759] ; [29.34482759 39.65517241],0
p9,1,0.474468,0.511551,[12  6] ; [39 29],[10.6744186  7.3255814] ; [40.3255814 27.6744186],0
d3,1,0.596928,0.279655,[ 4 13] ; [21 49],[ 4.88505747 12.11494253] ; [20.11494253 49.88505747],0
n4,1,0.620257,0.245506,[9 9] ; [39 30],[9.93103448 8.06896552] ; [38.06896552 30.93103448],0
s1,1,0.662703,0.190256,[ 1 17] ; [ 6 63],[ 1.44827586 16.55172414] ; [ 5.55172414 63.44827586],0
n1,1,0.681725,0.16819,[4 4] ; [13 18],[3.48717949 4.51282051] ; [13.51282051 17.48717949],0
n6,1,0.692931,0.15593,[9 9] ; [37 30],[9.74117647 8.25882353] ; [36.25882353 30.74117647],0
b3,1,0.696006,0.152661,[3 7] ; [15 26],[3.52941176 6.47058824] ; [14.47058824 26.52941176],0
b2,1,0.696006,0.152661,[3 7] ; [15 26],[3.52941176 6.47058824] ; [14.47058824 26.52941176],0
u3,1,0.705883,0.142424,[3 8] ; [12 24],[3.5106383 7.4893617] ; [11.4893617 24.5106383],0
a8,1,0.745301,0.105522,[ 1 17] ; [ 5 59],[ 1.31707317 16.68292683] ; [ 4.68292683 59.31707317],0
d2,1,0.749358,0.102071,[ 3 15] ; [14 56],[ 3.47727273 14.52272727] ; [13.52272727 56.47727273],0
r1,1,0.784886,0.074506,[ 5 13] ; [17 52],[ 4.55172414 13.44827586] ; [17.44827586 51.55172414],0
n3,1,0.806642,0.059908,[4 4] ; [17 14],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
a5,1,0.817174,0.053445,[ 8 10] ; [29 41],[ 7.56818182 10.43181818] ; [29.43181818 40.56818182],0
a2,1,0.817565,0.053212,[ 1 17] ; [ 3 67],[ 0.81818182 17.18181818] ; [ 3.18181818 66.81818182],0
u1,1,0.817565,0.053212,[ 1 17] ; [ 3 67],[ 0.81818182 17.18181818] ; [ 3.18181818 66.81818182],0
b4,1,0.828638,0.04685,[9 9] ; [37 33],[9.40909091 8.59090909] ; [36.59090909 33.40909091],0
v4,1,0.839692,0.04092,[11  7] ; [38 27],[10.62650602  7.37349398] ; [38.37349398 26.62650602],0
v1,1,0.937088,0.00623,[ 6 12] ; [22 46],[ 5.86046512 12.13953488] ; [22.13953488 45.86046512],0
a4,1,0.941815,0.005327,[ 4 14] ; [15 55],[ 3.88636364 14.11363636] ; [15.11363636 54.88636364],0
v3,1,0.960048,0.002509,[ 3 15] ; [11 57],[ 2.93023256 15.06976744] ; [11.06976744 56.93023256],0
