Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.028267,4.811732,[23 15] ; [20  3],[26.78688525 11.21311475] ; [16.21311475  6.78688525],0
p8,1,0.035137,4.438489,[19 20] ; [ 5 18],[15.09677419 23.90322581] ; [ 8.90322581 14.09677419],0
n6,1,0.050278,3.83215,[32  7] ; [13  9],[28.7704918 10.2295082] ; [16.2295082  5.7704918],0
v2,1,0.082096,3.022914,[23 14] ; [ 9 14],[19.73333333 17.26666667] ; [12.26666667 10.73333333],0
r4,1,0.089919,2.875823,[34  5] ; [16  7],[31.4516129  7.5483871] ; [18.5483871  4.4516129],0
u3,1,0.097961,2.738426,[5 7] ; [7 2],[6.85714286 5.14285714] ; [5.14285714 3.85714286],0
b1,1,0.113609,2.503288,[14 25] ; [13 10],[16.98387097 22.01612903] ; [10.01612903 12.98387097],0
v4,1,0.114636,2.489117,[37  2] ; [19  4],[35.22580645  3.77419355] ; [20.77419355  2.22580645],0
p9,1,0.115406,2.478588,[27 12] ; [20  3],[29.56451613  9.43548387] ; [17.43548387  5.56451613],0
p11,1,0.134878,2.235445,[32  7] ; [15  8],[29.56451613  9.43548387] ; [17.43548387  5.56451613],0
s4,1,0.215022,1.537288,[ 4 35] ; [ 5 18],[ 5.66129032 33.33870968] ; [ 3.33870968 19.66129032],0
s8,1,0.234999,1.410348,[16 23] ; [ 6 17],[13.83870968 25.16129032] ; [ 8.16129032 14.83870968],0
n2,1,0.248213,1.333333,[7 1] ; [5 3],[6. 2.] ; [6. 2.],0
a8,1,0.258437,1.277111,[ 8 30] ; [ 2 19],[ 6.44067797 31.55932203] ; [ 3.55932203 17.44067797],0
p1,1,0.277096,1.181276,[ 1 38] ; [ 2 21],[ 1.88709677 37.11290323] ; [ 1.11290323 21.88709677],0
d4,1,0.334056,0.93311,[30  9] ; [20  3],[31.4516129  7.5483871] ; [18.5483871  4.4516129],0
p4,1,0.35427,0.858105,[20 19] ; [ 9 14],[18.24193548 20.75806452] ; [10.75806452 12.24193548],0
u1,1,0.356355,0.850699,[ 5 34] ; [ 5 18],[ 6.29032258 32.70967742] ; [ 3.70967742 19.29032258],0
s7,1,0.407126,0.687177,[18 20] ; [ 8 14],[16.46666667 21.53333333] ; [ 9.53333333 12.46666667],0
p6,1,0.424721,0.637214,[14 25] ; [ 6 17],[12.58064516 26.41935484] ; [ 7.41935484 15.58064516],0
d1,1,0.430278,0.622074,[18 21] ; [13 10],[19.5 19.5] ; [11.5 11.5],0
r1,1,0.443653,0.586816,[29 10] ; [15  8],[27.67741935 11.32258065] ; [16.32258065  6.67741935],0
p2,1,0.447004,0.578237,[32  7] ; [17  6],[30.82258065  8.17741935] ; [18.17741935  4.82258065],0
a2,1,0.447887,0.575994,[ 6 33] ; [ 2 21],[ 5.03225806 33.96774194] ; [ 2.96774194 20.03225806],0
d3,1,0.476147,0.507674,[23 15] ; [16  7],[24.29508197 13.70491803] ; [14.70491803  8.29508197],0
r3,1,0.491171,0.473961,[36  3] ; [20  3],[35.22580645  3.77419355] ; [20.77419355  2.22580645],0
a3,1,0.501594,0.451563,[27 12] ; [14  9],[25.79032258 13.20967742] ; [15.20967742  7.79032258],0
b4,1,0.512863,0.428222,[22 17] ; [11 12],[20.75806452 18.24193548] ; [12.24193548 10.75806452],0
a5,1,0.523407,0.407175,[24 15] ; [16  7],[25.16129032 13.83870968] ; [14.83870968  8.16129032],0
u2,1,0.528265,0.397727,[7 5] ; [4 5],[6.28571429 5.71428571] ; [4.71428571 4.28571429],0
a6,1,0.55386,0.350447,[25 14] ; [13 10],[23.90322581 15.09677419] ; [14.09677419  8.90322581],0
p3,1,0.55673,0.345398,[19 20] ; [ 9 13],[17.90163934 21.09836066] ; [10.09836066 11.90163934],0
s1,1,0.580716,0.305078,[ 2 37] ; [ 2 21],[ 2.51612903 36.48387097] ; [ 1.48387097 21.51612903],0
p12,1,0.580716,0.305078,[ 2 37] ; [ 2 21],[ 2.51612903 36.48387097] ; [ 1.48387097 21.51612903],0
r2,1,0.633519,0.227319,[36  3] ; [21  1],[36.44262295  2.55737705] ; [20.55737705  1.44262295],0
a4,1,0.644905,0.212385,[13 26] ; [ 9 14],[13.83870968 25.16129032] ; [ 8.16129032 14.83870968],0
s5,1,0.65467,0.200063,[ 6 33] ; [ 4 16],[ 6.61016949 32.38983051] ; [ 3.38983051 16.61016949],0
n5,1,0.682737,0.167061,[29 10] ; [16  7],[28.30645161 10.69354839] ; [16.69354839  6.30645161],0
