Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,9.1e-05,15.312785,[ 5 37] ; [8 4],[10.11111111 31.88888889] ; [2.88888889 9.11111111],1
v3,1,0.00773,7.094926,[ 6 41] ; [6 7],[ 9.4 37.6] ; [ 2.6 10.4],0
p9,1,0.015366,5.873961,[24 21] ; [11  1],[27.63157895 17.36842105] ; [7.36842105 4.63157895],0
u3,1,0.016173,5.783989,[ 4 19] ; [4 2],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
p8,1,0.024009,5.093955,[10 36] ; [7 6],[13.25423729 32.74576271] ; [3.74576271 9.25423729],0
p11,1,0.029876,4.71639,[24 23] ; [11  2],[27.41666667 19.58333333] ; [7.58333333 5.41666667],0
s6,1,0.073285,3.207856,[16 31] ; [8 5],[18.8 28.2] ; [5.2 7.8],0
r1,1,0.076282,3.14239,[13 34] ; [7 6],[15.66666667 31.33333333] ; [4.33333333 8.66666667],0
r3,1,0.110256,2.550545,[28 18] ; [11  2],[30.40677966 15.59322034] ; [8.59322034 4.40677966],0
p2,1,0.124514,2.359598,[25 22] ; [10  3],[27.41666667 19.58333333] ; [7.58333333 5.41666667],0
n1,1,0.15666,2.006173,[ 4 14] ; [4 4],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
n6,1,0.23013,1.440056,[27 19] ; [10  3],[28.84745763 17.15254237] ; [8.15254237 4.84745763],0
s5,1,0.242938,1.363465,[ 5 42] ; [ 3 10],[ 6.26666667 40.73333333] ; [ 1.73333333 11.26666667],0
b3,1,0.271174,1.210797,[ 7 24] ; [3 4],[ 8.15789474 22.84210526] ; [1.84210526 5.15789474],0
b2,1,0.271174,1.210797,[ 7 24] ; [3 4],[ 8.15789474 22.84210526] ; [1.84210526 5.15789474],0
s2,1,0.290011,1.119571,[ 9 38] ; [4 8],[10.3559322 36.6440678] ; [2.6440678 9.3559322],0
s1,1,0.298654,1.080196,[ 3 44] ; [ 2 11],[ 3.91666667 43.08333333] ; [ 1.08333333 11.91666667],0
v4,1,0.301654,1.066866,[25 22] ; [9 4],[26.63333333 20.36666667] ; [7.36666667 5.63333333],0
n4,1,0.301654,1.066866,[25 22] ; [9 4],[26.63333333 20.36666667] ; [7.36666667 5.63333333],0
b1,1,0.314219,1.012859,[29 18] ; [6 7],[27.41666667 19.58333333] ; [7.58333333 5.41666667],0
p4,1,0.314219,1.012859,[18 29] ; [7 6],[19.58333333 27.41666667] ; [5.41666667 7.58333333],0
n2,1,0.346912,0.884722,[10  8] ; [6 2],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
n3,1,0.346912,0.884722,[10  8] ; [6 2],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
b5,1,0.347164,0.883797,[25 22] ; [5 8],[23.5 23.5] ; [6.5 6.5],0
r4,1,0.368065,0.810187,[ 9 38] ; [4 9],[10.18333333 36.81666667] ; [ 2.81666667 10.18333333],0
d4,1,0.375435,0.785597,[30 17] ; [10  3],[31.33333333 15.66666667] ; [8.66666667 4.33333333],0
u2,1,0.410806,0.676467,[11 12] ; [4 2],[11.89655172 11.10344828] ; [3.10344828 2.89655172],0
s3,1,0.506886,0.44049,[11 35] ; [4 8],[11.89655172 34.10344828] ; [3.10344828 8.89655172],0
a7,1,0.557702,0.343699,[21 26] ; [7 6],[21.93333333 25.06666667] ; [6.06666667 6.93333333],0
v2,1,0.575102,0.314221,[14 31] ; [ 3 10],[13.18965517 31.81034483] ; [3.81034483 9.18965517],0
p5,1,0.598308,0.277555,[ 6 40] ; [ 1 12],[ 5.45762712 40.54237288] ; [ 1.54237288 11.45762712],0
p7,1,0.608841,0.261866,[18 29] ; [6 7],[18.8 28.2] ; [5.2 7.8],0
n5,1,0.608841,0.261866,[29 18] ; [7 6],[28.2 18.8] ; [7.8 5.2],0
d3,1,0.653135,0.20197,[22 25] ; [7 6],[22.71666667 24.28333333] ; [6.28333333 6.71666667],0
d5,1,0.653135,0.20197,[25 22] ; [6 7],[24.28333333 22.71666667] ; [6.71666667 6.28333333],0
d1,1,0.740875,0.109359,[13 34] ; [ 3 10],[12.53333333 34.46666667] ; [3.46666667 9.53333333],0
a4,1,0.740875,0.109359,[13 34] ; [ 3 10],[12.53333333 34.46666667] ; [3.46666667 9.53333333],0
a8,1,0.746171,0.104776,[ 5 38] ; [ 1 11],[ 4.69090909 38.30909091] ; [ 1.30909091 10.69090909],0
a5,1,0.754001,0.0982,[23 24] ; [7 6],[23.5 23.5] ; [6.5 6.5],0
b4,1,0.791129,0.070143,[27 20] ; [8 5],[27.41666667 19.58333333] ; [7.58333333 5.41666667],0
a6,1,0.791129,0.070143,[20 27] ; [5 8],[19.58333333 27.41666667] ; [5.41666667 7.58333333],0
v1,1,0.825703,0.048495,[13 34] ; [4 9],[13.31666667 33.68333333] ; [3.68333333 9.31666667],0
a2,1,0.866975,0.028057,[ 3 44] ; [ 1 12],[ 3.13333333 43.86666667] ; [ 0.86666667 12.13333333],0
a3,1,0.915095,0.011367,[24 22] ; [7 6],[24.16949153 21.83050847] ; [6.83050847 6.16949153],0
p1,1,0.924725,0.008927,[ 4 43] ; [ 1 12],[ 3.91666667 43.08333333] ; [ 1.08333333 11.91666667],0
d2,1,0.945481,0.004676,[14 33] ; [4 9],[14.1 32.9] ; [3.9 9.1],0
s4,1,0.965,0.001925,[ 7 40] ; [ 2 11],[ 7.05 39.95] ; [ 1.95 11.05],0
p3,1,0.980297,0.00061,[11 36] ; [ 3 10],[10.96666667 36.03333333] ; [3.03333333 9.96666667],0
