Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,51.524621,[54 85] ; [187  60],[86.78497409 52.21502591] ; [154.21502591  92.78497409],1
a4,1,0.0,42.245553,[ 25 116] ; [126 120],[55.01550388 85.98449612] ; [ 95.98449612 150.01550388],1
d1,1,0.0,32.226733,[ 39 103] ; [142 106],[65.9025641 76.0974359] ; [115.0974359 132.9025641],1
d5,1,0.0,31.129346,[82 60] ; [207  41],[105.22564103  36.77435897] ; [183.77435897  64.22564103],1
a6,1,0.0,29.890943,[71 71] ; [191  57],[95.39487179 46.60512821] ; [166.60512821  81.39487179],1
d2,1,0.0,29.35922,[ 31 110] ; [123 123],[56.10852713 84.89147287] ; [ 97.89147287 148.10852713],1
d3,1,7e-06,20.30993,[67 74] ; [175  73],[87.71722365 53.28277635] ; [154.28277635  93.71722365],1
r1,1,1.1e-05,19.293692,[78 64] ; [188  58],[97.35051546 44.64948454] ; [168.64948454  77.35051546],1
d4,1,3e-05,17.392408,[85 55] ; [199  49],[102.4742268  37.5257732] ; [181.5257732  66.4742268],1
u1,1,8.5e-05,15.435408,[  3 139] ; [ 36 212],[ 14.2 127.8] ; [ 24.8 223.2],1
n4,1,0.000435,12.375282,[80 61] ; [183  64],[95.57474227 45.42525773] ; [167.42525773  79.57474227],1
p10,1,0.000593,11.799068,[76 63] ; [175  68],[91.33246073 47.66753927] ; [159.66753927  83.33246073],1
p4,1,0.002222,9.35646,[49 90] ; [126 119],[63.34635417 75.65364583] ; [111.65364583 133.34635417],0
r4,1,0.005029,7.86881,[98 44] ; [202  46],[109.23076923  32.76923077] ; [190.76923077  57.23076923],0
p8,1,0.005058,7.858685,[48 93] ; [118 124],[61.11227154 79.88772846] ; [104.88772846 137.11227154],0
a7,1,0.008557,6.912946,[82 59] ; [176  71],[93.75773196 47.24226804] ; [164.24226804  82.75773196],0
v2,1,0.011759,6.346795,[53 81] ; [127 112],[64.66487936 69.33512064] ; [115.33512064 123.66487936],0
r2,1,0.015076,5.907538,[117  24] ; [220  21],[124.39005236  16.60994764] ; [212.60994764  28.39005236],0
n5,1,0.015082,5.906826,[82 58] ; [174  72],[92.84974093 47.15025907] ; [163.15025907  82.84974093],0
p9,1,0.016684,5.729308,[88 51] ; [182  61],[98.2460733 40.7539267] ; [171.7539267  71.2460733],0
r3,1,0.028902,4.773467,[115  26] ; [220  26],[122.05426357  18.94573643] ; [212.94573643  33.05426357],0
v1,1,0.032916,4.550158,[50 90] ; [114 129],[59.94778068 80.05221932] ; [104.05221932 138.94778068],0
p3,1,0.03605,4.394738,[45 97] ; [104 141],[54.67183463 87.32816537] ; [ 94.32816537 150.67183463],0
p7,1,0.038173,4.297305,[62 76] ; [136 107],[71.71653543 66.28346457] ; [126.28346457 116.71653543],0
p11,1,0.053731,3.721036,[91 51] ; [182  66],[99.4 42.6] ; [173.6  74.4],0
n6,1,0.06039,3.526645,[98 44] ; [191  55],[105.76804124  36.23195876] ; [183.23195876  62.76804124],0
p2,1,0.082288,3.019128,[98 44] ; [188  56],[105.21243523  36.78756477] ; [180.78756477  63.21243523],0
b1,1,0.084724,2.971864,[47 95] ; [104 144],[54.97948718 87.02051282] ; [ 96.02051282 151.97948718],0
s6,1,0.144008,2.134603,[43 96] ; [ 94 151],[49.59114583 89.40885417] ; [ 87.40885417 157.59114583],0
b4,1,0.152415,2.047913,[89 53] ; [137 111],[82.28717949 59.71282051] ; [143.71282051 104.28717949],0
s7,1,0.153196,2.040139,[ 16 120] ; [ 40 191],[ 20.7520436 115.2479564] ; [ 35.2479564 195.7520436],0
p5,1,0.182584,1.776468,[  7 135] ; [ 21 224],[ 10.27390181 131.72609819] ; [ 17.72609819 227.27390181],0
a1,1,0.259065,1.273745,[  4 138] ; [ 13 235],[  6.18974359 135.81025641] ; [ 10.81025641 237.18974359],0
v4,1,0.266828,1.232981,[120  21] ; [218  27],[123.46632124  17.53367876] ; [214.53367876  30.46632124],0
n2,1,0.302657,1.062451,[27 19] ; [45 21],[29.57142857 16.42857143] ; [42.42857143 23.57142857],0
b2,1,0.325651,0.966114,[21 52] ; [51 93],[24.22119816 48.77880184] ; [47.77880184 96.22119816],0
b3,1,0.325651,0.966114,[21 52] ; [51 93],[24.22119816 48.77880184] ; [47.77880184 96.22119816],0
n3,1,0.348013,0.880688,[35 12] ; [41 21],[32.7706422 14.2293578] ; [43.2293578 18.7706422],0
s1,1,0.37003,0.803565,[  5 136] ; [  5 240],[  3.65284974 137.34715026] ; [  6.34715026 238.65284974],0
p12,1,0.39583,0.720959,[  3 138] ; [  9 235],[  4.39480519 136.60519481] ; [  7.60519481 236.39480519],0
u3,1,0.413826,0.667781,[38 50] ; [30 30],[40.43243243 47.56756757] ; [27.56756757 32.43243243],0
a8,1,0.458928,0.548508,[ 10 122] ; [ 22 200],[ 11.93220339 120.06779661] ; [ 20.06779661 201.93220339],0
s5,1,0.47759,0.504361,[ 19 120] ; [ 40 204],[ 21.41253264 117.58746736] ; [ 37.58746736 206.41253264],0
u2,1,0.536832,0.381444,[39 48] ; [30 30],[40.83673469 46.16326531] ; [28.16326531 31.83673469],0
s4,1,0.538445,0.37843,[ 16 125] ; [ 23 222],[ 14.24611399 126.75388601] ; [ 24.75388601 220.24611399],0
b5,1,0.547526,0.361767,[88 54] ; [146 102],[85.2 56.8] ; [148.8  99.2],0
