Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.4e-05,17.159481,[26  8] ; [40 71],[15.47586207 18.52413793] ; [50.52413793 60.47586207],1
a2,1,0.335573,0.92727,[ 2 32] ; [13 99],[ 3.49315068 30.50684932] ; [ 11.50684932 100.49315068],0
p12,1,0.372144,0.796492,[ 1 33] ; [  1 110],[ 0.46896552 33.53103448] ; [  1.53103448 109.46896552],0
r4,1,0.374294,0.78936,[28  6] ; [84 28],[26.08219178  7.91780822] ; [85.91780822 26.08219178],0
b2,1,0.38551,0.753058,[ 7 11] ; [16 41],[ 5.52 12.48] ; [17.48 39.52],0
b3,1,0.38551,0.753058,[ 7 11] ; [16 41],[ 5.52 12.48] ; [17.48 39.52],0
v3,1,0.389474,0.740584,[ 7 26] ; [30 74],[ 8.91240876 24.08759124] ; [28.08759124 75.91240876],0
u1,1,0.390117,0.738576,[ 4 30] ; [  8 104],[ 2.79452055 31.20547945] ; [  9.20547945 102.79452055],0
v2,1,0.410699,0.676777,[18 16] ; [48 59],[15.91489362 18.08510638] ; [50.08510638 56.91489362],0
v4,1,0.459336,0.547512,[29  3] ; [95 16],[27.74825175  4.25174825] ; [96.25174825 14.74825175],0
p2,1,0.472791,0.515445,[24  9] ; [74 38],[22.30344828 10.69655172] ; [75.69655172 36.30344828],0
b5,1,0.476186,0.507586,[18 16] ; [67 45],[19.79452055 14.20547945] ; [65.20547945 46.79452055],0
a5,1,0.528835,0.39663,[20 14] ; [59 53],[18.39726027 15.60273973] ; [60.60273973 51.39726027],0
p3,1,0.556508,0.345787,[ 8 26] ; [21 90],[ 6.8 27.2] ; [22.2 88.8],0
s1,1,0.563595,0.333518,[ 1 33] ; [  6 106],[ 1.63013699 32.36986301] ; [  5.36986301 106.63013699],0
p8,1,0.581228,0.304254,[12 21] ; [35 77],[10.69655172 22.30344828] ; [36.30344828 75.69655172],0
p7,1,0.636051,0.223944,[14 18] ; [43 67],[12.84507042 19.15492958] ; [44.15492958 65.84507042],0
p6,1,0.638914,0.220166,[ 5 28] ; [13 95],[ 4.21276596 28.78723404] ; [13.78723404 94.21276596],0
a8,1,0.639021,0.220025,[ 2 27] ; [  5 101],[ 1.5037037 27.4962963] ; [  5.4962963 100.5037037],0
n2,1,0.691123,0.157872,[6 3] ; [22 15],[5.47826087 3.52173913] ; [22.52173913 14.47826087],0
a4,1,0.692007,0.156921,[10 24] ; [37 75],[10.94520548 23.05479452] ; [36.05479452 75.94520548],0
a7,1,0.693846,0.154953,[23 11] ; [79 32],[23.91724138 10.08275862] ; [78.08275862 32.91724138],0
p1,1,0.70983,0.138447,[ 1 32] ; [  5 106],[ 1.375 31.625] ; [  4.625 106.375],0
d2,1,0.715793,0.13256,[13 21] ; [39 73],[12.10958904 21.89041096] ; [39.89041096 72.10958904],0
n3,1,0.822066,0.050575,[5 3] ; [24 12],[5.27272727 2.72727273] ; [23.72727273 12.27272727],0
v1,1,0.831892,0.045061,[12 20] ; [39 71],[11.49295775 20.50704225] ; [39.50704225 70.49295775],0
a3,1,0.843775,0.038835,[20 13] ; [70 42],[20.48275862 12.51724138] ; [69.51724138 42.48275862],0
d1,1,0.884305,0.021174,[15 19] ; [51 61],[15.36986301 18.63013699] ; [50.63013699 61.36986301],0
p11,1,0.889095,0.019446,[22 12] ; [71 41],[21.65753425 12.34246575] ; [71.34246575 40.65753425],0
r1,1,0.9162,0.011072,[24 10] ; [78 34],[23.75342466 10.24657534] ; [78.24657534 33.75342466],0
u3,1,1.0,0.0,[7 7] ; [21 21],[7. 7.] ; [21. 21.],0
