Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.4e-05,17.159481,[26  8] ; [40 71],[15.47586207 18.52413793] ; [50.52413793 60.47586207],1
s2,1,4.2e-05,16.760498,[21 13] ; [27 85],[11.17808219 22.82191781] ; [36.82191781 75.17808219],1
s3,1,0.000907,11.008494,[22 11] ; [38 73],[13.75 19.25] ; [46.25 64.75],1
s8,1,0.007301,7.197483,[14 20] ; [21 91],[ 8.15068493 25.84931507] ; [26.84931507 85.15068493],0
p9,1,0.008342,6.958547,[28  5] ; [66 44],[21.69230769 11.30769231] ; [72.30769231 37.69230769],0
a1,1,0.013094,6.156324,[ 3 31] ; [  1 111],[ 0.93150685 33.06849315] ; [  3.06849315 108.93150685],0
d4,1,0.019654,5.442407,[32  2] ; [85 27],[27.24657534  6.75342466] ; [89.75342466 22.24657534],0
b1,1,0.019869,5.423368,[ 6 28] ; [44 68],[11.64383562 22.35616438] ; [38.35616438 73.64383562],0
p10,1,0.020751,5.347561,[25  8] ; [59 52],[19.25 13.75] ; [64.75 46.25],0
s7,1,0.023006,5.168058,[15 19] ; [25 80],[ 9.78417266 24.21582734] ; [30.21582734 74.78417266],0
d5,1,0.066922,3.356948,[29  5] ; [77 34],[24.85517241  9.14482759] ; [81.14482759 29.85517241],0
b4,1,0.086261,2.942797,[25  9] ; [64 48],[20.7260274 13.2739726] ; [68.2739726 43.7260274],0
r2,1,0.090043,2.873606,[32  1] ; [95 15],[29.30769231  3.69230769] ; [97.69230769 12.30769231],0
r3,1,0.107866,2.585212,[33  1] ; [98 14],[30.50684932  3.49315068] ; [100.49315068  11.50684932],0
s4,1,0.111079,2.538801,[10 24] ; [19 93],[ 6.75342466 27.24657534] ; [22.24657534 89.75342466],0
n6,1,0.13564,2.226742,[24 10] ; [63 49],[20.26027397 13.73972603] ; [66.73972603 45.26027397],0
a6,1,0.158275,1.990635,[16 18] ; [68 44],[19.56164384 14.43835616] ; [64.43835616 47.56164384],0
n4,1,0.173504,1.852408,[ 9 25] ; [44 68],[12.34246575 21.65753425] ; [40.65753425 71.34246575],0
p5,1,0.191195,1.708389,[ 2 31] ; [  2 109],[ 0.91666667 32.08333333] ; [  3.08333333 107.91666667],0
n1,1,0.229258,1.445459,[4 5] ; [ 9 28],[2.54347826 6.45652174] ; [10.45652174 26.54347826],0
u2,1,0.237903,1.392979,[6 8] ; [25 16],[7.89090909 6.10909091] ; [23.10909091 17.89090909],0
d3,1,0.290409,1.117726,[18 16] ; [70 41],[20.63448276 13.36551724] ; [67.36551724 43.63448276],0
