Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-06,24.566023,[3 4] ; [64  2],[6.42465753 0.57534247] ; [60.57534247  5.42465753],1
s6,1,0.000458,12.277454,[2 5] ; [56 10],[5.56164384 1.43835616] ; [52.43835616 13.56164384],1
s3,1,0.003603,8.474022,[1 6] ; [46 20],[4.50684932 2.49315068] ; [42.49315068 23.50684932],0
s2,1,0.006728,7.344142,[1 6] ; [44 22],[4.31506849 2.68493151] ; [40.68493151 25.31506849],0
b1,1,0.011624,6.367381,[6 1] ; [24 42],[2.87671233 4.12328767] ; [27.12328767 38.87671233],0
b4,1,0.037441,4.330239,[2 5] ; [45 21],[4.50684932 2.49315068] ; [42.49315068 23.50684932],0
v4,1,0.072834,3.217973,[5 2] ; [61  5],[6.32876712 0.67123288] ; [59.67123288  6.32876712],0
n3,1,0.076533,3.137037,[1 3] ; [17  7],[2.57142857 1.42857143] ; [15.42857143  8.57142857],0
r1,1,0.101493,2.681922,[3 4] ; [48 18],[4.89041096 2.10958904] ; [46.10958904 19.89041096],0
s5,1,0.107364,2.592593,[1 6] ; [29 34],[3. 4.] ; [27. 36.],0
p12,1,0.15376,2.03455,[1 6] ; [ 2 64],[0.28767123 6.71232877] ; [ 2.71232877 63.28767123],0
v2,1,0.185261,1.754904,[2 5] ; [33 27],[3.65671642 3.34328358] ; [31.34328358 28.65671642],0
s8,1,0.210997,1.56457,[3 4] ; [44 22],[4.50684932 2.49315068] ; [42.49315068 23.50684932],0
b2,1,0.224686,1.474188,[1 4] ; [19 20],[2.27272727 2.72727273] ; [17.72727273 21.27272727],0
b3,1,0.224686,1.474188,[1 4] ; [19 20],[2.27272727 2.72727273] ; [17.72727273 21.27272727],0
d5,1,0.240029,1.380421,[4 3] ; [51 15],[5.2739726 1.7260274] ; [49.7260274 16.2739726],0
d1,1,0.280556,1.164393,[2 5] ; [33 33],[3.35616438 3.64383562] ; [31.64383562 34.35616438],0
n5,1,0.338307,0.916838,[4 3] ; [25 40],[2.81944444 4.18055556] ; [26.18055556 38.81944444],0
p3,1,0.352383,0.864858,[2 5] ; [31 35],[3.16438356 3.83561644] ; [29.83561644 36.16438356],0
d2,1,0.352383,0.864858,[2 5] ; [31 35],[3.16438356 3.83561644] ; [29.83561644 36.16438356],0
p7,1,0.396387,0.71926,[3 3] ; [43 21],[3.94285714 2.05714286] ; [42.05714286 21.94285714],0
p5,1,0.421307,0.646666,[1 6] ; [ 4 61],[0.48611111 6.51388889] ; [ 4.51388889 60.48611111],0
n1,1,0.435678,0.607639,[1 3] ; [11 13],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
p9,1,0.446496,0.579532,[5 2] ; [54 11],[5.73611111 1.26388889] ; [53.26388889 11.73611111],0
p4,1,0.478751,0.501708,[5 2] ; [38 28],[4.12328767 2.87671233] ; [38.87671233 27.12328767],0
v3,1,0.487724,0.481544,[3 4] ; [18 42],[2.19402985 4.80597015] ; [18.80597015 41.19402985],0
p11,1,0.496593,0.46221,[4 3] ; [46 20],[4.79452055 2.20547945] ; [45.20547945 20.79452055],0
n6,1,0.514582,0.424739,[4 3] ; [45 20],[4.76388889 2.23611111] ; [44.23611111 20.76388889],0
p2,1,0.553432,0.351204,[6 1] ; [50 16],[5.36986301 1.63013699] ; [50.63013699 15.36986301],0
d4,1,0.607711,0.263521,[6 1] ; [51 15],[5.46575342 1.53424658] ; [51.53424658 14.46575342],0
p6,1,0.634216,0.226387,[3 4] ; [22 43],[2.43055556 4.56944444] ; [22.56944444 42.43055556],0
a7,1,0.654493,0.200283,[5 2] ; [52 14],[5.46575342 1.53424658] ; [51.53424658 14.46575342],0
a2,1,0.654493,0.200283,[2 5] ; [14 52],[1.53424658 5.46575342] ; [14.46575342 51.53424658],0
a6,1,0.67395,0.177016,[4 3] ; [43 23],[4.50684932 2.49315068] ; [42.49315068 23.50684932],0
a4,1,0.682274,0.167577,[2 5] ; [24 42],[2.49315068 4.50684932] ; [23.50684932 42.49315068],0
p8,1,0.69078,0.158242,[4 3] ; [32 33],[3.5 3.5] ; [32.5 32.5],0
a5,1,0.735079,0.114499,[4 3] ; [42 24],[4.4109589 2.5890411] ; [41.5890411 24.4109589],0
s4,1,0.796744,0.066339,[3 4] ; [25 41],[2.68493151 4.31506849] ; [25.31506849 40.68493151],0
p10,1,0.797803,0.065634,[6 1] ; [54 12],[5.75342466 1.24657534] ; [54.24657534 11.75342466],0
v1,1,0.807638,0.059279,[4 3] ; [34 31],[3.69444444 3.30555556] ; [34.30555556 30.69444444],0
b5,1,0.956241,0.003011,[4 3] ; [37 29],[3.93150685 3.06849315] ; [37.06849315 28.93150685],0
u1,1,0.962106,0.002257,[1 6] ; [ 9 57],[0.95890411 6.04109589] ; [ 9.04109589 56.95890411],0
n2,1,0.965387,0.001883,[3 1] ; [19  6],[3.03448276 0.96551724] ; [18.96551724  6.03448276],0
a3,1,0.990402,0.000145,[5 2] ; [47 19],[4.98630137 2.01369863] ; [47.01369863 18.98630137],0
