Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.026405,4.92933,[31  5] ; [8 6],[28.08  7.92] ; [10.92  3.08],0
r2,1,0.04138,4.160384,[23 11] ; [5 9],[19.83333333 14.16666667] ; [8.16666667 5.83333333],0
p7,1,0.099677,2.710701,[21 13] ; [5 9],[18.41666667 15.58333333] ; [7.58333333 6.41666667],0
a7,1,0.129485,2.298665,[22 15] ; [5 9],[19.58823529 17.41176471] ; [7.41176471 6.58823529],0
b4,1,0.144561,2.12872,[18 19] ; [10  4],[20.31372549 16.68627451] ; [7.68627451 6.31372549],0
a6,1,0.154119,2.030998,[24 13] ; [6 8],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
u3,1,0.19446,1.683502,[8 7] ; [1 4],[6.75 8.25] ; [2.25 2.75],0
d4,1,0.206994,1.59233,[30  7] ; [9 5],[28.29411765  8.70588235] ; [10.70588235  3.29411765],0
a5,1,0.260545,1.265858,[20 17] ; [10  4],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
b5,1,0.267272,1.230695,[23 14] ; [11  3],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
a2,1,0.292485,1.108149,[ 2 35] ; [ 2 12],[ 2.90196078 34.09803922] ; [ 1.09803922 12.90196078],0
p5,1,0.306934,1.043823,[ 2 34] ; [ 2 12],[ 2.88 33.12] ; [ 1.12 12.88],0
d2,1,0.331887,0.941521,[13 24] ; [7 7],[14.50980392 22.49019608] ; [5.49019608 8.50980392],0
n3,1,0.347755,0.881633,[13  8] ; [1 2],[12.25  8.75] ; [1.75 1.25],0
p4,1,0.374813,0.787645,[16 21] ; [8 6],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
p9,1,0.374813,0.787645,[26 11] ; [8 6],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
v2,1,0.413686,0.668182,[18 17] ; [9 5],[19.28571429 15.71428571] ; [7.71428571 6.28571429],0
a4,1,0.415985,0.661629,[ 9 28] ; [5 9],[10.15686275 26.84313725] ; [ 3.84313725 10.15686275],0
r1,1,0.415985,0.661629,[ 9 28] ; [5 9],[10.15686275 26.84313725] ; [ 3.84313725 10.15686275],0
p8,1,0.422695,0.642809,[13 24] ; [ 3 10],[11.84 25.16] ; [4.16 8.84],0
s7,1,0.423581,0.640359,[19 18] ; [5 8],[17.76 19.24] ; [6.24 6.76],0
s8,1,0.43013,0.622473,[15 22] ; [ 4 10],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
s3,1,0.430947,0.62027,[23 14] ; [7 7],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
u2,1,0.436275,0.606061,[9 6] ; [2 3],[8.25 6.75] ; [2.75 2.25],0
s4,1,0.441502,0.592375,[12 25] ; [ 3 11],[10.88235294 26.11764706] ; [4.11764706 9.88235294],0
p6,1,0.448682,0.57398,[ 9 27] ; [5 9],[10.08 25.92] ; [ 3.92 10.08],0
s1,1,0.465994,0.531459,[ 1 36] ; [ 1 13],[ 1.45098039 35.54901961] ; [ 0.54901961 13.45098039],0
p12,1,0.465994,0.531459,[ 1 36] ; [ 1 13],[ 1.45098039 35.54901961] ; [ 0.54901961 13.45098039],0
n4,1,0.486919,0.483327,[25 12] ; [8 6],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
d3,1,0.486919,0.483327,[25 12] ; [8 6],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
a8,1,0.493379,0.469149,[ 1 34] ; [ 1 13],[ 1.42857143 33.57142857] ; [ 0.57142857 13.42857143],0
n5,1,0.494963,0.465719,[22 14] ; [10  4],[23.04 12.96] ; [8.96 5.04],0
s2,1,0.510285,0.433482,[20 17] ; [9 5],[21.03921569 15.96078431] ; [7.96078431 6.03921569],0
s5,1,0.521898,0.410141,[ 9 25] ; [5 9],[ 9.91666667 24.08333333] ; [4.08333333 9.91666667],0
n6,1,0.536594,0.381888,[23 14] ; [10  4],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
a3,1,0.625872,0.2377,[21 16] ; [9 5],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
b1,1,0.71154,0.136744,[18 19] ; [6 8],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
v1,1,0.71729,0.131104,[17 18] ; [6 8],[16.42857143 18.57142857] ; [6.57142857 7.42857143],0
d5,1,0.756117,0.096463,[28  9] ; [10  4],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
r3,1,0.756117,0.096463,[28  9] ; [10  4],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
b2,1,0.763341,0.090659,[ 5 17] ; [2 9],[ 4.66666667 17.33333333] ; [2.33333333 8.66666667],0
b3,1,0.763341,0.090659,[ 5 17] ; [2 9],[ 4.66666667 17.33333333] ; [2.33333333 8.66666667],0
p11,1,0.790864,0.070325,[25 12] ; [10  4],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
p3,1,0.797046,0.066138,[14 22] ; [6 8],[14.4 21.6] ; [5.6 8.4],0
p10,1,0.854148,0.033793,[21 14] ; [8 6],[20.71428571 14.28571429] ; [8.28571429 5.71428571],0
d1,1,0.880754,0.022504,[15 22] ; [6 8],[15.23529412 21.76470588] ; [5.76470588 8.23529412],0
v3,1,0.912178,0.012164,[10 27] ; [ 4 10],[10.15686275 26.84313725] ; [ 3.84313725 10.15686275],0
