Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.7e-05,17.00804,[59 35] ; [18 44],[46.3974359 47.6025641] ; [30.6025641 31.3974359],1
d5,1,4.9e-05,16.472918,[65 30] ; [22 40],[52.6433121 42.3566879] ; [34.3566879 27.6433121],1
d4,1,0.000175,14.086966,[71 24] ; [28 34],[59.9044586 35.0955414] ; [39.0955414 22.9044586],1
a6,1,0.00018,14.033366,[55 40] ; [17 45],[43.56687898 51.43312102] ; [28.43312102 33.56687898],1
r3,1,0.00163,9.925604,[86  8] ; [45 17],[78.93589744 15.06410256] ; [52.06410256  9.93589744],0
d1,1,0.003488,8.532992,[32 63] ; [ 8 54],[24.20382166 70.79617834] ; [15.79617834 46.20382166],0
p10,1,0.004562,8.045551,[66 27] ; [30 32],[57.6 35.4] ; [38.4 23.6],0
n3,1,0.005176,7.816849,[19  5] ; [ 9 14],[14.29787234  9.70212766] ; [13.70212766  9.29787234],0
r4,1,0.005579,7.68142,[76 19] ; [37 25],[68.37579618 26.62420382] ; [44.62420382 17.37579618],0
r2,1,0.006256,7.475161,[86  9] ; [46 16],[79.87261146 15.12738854] ; [52.12738854  9.87261146],0
p2,1,0.010183,6.602608,[74 20] ; [37 25],[66.88461538 27.11538462] ; [44.11538462 17.88461538],0
v4,1,0.013478,6.105276,[86  8] ; [48 14],[80.74358974 13.25641026] ; [53.25641026  8.74358974],0
s2,1,0.027071,4.88626,[46 49] ; [19 43],[39.33121019 55.66878981] ; [25.66878981 36.33121019],0
u2,1,0.047192,3.938534,[34 22] ; [17 25],[29.14285714 26.85714286] ; [21.85714286 20.14285714],0
u3,1,0.047192,3.938534,[34 22] ; [17 25],[29.14285714 26.85714286] ; [21.85714286 20.14285714],0
a1,1,0.059664,3.546704,[ 1 94] ; [ 4 58],[ 3.02547771 91.97452229] ; [ 1.97452229 60.02547771],0
b1,1,0.077207,3.122728,[34 61] ; [31 31],[39.33121019 55.66878981] ; [25.66878981 36.33121019],0
p9,1,0.08746,2.920521,[67 25] ; [37 25],[62.12987013 29.87012987] ; [41.87012987 20.12987013],0
n5,1,0.132416,2.263952,[54 41] ; [42 19],[58.46153846 36.53846154] ; [37.53846154 23.46153846],0
r1,1,0.133854,2.247223,[59 36] ; [31 31],[54.45859873 40.54140127] ; [35.54140127 26.45859873],0
d2,1,0.172882,1.857771,[16 79] ; [16 46],[19.36305732 75.63694268] ; [12.63694268 49.36305732],0
n2,1,0.181416,1.785984,[18  6] ; [13 10],[15.82978723  8.17021277] ; [15.17021277  7.82978723],0
n6,1,0.220145,1.503423,[70 25] ; [40 22],[66.56050955 28.43949045] ; [43.43949045 18.56050955],0
s6,1,0.250759,1.319068,[51 44] ; [27 34],[47.5 47.5] ; [30.5 30.5],0
p8,1,0.253107,1.306071,[42 52] ; [22 40],[38.56410256 55.43589744] ; [25.43589744 36.56410256],0
n1,1,0.259838,1.269621,[10 14] ; [ 6 17],[ 8.17021277 15.82978723] ; [ 7.82978723 15.17021277],0
a3,1,0.311884,1.02268,[38 55] ; [20 41],[35.02597403 57.97402597] ; [22.97402597 38.02597403],0
b5,1,0.325405,0.9671,[64 31] ; [37 25],[61.11464968 33.88535032] ; [39.88535032 22.11464968],0
p11,1,0.329557,0.950639,[61 34] ; [35 27],[58.08917197 36.91082803] ; [37.91082803 24.08917197],0
p3,1,0.351977,0.866318,[36 59] ; [19 43],[33.28025478 61.71974522] ; [21.71974522 40.28025478],0
u1,1,0.364882,0.82102,[ 4 91] ; [ 1 61],[ 3.02547771 91.97452229] ; [ 1.97452229 60.02547771],0
n4,1,0.385272,0.753812,[50 45] ; [37 25],[52.6433121 42.3566879] ; [34.3566879 27.6433121],0
a4,1,0.427913,0.62848,[11 83] ; [10 52],[12.65384615 81.34615385] ; [ 8.34615385 53.65384615],0
p5,1,0.487248,0.482598,[ 5 88] ; [ 5 56],[ 6.03896104 86.96103896] ; [ 3.96103896 57.03896104],0
s1,1,0.515154,0.423584,[ 7 87] ; [ 3 59],[ 6.02564103 87.97435897] ; [ 3.97435897 58.02564103],0
s3,1,0.544759,0.366791,[47 47] ; [33 27],[48.83116883 45.16883117] ; [31.16883117 28.83116883],0
p6,1,0.550458,0.356497,[26 68] ; [14 46],[24.41558442 69.58441558] ; [15.58441558 44.41558442],0
p1,1,0.579194,0.30754,[ 8 85] ; [ 7 55],[ 9. 84.] ; [ 6. 56.],0
p4,1,0.598883,0.276683,[43 52] ; [25 36],[41.41025641 53.58974359] ; [26.58974359 34.41025641],0
p12,1,0.663147,0.189723,[ 2 93] ; [ 2 60],[ 2.42038217 92.57961783] ; [ 1.57961783 60.42038217],0
v3,1,0.796276,0.066652,[15 77] ; [ 9 52],[14.43137255 77.56862745] ; [ 9.56862745 51.43137255],0
s4,1,0.80085,0.063629,[18 75] ; [11 51],[17.4 75.6] ; [11.6 50.4],0
