Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,26.312074,[39 48] ; [ 9 79],[23.86285714 63.13714286] ; [24.13714286 63.86285714],1
r1,1,0.000247,13.436579,[81 10] ; [59 30],[70.77777778 20.22222222] ; [69.22222222 19.77777778],1
v1,1,0.000452,12.303127,[50 40] ; [26 62],[38.42696629 51.57303371] ; [37.57303371 50.42696629],1
a7,1,0.018282,5.568948,[74 18] ; [57 31],[66.95555556 25.04444444] ; [64.04444444 23.95555556],0
u1,1,0.026305,4.93585,[13 79] ; [ 4 85],[ 8.64088398 83.35911602] ; [ 8.35911602 80.64088398],0
a3,1,0.044551,4.035555,[63 29] ; [48 41],[56.4198895 35.5801105] ; [54.5801105 34.4198895],0
a5,1,0.045497,4.000125,[61 31] ; [46 43],[54.38674033 37.61325967] ; [52.61325967 36.38674033],0
p12,1,0.055768,3.658979,[ 6 84] ; [ 1 88],[ 3.51955307 86.48044693] ; [ 3.48044693 85.51955307],0
d2,1,0.062246,3.4765,[28 64] ; [39 50],[34.05524862 57.94475138] ; [32.94475138 56.05524862],0
a2,1,0.064334,3.421986,[17 75] ; [ 8 81],[12.70718232 79.29281768] ; [12.29281768 76.70718232],0
p8,1,0.083366,2.998027,[47 43] ; [35 54],[41.22905028 48.77094972] ; [40.77094972 48.22905028],0
a6,1,0.084083,2.984167,[66 26] ; [53 36],[60.48618785 31.51381215] ; [58.51381215 30.48618785],0
d5,1,0.088216,2.906627,[73 19] ; [60 28],[67.97777778 24.02222222] ; [65.02222222 22.97777778],0
p10,1,0.089379,2.885519,[68 21] ; [57 31],[62.85310734 26.14689266] ; [62.14689266 25.85310734],0
p4,1,0.1452,2.121962,[45 46] ; [34 54],[40.16201117 50.83798883] ; [38.83798883 49.16201117],0
b1,1,0.153409,2.038024,[25 67] ; [33 56],[29.48066298 62.51933702] ; [28.51933702 60.48066298],0
p5,1,0.157166,2.001281,[ 6 85] ; [ 2 87],[ 4.04444444 86.95555556] ; [ 3.95555556 85.04444444],0
s1,1,0.165761,1.920872,[ 1 90] ; [ 4 85],[ 2.52777778 88.47222222] ; [ 2.47222222 86.52777778],0
d4,1,0.166804,1.911437,[76 16] ; [66 23],[72.17679558 19.82320442] ; [69.82320442 19.17679558],0
b4,1,0.213515,1.547431,[58 34] ; [48 41],[53.87845304 38.12154696] ; [52.12154696 36.87845304],0
r2,1,0.229609,1.443284,[90  2] ; [84  5],[88.44198895  3.55801105] ; [85.55801105  3.44198895],0
p7,1,0.237517,1.39527,[55 34] ; [45 40],[51.14942529 37.85057471] ; [48.85057471 36.14942529],0
p9,1,0.238644,1.388589,[73 16] ; [65 22],[69.78409091 19.21590909] ; [68.21590909 18.78409091],0
d3,1,0.246135,1.345109,[65 27] ; [55 33],[61.33333333 30.66666667] ; [58.66666667 29.33333333],0
d1,1,0.258165,1.278569,[47 45] ; [38 51],[43.20441989 48.79558011] ; [41.79558011 47.20441989],0
p2,1,0.265828,1.238151,[71 20] ; [63 26],[67.74444444 23.25555556] ; [66.25555556 22.74444444],0
b5,1,0.296452,1.090087,[53 39] ; [58 31],[56.4198895 35.5801105] ; [54.5801105 34.4198895],0
s3,1,0.33058,0.946626,[48 44] ; [40 49],[44.72928177 47.27071823] ; [43.27071823 45.72928177],0
p1,1,0.33125,0.944005,[ 4 87] ; [ 7 82],[ 5.56111111 85.43888889] ; [ 5.43888889 83.56111111],0
s2,1,0.350529,0.871542,[44 48] ; [36 52],[40.88888889 51.11111111] ; [39.11111111 48.88888889],0
s4,1,0.41612,0.661247,[21 71] ; [25 64],[23.38121547 68.61878453] ; [22.61878453 66.38121547],0
p11,1,0.429312,0.624684,[65 27] ; [58 31],[62.51933702 29.48066298] ; [60.48066298 28.51933702],0
u3,1,0.448799,0.573684,[17 12] ; [27 13],[18.49275362 10.50724638] ; [25.50724638 14.49275362],0
s6,1,0.462365,0.540163,[58 32] ; [52 36],[55.61797753 34.38202247] ; [54.38202247 33.61797753],0
u2,1,0.493659,0.468541,[15 14] ; [24 16],[16.39130435 12.60869565] ; [22.60869565 17.39130435],0
a8,1,0.500867,0.4531,[ 3 80] ; [ 5 81],[ 3.92899408 79.07100592] ; [ 4.07100592 81.92899408],0
p3,1,0.506781,0.440708,[35 56] ; [30 59],[32.86111111 58.13888889] ; [32.13888889 56.86111111],0
s7,1,0.542356,0.371191,[30 59] ; [25 60],[28.13218391 60.86781609] ; [26.86781609 58.13218391],0
n1,1,0.571061,0.320911,[ 6 21] ; [10 25],[ 6.96774194 20.03225806] ; [ 9.03225806 25.96774194],0
s8,1,0.66537,0.187066,[31 61] ; [27 61],[29.64444444 62.35555556] ; [28.35555556 59.64444444],0
a1,1,0.666994,0.185138,[ 3 89] ; [ 4 85],[ 3.55801105 88.44198895] ; [ 3.44198895 85.55801105],0
p6,1,0.66717,0.18493,[24 65] ; [21 66],[22.75568182 66.24431818] ; [22.24431818 64.75568182],0
a4,1,0.742202,0.108201,[30 62] ; [27 62],[28.97237569 63.02762431] ; [28.02762431 60.97237569],0
n5,1,0.760893,0.092604,[33 58] ; [30 58],[32.02793296 58.97206704] ; [30.97206704 57.02793296],0
n2,1,0.779663,0.078265,[20  7] ; [27  8],[20.46774194  6.53225806] ; [26.53225806  8.46774194],0
s5,1,0.825328,0.048708,[29 60] ; [27 60],[28.31818182 60.68181818] ; [27.68181818 59.31818182],0
b2,1,0.844154,0.038645,[12 31] ; [14 33],[12.42222222 30.57777778] ; [13.57777778 33.42222222],0
b3,1,0.844154,0.038645,[12 31] ; [14 33],[12.42222222 30.57777778] ; [13.57777778 33.42222222],0
n6,1,0.910641,0.012596,[62 28] ; [62 27],[62.34636872 27.65363128] ; [61.65363128 27.34636872],0
v4,1,0.967061,0.001705,[89  3] ; [86  3],[88.95027624  3.04972376] ; [86.04972376  2.95027624],0
n3,1,1.0,0.0,[20  8] ; [25 10],[20.  8.] ; [25. 10.],0
