Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,55.358625,[108  46] ; [ 1 36],[87.88481675 66.11518325] ; [21.11518325 15.88481675],1
d5,1,0.0,27.021101,[134  20] ; [18 19],[122.55497382  31.44502618] ; [29.44502618  7.55497382],1
d3,1,0.0,26.883244,[121  33] ; [13 24],[108.04188482  45.95811518] ; [25.95811518 11.04188482],1
d2,1,7.8e-05,15.615911,[89 65] ; [ 8 29],[78.20942408 75.79057592] ; [18.79057592 18.20942408],1
a3,1,0.000156,14.29675,[125  29] ; [19 18],[116.10471204  37.89528796] ; [27.89528796  9.10471204],1
a4,1,0.00089,11.042782,[80 74] ; [ 8 29],[70.95287958 83.04712042] ; [17.04712042 19.95287958],1
u1,1,0.00353,8.511154,[ 37 117] ; [ 1 36],[ 30.63874346 123.36125654] ; [ 7.36125654 29.63874346],0
a2,1,0.00785,7.067485,[ 45 109] ; [ 3 34],[ 38.70157068 115.29842932] ; [ 9.29842932 27.70157068],0
b3,1,0.008325,6.962183,[46 60] ; [ 4 22],[40.15151515 65.84848485] ; [ 9.84848485 16.15151515],0
b2,1,0.008325,6.962183,[46 60] ; [ 4 22],[40.15151515 65.84848485] ; [ 9.84848485 16.15151515],0
p1,1,0.011819,6.337881,[  5 149] ; [ 5 32],[  8.06282723 145.93717277] ; [ 1.93717277 35.06282723],0
r1,1,0.021429,5.291572,[131  22] ; [25 11],[126.28571429  26.71428571] ; [29.71428571  6.28571429],0
r3,1,0.022523,5.204893,[144   8] ; [31  6],[140.74074074  11.25925926] ; [34.25925926  2.74074074],0
a7,1,0.030666,4.671548,[115  39] ; [21 16],[109.65445026  44.34554974] ; [26.34554974 10.65445026],0
a5,1,0.042719,4.106502,[117  37] ; [22 15],[112.07329843  41.92670157] ; [26.92670157 10.07329843],0
u2,1,0.067227,3.349458,[20  8] ; [ 8 10],[17.04347826 10.95652174] ; [10.95652174  7.04347826],0
b4,1,0.069103,3.304188,[92 62] ; [16 21],[87.07853403 66.92146597] ; [20.92146597 16.07853403],0
u3,1,0.083439,2.9966,[23  6] ; [10  8],[20.36170213  8.63829787] ; [12.63829787  5.36170213],0
p11,1,0.106282,2.608647,[116  38] ; [23 14],[112.07329843  41.92670157] ; [26.92670157 10.07329843],0
s4,1,0.112364,2.520653,[ 31 122] ; [12 25],[ 34.62631579 118.37368421] ; [ 8.37368421 28.62631579],0
v2,1,0.11266,2.516499,[88 61] ; [16 20],[83.76216216 65.23783784] ; [20.23783784 15.76216216],0
s1,1,0.134796,2.236381,[  7 145] ; [ 4 32],[  8.89361702 143.10638298] ; [ 2.10638298 33.89361702],0
n2,1,0.196567,1.667702,[32 12] ; [15  2],[33.90163934 10.09836066] ; [13.09836066  3.90163934],0
