Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,60.275253,[86 17] ; [ 6 35],[65.80555556 37.19444444] ; [26.19444444 14.80555556],1
p11,1,2.7e-05,17.63723,[81 22] ; [18 24],[70.32413793 32.67586207] ; [28.67586207 13.32413793],1
p2,1,3e-05,17.434181,[77 26] ; [16 26],[66.06206897 36.93793103] ; [26.93793103 15.06206897],1
v4,1,5.7e-05,16.184667,[94  8] ; [26 14],[86.1971831 15.8028169] ; [33.8028169  6.1971831],1
r3,1,0.000297,13.086867,[91 11] ; [26 15],[83.45454545 18.54545455] ; [33.54545455  7.45454545],1
p8,1,0.003255,8.658587,[44 58] ; [ 7 34],[36.37762238 65.62237762] ; [14.62237762 26.37762238],0
r4,1,0.003863,8.347163,[79 24] ; [22 20],[71.74482759 31.25517241] ; [29.25517241 12.74482759],0
s8,1,0.004789,7.95745,[33 70] ; [ 4 38],[26.28275862 76.71724138] ; [10.71724138 31.28275862],0
s7,1,0.007094,7.248984,[36 64] ; [ 5 34],[29.49640288 70.50359712] ; [11.50359712 27.49640288],0
n6,1,0.00714,7.237362,[78 24] ; [22 19],[71.32867133 30.67132867] ; [28.67132867 12.32867133],0
a7,1,0.01637,5.762728,[58 45] ; [14 27],[51.5 51.5] ; [20.5 20.5],0
s6,1,0.018584,5.540223,[56 46] ; [14 28],[49.58333333 52.41666667] ; [20.41666667 21.58333333],0
s2,1,0.056331,3.64223,[41 60] ; [10 32],[36.02097902 64.97902098] ; [14.97902098 27.02097902],0
b5,1,0.072638,3.222382,[61 42] ; [18 24],[56.11724138 46.88275862] ; [22.88275862 19.11724138],0
p4,1,0.074355,3.184175,[41 61] ; [10 31],[36.37762238 65.62237762] ; [14.62237762 26.37762238],0
v1,1,0.121139,2.402534,[47 52] ; [14 28],[42.82978723 56.17021277] ; [18.17021277 23.82978723],0
s1,1,0.126248,2.338039,[ 5 96] ; [ 5 36],[ 7.11267606 93.88732394] ; [ 2.88732394 38.11267606],0
v2,1,0.165547,1.922813,[37 60] ; [10 29],[33.52205882 63.47794118] ; [13.47794118 25.52205882],0
r2,1,0.166065,1.918112,[85 17] ; [30 11],[82.02797203 19.97202797] ; [32.97202797  8.02797203],0
a6,1,0.172429,1.8617,[57 46] ; [18 24],[53.27586207 49.72413793] ; [21.72413793 20.27586207],0
s3,1,0.173086,1.856009,[53 47] ; [17 25],[49.29577465 50.70422535] ; [20.70422535 21.29577465],0
n5,1,0.192268,1.700154,[69 33] ; [23 18],[65.62237762 36.37762238] ; [26.37762238 14.62237762],0
d4,1,0.196145,1.67085,[55 48] ; [17 24],[51.5 51.5] ; [20.5 20.5],0
n1,1,0.217044,1.52381,[ 7 20] ; [ 9 12],[ 9. 18.] ; [ 7. 14.],0
d2,1,0.220764,1.499398,[22 81] ; [13 29],[24.86206897 78.13793103] ; [10.13793103 31.86206897],0
d3,1,0.249549,1.325828,[45 58] ; [14 28],[41.91034483 61.08965517] ; [17.08965517 24.91034483],0
a3,1,0.278891,1.172485,[52 49] ; [17 24],[49.07746479 51.92253521] ; [19.92253521 21.07746479],0
d1,1,0.290482,1.117385,[ 5 98] ; [ 4 38],[ 6.39310345 96.60689655] ; [ 2.60689655 39.39310345],0
s5,1,0.291669,1.111901,[22 78] ; [ 6 36],[19.71830986 80.28169014] ; [ 8.28169014 33.71830986],0
p5,1,0.388127,0.744801,[ 6 96] ; [ 1 40],[ 4.99300699 97.00699301] ; [ 2.00699301 38.99300699],0
u1,1,0.406222,0.689831,[ 4 99] ; [ 3 39],[ 4.97241379 98.02758621] ; [ 2.02758621 39.97241379],0
a2,1,0.412101,0.67273,[ 9 94] ; [ 2 40],[ 7.8137931 95.1862069] ; [ 3.1862069 38.8137931],0
p1,1,0.428882,0.62585,[ 8 95] ; [ 5 37],[ 9.23448276 93.76551724] ; [ 3.76551724 38.23448276],0
v3,1,0.438326,0.60066,[26 74] ; [13 27],[27.85714286 72.14285714] ; [11.14285714 28.85714286],0
a8,1,0.466788,0.529568,[11 83] ; [ 3 37],[ 9.82089552 84.17910448] ; [ 4.17910448 35.82089552],0
b2,1,0.575395,0.313739,[20 42] ; [10 16],[21.13636364 40.86363636] ; [ 8.86363636 17.13636364],0
b3,1,0.575395,0.313739,[20 42] ; [10 16],[21.13636364 40.86363636] ; [ 8.86363636 17.13636364],0
a1,1,0.584047,0.299738,[ 5 98] ; [ 3 39],[ 5.68275862 97.31724138] ; [ 2.31724138 39.68275862],0
a5,1,0.605409,0.266915,[49 54] ; [18 24],[47.59310345 55.40689655] ; [19.40689655 22.59310345],0
b1,1,0.621574,0.243662,[42 61] ; [19 23],[43.33103448 59.66896552] ; [17.66896552 24.33103448],0
u3,1,0.621685,0.243506,[23 27] ; [10 15],[22. 28.] ; [11. 14.],0
s4,1,0.639186,0.219808,[18 85] ; [ 6 36],[17.04827586 85.95172414] ; [ 6.95172414 35.04827586],0
n3,1,0.808483,0.05875,[18  9] ; [14  6],[18.38297872  8.61702128] ; [13.61702128  6.38297872],0
b4,1,0.842782,0.039337,[57 46] ; [24 18],[57.53793103 45.46206897] ; [23.46206897 18.53793103],0
n4,1,0.846582,0.037435,[61 42] ; [25 16],[61.51388889 41.48611111] ; [24.48611111 16.51388889],0
a4,1,0.883133,0.021609,[23 79] ; [ 9 33],[22.66666667 79.33333333] ; [ 9.33333333 32.66666667],0
p3,1,0.90255,0.014992,[28 75] ; [11 31],[27.70344828 75.29655172] ; [11.29655172 30.70344828],0
n2,1,0.915414,0.011281,[20  7] ; [16  6],[19.83673469  7.16326531] ; [16.16326531  5.83673469],0
p7,1,0.920839,0.009876,[42 59] ; [17 23],[42.26241135 58.73758865] ; [16.73758865 23.26241135],0
r1,1,0.983211,0.000443,[63 40] ; [25 16],[62.94444444 40.05555556] ; [25.05555556 15.94444444],0
