Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.035078,4.441387,[11  3] ; [6 9],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
p6,1,0.039406,4.24329,[8 6] ; [ 3 12],[5.31034483 8.68965517] ; [5.68965517 9.31034483],0
s2,1,0.040219,4.208617,[10  4] ; [ 5 10],[7.24137931 6.75862069] ; [7.75862069 7.24137931],0
p4,1,0.095882,2.772736,[8 6] ; [ 4 11],[5.79310345 8.20689655] ; [6.20689655 8.79310345],0
v3,1,0.125661,2.345299,[5 8] ; [ 2 13],[3.25 9.75] ; [ 3.75 11.25],0
v1,1,0.1593,1.98086,[5 9] ; [ 2 13],[ 3.37931034 10.62068966] ; [ 3.62068966 11.37931034],0
a6,1,0.190932,1.710408,[9 5] ; [6 9],[7.24137931 6.75862069] ; [7.75862069 7.24137931],0
a7,1,0.190932,1.710408,[5 9] ; [9 6],[6.75862069 7.24137931] ; [7.24137931 7.75862069],0
r1,1,0.190932,1.710408,[5 9] ; [9 6],[6.75862069 7.24137931] ; [7.24137931 7.75862069],0
p7,1,0.190932,1.710408,[9 5] ; [6 9],[7.24137931 6.75862069] ; [7.75862069 7.24137931],0
p9,1,0.315594,1.007119,[10  4] ; [8 7],[8.68965517 5.31034483] ; [9.31034483 5.68965517],0
s1,1,0.315691,1.006714,[ 1 13] ; [ 3 12],[ 1.93103448 12.06896552] ; [ 2.06896552 12.93103448],0
s5,1,0.33281,0.937934,[5 8] ; [ 3 11],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
p2,1,0.340405,0.908906,[9 5] ; [7 8],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
s8,1,0.344085,0.895153,[5 9] ; [ 3 12],[ 3.86206897 10.13793103] ; [ 4.13793103 10.86206897],0
a3,1,0.344085,0.895153,[9 5] ; [12  3],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
p11,1,0.355918,0.852245,[6 8] ; [9 6],[7.24137931 6.75862069] ; [7.75862069 7.24137931],0
d2,1,0.36249,0.829248,[7 7] ; [10  5],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
p8,1,0.472423,0.516303,[5 9] ; [ 3 10],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
s7,1,0.484118,0.489574,[5 7] ; [ 4 10],[4.15384615 7.84615385] ; [4.84615385 9.15384615],0
p1,1,0.500802,0.453236,[ 2 12] ; [ 1 14],[ 1.44827586 12.55172414] ; [ 1.55172414 13.44827586],0
n5,1,0.517613,0.418647,[10  4] ; [9 6],[9.17241379 4.82758621] ; [9.82758621 5.17241379],0
b4,1,0.517613,0.418647,[10  4] ; [9 6],[9.17241379 4.82758621] ; [9.82758621 5.17241379],0
a4,1,0.517613,0.418647,[ 4 10] ; [6 9],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
n4,1,0.517613,0.418647,[10  4] ; [9 6],[9.17241379 4.82758621] ; [9.82758621 5.17241379],0
s6,1,0.54659,0.363462,[7 5] ; [7 8],[6.22222222 5.77777778] ; [7.77777778 7.22222222],0
p10,1,0.549563,0.3581,[9 5] ; [8 7],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
b1,1,0.549563,0.3581,[9 5] ; [8 7],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
r4,1,0.549563,0.3581,[5 9] ; [7 8],[5.79310345 8.20689655] ; [6.20689655 8.79310345],0
s4,1,0.564144,0.332579,[ 3 11] ; [ 2 13],[ 2.4137931 11.5862069] ; [ 2.5862069 12.4137931],0
b5,1,0.588439,0.292788,[7 7] ; [9 6],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
d3,1,0.588439,0.292788,[7 7] ; [9 6],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
d4,1,0.589876,0.290538,[10  4] ; [12  3],[10.62068966  3.37931034] ; [11.37931034  3.62068966],0
n6,1,0.59737,0.27898,[8 6] ; [10  5],[8.68965517 5.31034483] ; [9.31034483 5.68965517],0
u3,1,0.67329,0.177778,[1 4] ; [1 2],[1.25 3.75] ; [0.75 2.25],0
r2,1,0.685734,0.163743,[10  4] ; [9 5],[9.5 4.5] ; [9.5 4.5],0
u2,1,0.850436,0.035556,[2 3] ; [1 2],[1.875 3.125] ; [1.125 1.875],0
d1,1,0.857541,0.032222,[7 7] ; [8 7],[7.24137931 6.75862069] ; [7.75862069 7.24137931],0
v2,1,0.857541,0.032222,[7 7] ; [8 7],[7.24137931 6.75862069] ; [7.75862069 7.24137931],0
n2,1,0.857714,0.032143,[1 1] ; [4 3],[1.11111111 0.88888889] ; [3.88888889 3.11111111],0
d5,1,0.892772,0.01817,[9 5] ; [10  5],[9.17241379 4.82758621] ; [9.82758621 5.17241379],0
r3,1,0.908697,0.013152,[10  4] ; [11  4],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
p12,1,0.916299,0.011045,[ 1 12] ; [ 1 14],[ 0.92857143 12.07142857] ; [ 1.07142857 13.92857143],0
p5,1,1.0,0.0,[ 1 13] ; [ 1 13],[ 1. 13.] ; [ 1. 13.],0
b2,1,1.0,0.0,[4 6] ; [4 6],[4. 6.] ; [4. 6.],0
a8,1,1.0,0.0,[ 3 11] ; [ 3 11],[ 3. 11.] ; [ 3. 11.],0
b3,1,1.0,0.0,[4 6] ; [4 6],[4. 6.] ; [4. 6.],0
